entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,warmup,1,291749000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,warmup,2,294992000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,warmup,3,289937000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,warmup,4,387822000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,warmup,5,313969000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,1,305272000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,2,391231000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,3,322812000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,4,301512000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,5,391343000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,6,318419000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,7,311045000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,8,407331000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,9,349615000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,10,335601000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,11,444286000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,12,327422000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,13,335704000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,14,423403000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,15,327900000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,16,322023000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,17,444637000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,18,363803000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,19,370504000,0,pass
json-stripped-aprime,JSON-stripped-A-prime,JSON,candidate,opt-stripped-candidate-a-prime-first,process,recorded,20,385799000,0,pass
