phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,13,rxbvml,spin-w1,accepted,1750.810433736,146218.000
recorded,1,14,rxbvml,spin-w1,candidate,1795.798113009,142555.000
recorded,1,15,rxbvml,spin-w4,accepted,6009.812897622,42597.000
recorded,1,16,rxbvml,spin-w4,candidate,6131.736526946,41750.000
recorded,1,17,rxbvml,identity,candidate,522715.671260847,1959.000
recorded,1,18,rxbvml,identity,channel,135899.137358991371,7535
recorded,1,18,rxbvml,spin-w4,channel,3130.426276015554,81778
recorded,1,19,rxtvml,spin-w1,accepted,1375.368018396,186132.000
recorded,1,20,rxtvml,spin-w1,candidate,1309.027689004,195565.000
recorded,1,21,rxtvml,spin-w4,accepted,5536.811142832,46236.000
recorded,1,22,rxtvml,spin-w4,candidate,4853.356589000,52747.000
recorded,1,23,rxtvml,identity,candidate,568573.014991671,1801.000
recorded,1,24,rxtvml,identity,channel,134683.677495725366,7603
recorded,1,24,rxtvml,spin-w4,channel,2755.354644279410,92910
recorded,2,25,rxtvml,identity,channel,139833.401611361478,7323
recorded,2,25,rxtvml,spin-w4,channel,2764.907278402402,92589
recorded,2,26,rxtvml,identity,candidate,560175.054704595,1828.000
recorded,2,27,rxtvml,spin-w4,candidate,4850.138304725,52782.000
recorded,2,28,rxtvml,spin-w4,accepted,5448.315491519,46987.000
recorded,2,29,rxtvml,spin-w1,candidate,1288.069757028,198747.000
recorded,2,30,rxtvml,spin-w1,accepted,1492.737482288,171497.000
recorded,2,31,rxbvml,identity,channel,127792.337451641084,8013
recorded,2,31,rxbvml,spin-w4,channel,3134.489176217063,81672
recorded,2,32,rxbvml,identity,candidate,514056.224899598,1992.000
recorded,2,33,rxbvml,spin-w4,candidate,5798.020519557,44153.000
recorded,2,34,rxbvml,spin-w4,accepted,6086.108931840,42063.000
recorded,2,35,rxbvml,spin-w1,candidate,1608.252344844,159179.000
recorded,2,36,rxbvml,spin-w1,accepted,1668.339350651,153446.000
recorded,3,37,rxbvml,spin-w1,accepted,1708.055885454,149878.000
recorded,3,38,rxbvml,spin-w1,candidate,1784.208362083,143481.000
recorded,3,39,rxbvml,spin-w4,accepted,6003.470756531,42642.000
recorded,3,40,rxbvml,spin-w4,candidate,6133.499448943,41738.000
recorded,3,41,rxbvml,identity,candidate,519006.588950836,1973.000
recorded,3,42,rxbvml,identity,channel,134825.543120474002,7595
recorded,3,42,rxbvml,spin-w4,channel,3155.118440188321,81138
recorded,3,43,rxtvml,spin-w1,accepted,1295.107428149,197667.000
recorded,3,44,rxtvml,spin-w1,candidate,1309.777798243,195453.000
recorded,3,45,rxtvml,spin-w4,accepted,5363.727790815,47728.000
recorded,3,46,rxtvml,spin-w4,candidate,4926.677187175,51962.000
recorded,3,47,rxtvml,identity,candidate,537250.786988458,1906.000
recorded,3,48,rxtvml,identity,channel,135575.268105388590,7553
recorded,3,48,rxtvml,spin-w4,channel,2751.386440823696,93044
recorded,4,49,rxtvml,identity,channel,130064.778356407973,7873
recorded,4,49,rxtvml,spin-w4,channel,2725.230739751110,93937
recorded,4,50,rxtvml,identity,candidate,522448.979591837,1960.000
recorded,4,51,rxtvml,spin-w4,candidate,4898.209092301,52264.000
recorded,4,52,rxtvml,spin-w4,accepted,5453.886959671,46939.000
recorded,4,53,rxtvml,spin-w1,candidate,1287.486735366,198837.000
recorded,4,54,rxtvml,spin-w1,accepted,1502.294520146,170406.000
recorded,4,55,rxbvml,identity,channel,127315.678229516343,8043
recorded,4,55,rxbvml,spin-w4,channel,3041.463704407746,84170
recorded,4,56,rxbvml,identity,candidate,539231.174302264,1899.000
recorded,4,57,rxbvml,spin-w4,candidate,6134.087314899,41734.000
recorded,4,58,rxbvml,spin-w4,accepted,6045.435224106,42346.000
recorded,4,59,rxbvml,spin-w1,candidate,1615.355977764,158479.000
recorded,4,60,rxbvml,spin-w1,accepted,1689.244920718,151547.000
recorded,5,61,rxbvml,spin-w1,accepted,1742.516029786,146914.000
recorded,5,62,rxbvml,spin-w1,candidate,1803.515446123,141945.000
recorded,5,63,rxbvml,spin-w4,accepted,6036.454526162,42409.000
recorded,5,64,rxbvml,spin-w4,candidate,6104.831401727,41934.000
recorded,5,65,rxbvml,identity,candidate,513540.621865597,1994.000
recorded,5,66,rxbvml,identity,channel,131602.621770980593,7781
recorded,5,66,rxbvml,spin-w4,channel,3104.347298854059,82465
recorded,5,67,rxtvml,spin-w1,accepted,1366.725571115,187309.000
recorded,5,68,rxtvml,spin-w1,candidate,1295.966304876,197536.000
recorded,5,69,rxtvml,spin-w4,accepted,5433.513742969,47115.000
recorded,5,70,rxtvml,spin-w4,candidate,4875.169012207,52511.000
recorded,5,71,rxtvml,identity,candidate,543813.064259161,1883.000
recorded,5,72,rxtvml,identity,channel,140120.415982484934,7308
recorded,5,72,rxtvml,spin-w4,channel,2761.715715888496,92696
recorded,6,73,rxtvml,identity,channel,134489.099028106109,7614
recorded,6,73,rxtvml,spin-w4,channel,2710.227934404014,94457
recorded,6,74,rxtvml,identity,candidate,544680.851063830,1880.000
recorded,6,75,rxtvml,spin-w4,candidate,4882.607617631,52431.000
recorded,6,76,rxtvml,spin-w4,accepted,5389.587149203,47499.000
recorded,6,77,rxtvml,spin-w1,candidate,1289.419207309,198539.000
recorded,6,78,rxtvml,spin-w1,accepted,1519.026399017,168529.000
recorded,6,79,rxbvml,identity,channel,125937.769032099372,8131
recorded,6,79,rxbvml,spin-w4,channel,3120.923598327380,82027
recorded,6,80,rxbvml,identity,candidate,536687.631027254,1908.000
recorded,6,81,rxbvml,spin-w4,candidate,6031.192574094,42446.000
recorded,6,82,rxbvml,spin-w4,accepted,6132.764774932,41743.000
recorded,6,83,rxbvml,spin-w1,candidate,1607.555510901,159248.000
recorded,6,84,rxbvml,spin-w1,accepted,1705.268346622,150123.000
recorded,7,85,rxbvml,spin-w1,accepted,1736.122884948,147455.000
recorded,7,86,rxbvml,spin-w1,candidate,1789.296373180,143073.000
recorded,7,87,rxbvml,spin-w4,accepted,5910.192773866,43315.000
recorded,7,88,rxbvml,spin-w4,candidate,6012.494715581,42578.000
recorded,7,89,rxbvml,identity,candidate,520060.944641950,1969.000
recorded,7,90,rxbvml,identity,channel,132488.032086945284,7729
recorded,7,90,rxbvml,spin-w4,channel,3146.083985695149,81371
recorded,7,91,rxtvml,spin-w1,accepted,1380.567434787,185431.000
recorded,7,92,rxtvml,spin-w1,candidate,1299.934495488,196933.000
recorded,7,93,rxtvml,spin-w4,accepted,5353.072789244,47823.000
recorded,7,94,rxtvml,spin-w4,candidate,4940.368211818,51818.000
recorded,7,95,rxtvml,identity,candidate,529472.595656670,1934.000
recorded,7,96,rxtvml,identity,channel,129178.756149867535,7927
recorded,7,96,rxtvml,spin-w4,channel,2753.724519980638,92965
recorded,8,97,rxtvml,identity,channel,136351.531291611172,7510
recorded,8,97,rxtvml,spin-w4,channel,2732.152957875751,93699
recorded,8,98,rxtvml,identity,candidate,533333.333333333,1920.000
recorded,8,99,rxtvml,spin-w4,candidate,4906.846584375,52172.000
recorded,8,100,rxtvml,spin-w4,accepted,5370.366485557,47669.000
recorded,8,101,rxtvml,spin-w1,candidate,1289.484155967,198529.000
