workload,vm,metric,pairs,control_median,candidate_median,min_percent,q1_percent,median_percent,q3_percent,max_percent,mean_percent,mean_95_ci_low_percent,mean_95_ci_high_percent,interval_result,favorable,total,guard_hit
Sieve,rxbvm,elapsed_ns,12,995985500.000000,1007159000.000000,0.290612,0.731969,1.134941,1.313394,2.395188,1.115666,0.758019,1.473313,clear_adverse,0,12,no
Sieve,rxtvm,elapsed_ns,12,952712000.000000,942734000.000000,-8.082190,-1.491910,-0.288481,1.130381,2.680408,-0.723607,-2.617748,1.170534,noisy_inconclusive,6,12,no
Permute,rxbvm,elapsed_ns,12,1736205500.000000,1698936500.000000,-5.079280,-3.225882,-2.460042,-0.996898,1.889600,-2.102904,-3.362995,-0.842813,clear_favorable,10,12,no
Permute,rxtvm,elapsed_ns,12,1590860000.000000,1597908500.000000,-3.698024,-0.978258,-0.246274,1.561498,3.706079,0.000219,-1.228237,1.228675,noisy_inconclusive,6,12,no
RexxCPS,rxbvm,benchmark_rate,12,45787825.500000,45124757.500000,-3.198753,-1.997693,-1.322824,0.040669,0.294556,-1.193320,-1.970142,-0.416498,clear_adverse,4,12,no
RexxCPS,rxtvm,benchmark_rate,12,45839907.500000,45713869.000000,-1.706044,-0.748118,-0.113750,0.985066,2.241948,0.048081,-0.733931,0.830092,noisy_inconclusive,6,12,no
