pair,baseline_entry,candidate_entry,baseline_mode,candidate_mode,baseline_median_ns,candidate_median_ns,delta_ns,delta_percent
runtime-interface-retained-vm,runtime-interface-retained-baseline,runtime-interface-retained-candidate,opt-retained-baseline-vm,opt-retained-candidate-vm,204432000,106384000,-98048000,-47.961
runtime-interface-stripped-vm,runtime-interface-stripped-baseline,runtime-interface-stripped-candidate,opt-stripped-baseline-vm,opt-stripped-candidate-vm,170090000,107155000,-62935000,-37.001
