entry,name,count,bytes,max_bytes,high_water,status
runtime-interface-retained-baseline,frame_blocks,4,18432,8280,0,complete
runtime-interface-retained-baseline,standalone_values,39,9984,256,0,complete
runtime-interface-retained-baseline,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-retained-baseline,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-retained-baseline,string_buffers,0,0,0,0,complete
runtime-interface-retained-baseline,binary_buffers,0,0,0,0,complete
runtime-interface-retained-baseline,value_slots,97,24832,6144,0,complete
runtime-interface-retained-baseline,frame_activations,1200006,0,0,2,complete
runtime-interface-retained-baseline,frame_reuses,1200002,0,0,0,complete
runtime-interface-retained-candidate,frame_blocks,4,18432,8280,0,complete
runtime-interface-retained-candidate,standalone_values,39,9984,256,0,complete
runtime-interface-retained-candidate,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-retained-candidate,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-retained-candidate,string_buffers,0,0,0,0,complete
runtime-interface-retained-candidate,binary_buffers,0,0,0,0,complete
runtime-interface-retained-candidate,value_slots,97,24832,6144,0,complete
runtime-interface-retained-candidate,frame_activations,1200006,0,0,2,complete
runtime-interface-retained-candidate,frame_reuses,1200002,0,0,0,complete
runtime-interface-stripped-baseline,frame_blocks,4,18432,8280,0,complete
runtime-interface-stripped-baseline,standalone_values,39,9984,256,0,complete
runtime-interface-stripped-baseline,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-stripped-baseline,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-stripped-baseline,string_buffers,0,0,0,0,complete
runtime-interface-stripped-baseline,binary_buffers,0,0,0,0,complete
runtime-interface-stripped-baseline,value_slots,97,24832,6144,0,complete
runtime-interface-stripped-baseline,frame_activations,1200006,0,0,2,complete
runtime-interface-stripped-baseline,frame_reuses,1200002,0,0,0,complete
runtime-interface-stripped-candidate,frame_blocks,4,18432,8280,0,complete
runtime-interface-stripped-candidate,standalone_values,39,9984,256,0,complete
runtime-interface-stripped-candidate,attribute_value_blocks,2,4096,2048,0,complete
runtime-interface-stripped-candidate,attribute_pointer_storage,6,384,64,0,complete
runtime-interface-stripped-candidate,string_buffers,0,0,0,0,complete
runtime-interface-stripped-candidate,binary_buffers,0,0,0,0,complete
runtime-interface-stripped-candidate,value_slots,97,24832,6144,0,complete
runtime-interface-stripped-candidate,frame_activations,1200006,0,0,2,complete
runtime-interface-stripped-candidate,frame_reuses,1200002,0,0,0,complete
