runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
crexx,shared,compile-load-first-result,compile,1,77609000,pass
crexx,shared,compile-load-first-result,assemble,1,7555000,pass
crexx,rxvm,compile-load-first-result,load_first_result,1,3428000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,1,2726000,pass
crexx,shared,compile-load-first-result,compile,2,77188000,pass
crexx,shared,compile-load-first-result,assemble,2,6772000,pass
crexx,rxvm,compile-load-first-result,load_first_result,2,2972000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,2,2689000,pass
crexx,shared,compile-load-first-result,compile,3,76480000,pass
crexx,shared,compile-load-first-result,assemble,3,7146000,pass
crexx,rxvm,compile-load-first-result,load_first_result,3,3263000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,3,2892000,pass
crexx,shared,compile-load-first-result,compile,4,76537000,pass
crexx,shared,compile-load-first-result,assemble,4,7569000,pass
crexx,rxvm,compile-load-first-result,load_first_result,4,2999000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,4,2907000,pass
crexx,shared,compile-load-first-result,compile,5,76688000,pass
crexx,shared,compile-load-first-result,assemble,5,7024000,pass
crexx,rxvm,compile-load-first-result,load_first_result,5,2886000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,5,3531000,pass
