runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,5,76480000.000000,76537000.000000,76688000.000000,77188000.000000,77609000.000000,208000.000000,0.271229,1.472199,no
crexx,shared,assemble,5,6772000.000000,7024000.000000,7146000.000000,7555000.000000,7569000.000000,374000.000000,5.233697,11.153093,yes
crexx,rxvm,load_first_result,5,2886000.000000,2972000.000000,2999000.000000,3263000.000000,3428000.000000,113000.000000,3.767923,18.072691,yes
crexx,rxbvm,load_first_result,5,2689000.000000,2726000.000000,2892000.000000,2907000.000000,3531000.000000,166000.000000,5.739972,29.114799,yes
