rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,218600,8,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R5;r2=R13;c1=int:0;c2=label@371;r3=R6;r4=R11;c3=int:3","benchmark_awfy_towers_noopt",343
2,190930,5,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R2;r2=R5;c1=int:3;r3=R3","benchmark_awfy_towers_noopt",219
3,164040,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2)","r1=R3;c1=int:18;c2=int:1;r2=R1","benchmark_awfy_towers_noopt",166
4,164040,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | RET_REG(r1)","c1=int:18;c2=int:1;r1=R1;r2=R3","benchmark_awfy_towers_noopt",168
5,163960,2,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2)","r1=R11;c1=int:18;c2=int:1;r2=R3","benchmark_awfy_towers_noopt",329
6,163960,2,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c3)","c1=int:18;c2=int:1;r1=R3;c3=string@11","benchmark_awfy_towers_noopt",331
7,163930,2,1,6,candidate,"BRF_ID_REG(c1,r1) | SETTP_REG_INT(r2,c2) | CALL1_REG_FUNC_REG(r3,c3,r2)","c1=label@454;r1=R1;r2=R12;c2=int:256;r3=R5;c3=func@11640","benchmark_awfy_towers_noopt",418
8,163820,2,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3)","r1=R4;c1=int:18;c2=int:1;r2=R1;c3=int:3","benchmark_awfy_towers_noopt",178
9,136630,5,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r4,r2)","c1=label@369;r1=R1;r2=R6;r3=R11;c2=int:2;r4=R3","benchmark_awfy_towers_noopt",357
10,109320,4,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R6;r2=R11;c1=int:2;r3=R3","benchmark_awfy_towers_noopt",360
11,109240,4,1,6,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | COPY_REG_REG(r2,r4)","c1=label@479;r1=R8;r2=R7;r3=R11;c2=int:2;r4=R12","benchmark_awfy_towers_noopt",458
12,109000,2,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | RET()","r1=R2;c1=int:1;r2=R5;c2=int:2","benchmark_awfy_towers_noopt",228
13,82050,3,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | BRF_ID_REG(c2,r3)","r1=R6;r2=R11;c1=int:3;r3=R1;c2=label@369","benchmark_awfy_towers_noopt",350
14,82050,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R1;c1=int:0;r2=R5;r3=R13;c2=label@371","benchmark_awfy_towers_noopt",340
15,82050,1,1,4,candidate,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0","benchmark_awfy_towers_noopt",335
16,82050,1,1,6,candidate,"SETOBJUNINIT_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | IEQ_REG_REG_INT(r3,r4,c2)","r1=R3;c1=string@11;r2=R1;c2=int:0;r3=R5;r4=R13","benchmark_awfy_towers_noopt",337
17,82050,2,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r1,r2,r4)","r1=R10;c1=int:256;r2=R0;r3=R8;c2=func@19056;r4=R12","benchmark_awfy_towers_noopt",694
18,82020,3,1,5,candidate,"IGETUNLINK_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R1;r2=R6;c1=label@369;r3=R11;c2=int:2","benchmark_awfy_towers_noopt",354
19,81910,1,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | IEQ_REG_REG_INT(r2,r3,c2)","r1=R17;c1=int:18;c2=int:1;r2=R4;r3=R18","benchmark_awfy_towers_noopt",787
