phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,13,rxbvml,spin-w1,accepted,1775.201270378,144209.000
recorded,1,14,rxbvml,spin-w1,candidate,1839.437247167,139173.000
recorded,1,15,rxbvml,spin-w4,accepted,5890.880640633,43457.000
recorded,1,16,rxbvml,spin-w4,candidate,6253.511493270,40937.000
recorded,1,17,rxbvml,identity,candidate,526478.149100257,1945.000
recorded,1,18,rxbvml,identity,channel,95105.414693043553,10767
recorded,1,18,rxbvml,spin-w4,channel,3243.503490567233,78927
recorded,1,19,rxtvml,spin-w1,accepted,1386.654533439,184617.000
recorded,1,20,rxtvml,spin-w1,candidate,1317.611212048,194291.000
recorded,1,21,rxtvml,spin-w4,accepted,5411.003783475,47311.000
recorded,1,22,rxtvml,spin-w4,candidate,4916.741890257,52067.000
recorded,1,23,rxtvml,identity,candidate,567627.494456763,1804.000
recorded,1,24,rxtvml,identity,channel,112342.292923752058,9115
recorded,1,24,rxtvml,spin-w4,channel,2773.264001733290,92310
recorded,2,25,rxtvml,identity,channel,117741.750028745548,8697
recorded,2,25,rxtvml,spin-w4,channel,2716.929869247750,94224
recorded,2,26,rxtvml,identity,candidate,567942.318358292,1803.000
recorded,2,27,rxtvml,spin-w4,candidate,4715.938398055,54284.000
recorded,2,28,rxtvml,spin-w4,accepted,5036.594003305,50828.000
recorded,2,29,rxtvml,spin-w1,candidate,1308.285124389,195676.000
recorded,2,30,rxtvml,spin-w1,accepted,1528.960665098,167434.000
recorded,2,31,rxbvml,identity,channel,128449.573507275461,7972
recorded,2,31,rxbvml,spin-w4,channel,3203.884710211131,79903
recorded,2,32,rxbvml,identity,candidate,564498.346196251,1814.000
recorded,2,33,rxbvml,spin-w4,candidate,6133.793367836,41736.000
recorded,2,34,rxbvml,spin-w4,accepted,6126.160620274,41788.000
recorded,2,35,rxbvml,spin-w1,candidate,1626.811893520,157363.000
recorded,2,36,rxbvml,spin-w1,accepted,1664.921534069,153761.000
recorded,3,37,rxbvml,spin-w1,accepted,1731.215299615,147873.000
recorded,3,38,rxbvml,spin-w1,candidate,1817.265441432,140871.000
recorded,3,39,rxbvml,spin-w4,accepted,5959.586553683,42956.000
recorded,3,40,rxbvml,spin-w4,candidate,5968.896453636,42889.000
recorded,3,41,rxbvml,identity,candidate,524590.163934426,1952.000
recorded,3,42,rxbvml,identity,channel,102226.215433762598,10017
recorded,3,42,rxbvml,spin-w4,channel,3263.100200119817,78453
recorded,3,43,rxtvml,spin-w1,accepted,1382.155082119,185218.000
recorded,3,44,rxtvml,spin-w1,candidate,1302.215801575,196588.000
recorded,3,45,rxtvml,spin-w4,accepted,5336.446260319,47972.000
recorded,3,46,rxtvml,spin-w4,candidate,4840.600537004,52886.000
recorded,3,47,rxtvml,identity,candidate,559257.236482796,1831.000
recorded,3,48,rxtvml,identity,channel,116961.736150770987,8755
recorded,3,48,rxtvml,spin-w4,channel,2699.880825572934,94819
recorded,4,49,rxtvml,identity,channel,110095.688635630577,9301
recorded,4,49,rxtvml,spin-w4,channel,2732.852949025887,93675
recorded,4,50,rxtvml,identity,candidate,563566.318106769,1817.000
recorded,4,51,rxtvml,spin-w4,candidate,4799.850004687,53335.000
recorded,4,52,rxtvml,spin-w4,accepted,5250.097413917,48761.000
recorded,4,53,rxtvml,spin-w1,candidate,1308.452295158,195651.000
recorded,4,54,rxtvml,spin-w1,accepted,1414.114631667,181032.000
recorded,4,55,rxbvml,identity,channel,123299.217338952440,8305
recorded,4,55,rxbvml,spin-w4,channel,3183.129414105242,80424
recorded,4,56,rxbvml,identity,candidate,538663.861125723,1901.000
recorded,4,57,rxbvml,spin-w4,candidate,6105.705018126,41928.000
recorded,4,58,rxbvml,spin-w4,accepted,6139.677666922,41696.000
recorded,4,59,rxbvml,spin-w1,candidate,1667.241951976,153547.000
recorded,4,60,rxbvml,spin-w1,accepted,1685.840911935,151853.000
recorded,5,61,rxbvml,spin-w1,accepted,1726.393590764,148286.000
recorded,5,62,rxbvml,spin-w1,candidate,1831.370809666,139786.000
recorded,5,63,rxbvml,spin-w4,accepted,5938.848420174,43106.000
recorded,5,64,rxbvml,spin-w4,candidate,6242.532127094,41009.000
recorded,5,65,rxbvml,identity,candidate,533889.468196038,1918.000
recorded,5,66,rxbvml,identity,channel,94788.484680181427,10803
recorded,5,66,rxbvml,spin-w4,channel,3193.732300360542,80157
recorded,5,67,rxtvml,spin-w1,accepted,1362.571854375,187880.000
recorded,5,68,rxtvml,spin-w1,candidate,1298.069122181,197216.000
recorded,5,69,rxtvml,spin-w4,accepted,5039.370078740,50800.000
recorded,5,70,rxtvml,spin-w4,candidate,4882.421375851,52433.000
recorded,5,71,rxtvml,identity,candidate,557127.312295974,1838.000
recorded,5,72,rxtvml,identity,channel,126654.298082869514,8085
