module,procedure,null,endlife,copies,unlink,reference_ops
arrayprepend,arrayappend(),0,0,5,1,0
objectarrayinsert,arrayprepend(),0,0,4,1,0
objectarraydelete,objectarrayinsert(),0,0,6,1,0
objectarrayappend,objectarraydelete(),0,0,4,0,0
objectarrayprepend,objectarrayappend(),0,0,5,1,0
objectarraydrop,objectarrayprepend(),0,0,4,1,0
objectarraymove,objectarraydrop(),0,0,0,0,0
arraypop,objectarraymove(),0,0,6,2,0
arrayshift,arraypop(),0,0,2,1,0
arrayget,arrayshift(),0,0,1,1,0
arrayset,arrayget(),0,0,0,0,0
arraycontains,arrayset(),0,0,5,2,0
arrayindexof,arraycontains(),0,0,3,2,0
arrayreverse,arrayindexof(),0,0,6,2,0
arrayjoin,arrayreverse(),0,0,5,4,0
arraysort,arrayjoin(),0,0,3,1,0
arraycopy,arraysort(),4,0,22,34,0
arraydrop,arraycopy(),1,0,7,2,0
arrayhi,arraydrop(),0,0,0,0,0
arraymove,arrayhi(),0,0,3,0,0
fmtmask,arraymove(),0,0,9,2,0
fmtmask,fmtmask(),29,0,47,19,0
fmtmask,readnummask(),8,0,9,0,0
compilemask,fmtnummask(),78,0,96,0,0
compilemask,compilemask(),56,2,106,40,0
runmask,readnummaskinfo(),16,0,18,5,0
runmask,runmask(),21,0,50,31,0
parseExec,fmtnummaskinfo(),18,0,22,0,0
parseExec,parseexec(),112,0,250,29,0
parseExec,_stream_next_item(),12,0,16,0,0
parseExec,_finalize_numeric(),13,0,27,1,0
parseExec,_stream_zero_span(),0,0,3,0,0
parseExec,_stream_span(),0,0,4,0,0
stem,_stream_tail(),0,0,8,0,0
stem,§rxfnsb.stem.§factory(),0,0,4,4,0
stem,§rxfnsb.stem.hash(),2,0,2,1,0
stem,§rxfnsb.stem.get(),2,0,5,10,0
stem,§rxfnsb.stem.set(),2,0,17,36,0
stem,§rxfnsb.stem.size(),0,0,0,0,0
stem,§rxfnsb.stem.key(),0,0,1,1,0
stem,§rxfnsb.stem.value(),0,0,1,4,0
stem,§rxfnsb.stem.valueat(),0,0,1,4,0
stem,§rxfnsb.stem.tails(),1,0,1,4,0
stem,§rxfnsb.stem.values(),1,0,2,9,0
stem,§rxfnsb.stem.iterator(),0,0,0,0,1
stem,§rxfnsb.stem.snapshotiterator(),0,0,0,0,1
stem,§rxfnsb.stemiterator.§factory(),2,3,15,24,1
stem,§rxfnsb.stemiterator.hasnext(),0,0,4,7,1
stem,§rxfnsb.stemiterator.next(),0,0,13,20,1
stem,§rxfnsb.stemiterator.value(),0,0,7,15,1
stem,§rxfnsb.stemiterator.index(),0,0,0,0,0
stem,§rxfnsb.stemiterator.reset(),0,0,2,2,0
rxjson,§rxfnsb.stemiterator.islive(),0,0,0,2,1
rxjson,jsonvalid(),4,0,5,0,0
rxjson,jsontype(),5,4,12,0,0
rxjson,jsonget(),5,4,12,0,0
rxjson,jsoncount(),13,14,40,0,0
rxjson,jsonmembers(),13,15,51,2,0
rxjson,jsonquote(),21,0,22,0,0
rxjson,jsonunquote(),0,2,27,0,0
rxjson,jsonarray(),4,5,8,2,0
rxjson,jsonobject(),25,5,32,3,0
rxjson,_json_find(),53,0,90,9,0
rxjson,_json_parse_path(),49,0,78,9,0
rxjson,_json_parse_value(),0,14,92,3,0
rxjson,_json_parse_object(),0,5,59,3,0
rxjson,_json_parse_array(),0,0,12,3,0
rxjson,_json_scan_string(),0,1,12,0,0
rxjson,_json_object_count(),4,2,30,0,0
rxjson,_json_object_members(),4,2,33,1,0
rxsocket,_json_unquote_binary(),0,2,34,0,0
rxsocket,socketcreate(),1,0,0,0,0
rxsocket,socketclose(),1,0,1,0,0
rxsocket,socketconnect(),1,0,3,0,0
rxsocket,socketconnecttls(),1,0,3,0,0
rxsocket,socketbind(),1,0,3,0,0
rxsocket,socketlisten(),1,0,2,0,0
rxsocket,socketaccept(),1,0,1,0,0
rxsocket,socketshutdown(),1,0,2,0,0
rxsocket,socketsend(),1,0,2,0,0
rxsocket,socketsendb(),1,0,2,0,0
rxsocket,socketrecv(),1,0,2,0,0
rxsocket,socketrecvb(),1,0,2,0,0
rxsocket,socketpending(),1,0,1,0,0
rxsocket,sockettimeout(),1,0,2,0,0
rxsocket,socketblocking(),1,0,2,0,0
rxsocket,socketnodelay(),1,0,2,0,0
rxsocket,socketkeepalive(),1,0,2,0,0
rxsocket,socketpeer(),1,0,1,0,0
rxsocket,socketlocal(),1,0,1,0,0
rxsocket,socketstatus(),1,0,1,0,0
rxhttp,socketerror(),1,0,1,0,0
rxhttp,§rxhttp.http.§factory(),0,0,10,10,0
rxhttp,§rxhttp.http.send(),10,2,36,11,0
rxhttp,§rxhttp.http.sendwithheaders(),9,1,25,10,0
rxhttp,§rxhttp.http.post(),1,1,7,0,0
rxhttp,§rxhttp.http.postwithheaders(),9,2,34,11,0
rxhttp,§rxhttp.http.buildrequest(),10,1,21,4,0
rxhttp,§rxhttp.http.buildrequestwithheaders(),9,0,15,4,0
rxhttp,§rxhttp.http.extractbody(),40,0,122,27,0
rxhttp,§rxhttp.http.header(),30,0,50,1,0
rxhttp,§rxhttp.http.status(),0,0,0,0,0
rxhttp,§rxhttp.http.httpstatus(),0,0,0,0,0
rxhttp,§rxhttp.http.error(),0,0,0,0,0
rxhttp,§rxhttp.http.lasthttp(),0,0,0,0,0
rxhttp,§rxhttp.http.lastbody(),0,0,0,0,0
rxhttp,§rxhttp.http._send(),26,0,92,22,0
rxhttp,§rxhttp.http._read_response(),3,0,22,6,0
rxhttp,§rxhttp.http._has_complete_body(),89,0,144,0,0
rxhttp,§rxhttp.http._body_start(),0,0,0,0,0
rxhttp,§rxhttp.http._content_length(),30,0,49,0,0
rxhttp,§rxhttp.http._is_chunked(),24,0,40,0,0
rxhttp,§rxhttp.http._header_value(),30,0,43,0,0
rxhttp,§rxhttp.http._decode_chunked_body(),63,0,112,12,0
rxhttp,§rxhttp.http._chunked_complete(),63,0,88,0,0
rxhttp,§rxhttp.http._byte_length(),9,0,9,0,0
rxhttp,§rxhttp.http._take_bytes(),9,0,10,0,0
rxhttp,§rxhttp.http._hex_to_int(),13,0,20,0,0
rxhttp,§rxhttp.http._hex_digit_value(),6,0,7,0,0
rxhttp,§rxhttp.http._parse_status(),5,0,14,0,0
wordrep,§rxhttp.http._set_error(),0,0,2,2,0
/Users/adrian/CLionProjects/CREXX/lib/rxfnsb/rxas/_elapsed,wordrep(),41,0,65,0,0
/Users/adrian/CLionProjects/CREXX/lib/rxfnsb/rxas/_elapsed,_elapsed(),0,0,2,0,0
