crexx-nr09-entry-metadata|1
# entry|revision|role|workload|variant|mode|source_trace|evidence_link|image_sha256|module_sha256s
sieve-noopt|nr05-6a064499f327-rxseq-schema4|historical|sieve|baseline|noopt|source=tests/benchmarks/awfy_sieve.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-noopt/rxseq|f8d05c745a5fe989b158a17f248304953bbed620b04eae1c5cac700059fc86cf|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
sieve-opt|nr05-6a064499f327-rxseq-schema4|historical|sieve|candidate|opt|source=tests/benchmarks/awfy_sieve.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/sieve-opt/rxseq|599038aaa3f6d34afe16a028976d767a419886c5ba932c6b42078c126de850ec|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
permute-noopt|nr05-6a064499f327-rxseq-schema4|historical|permute|baseline|noopt|source=tests/benchmarks/awfy_permute.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/permute-noopt/rxseq|9a5068b8312acb56e9f43c79c505135d172c2299dbf313b7c7e86b7aabf595e8|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
permute-opt|nr05-6a064499f327-rxseq-schema4|historical|permute|candidate|opt|source=tests/benchmarks/awfy_permute.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/permute-opt/rxseq|0990c68551998ecebcf0ffe4ff01efd35b6b537d9414c7fdde9c1e75bd12a839|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
mandelbrot-noopt|nr05-6a064499f327-rxseq-schema4|historical|mandelbrot|baseline|noopt|source=tests/benchmarks/awfy_mandelbrot.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-noopt/rxseq|f94f103eedd3f5c5b0ea66bb37e74564e2bcf8f6ff718d0a3ea798e86da16a49|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
mandelbrot-opt|nr05-6a064499f327-rxseq-schema4|historical|mandelbrot|candidate|opt|source=tests/benchmarks/awfy_mandelbrot.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/mandelbrot-opt/rxseq|00a6354b1cfe1476a5c609431897811f3c6abeeb648342fbd84d9ea0866cd53b|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
towers-noopt|nr05-6a064499f327-rxseq-schema4|historical|towers|baseline|noopt|source=tests/benchmarks/awfy_towers.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/towers-noopt/rxseq|c08bafa5bea0e2c0df0e23cee471bfdba0b686e71c2a9382a0620270fb46667f|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
towers-opt|nr05-6a064499f327-rxseq-schema4|historical|towers|candidate|opt|source=tests/benchmarks/awfy_towers.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/towers-opt/rxseq|275494804e183ff49b429dab66fdd6a6633dce551c2d34adc45cf44715810833|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
bounce-noopt|nr05-6a064499f327-rxseq-schema4|historical|bounce|baseline|noopt|source=tests/benchmarks/awfy_bounce.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-noopt/rxseq|1f0e3c244d65eb5ddaa42a87bd2f731f7048faa5ce242cf076d255443e4af68b|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
bounce-opt|nr05-6a064499f327-rxseq-schema4|historical|bounce|candidate|opt|source=tests/benchmarks/awfy_bounce.crexx;TRACE=Off|performance/evidence/2026-07-16-nr-05-call-census/entries/bounce-opt/rxseq|cbcea46a2e970d25b8c325336285878ffaa9bf755c3068cf4cdb00a10bc58774|ef017bc04eab57e8bb515df75f4e8cee2b52d7827c665278c095d3af96beaf6b
