rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,627780,13,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R5;r2=R16;c1=int:0;c2=label@812","benchmark_awfy_towers_opt",784
2,328010,9,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1)","r1=R25;r2=R31;c1=int:2;r3=R24","benchmark_awfy_towers_opt",225
3,300600,15,1,5,candidate,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","c1=label@812;r1=R5;r2=R6;r3=R14;c2=int:3","benchmark_awfy_towers_opt",788
4,245840,13,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1)","r1=R25;r2=R30;c1=int:2;r3=R29","benchmark_awfy_towers_opt",213
5,245620,7,1,4,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)","r1=R28;r2=R29;r3=R27;r4=R30","benchmark_awfy_towers_opt",271
6,245540,11,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3)","r1=R25;r2=R30;c1=int:2;r3=R23","benchmark_awfy_towers_opt",251
7,204890,7,1,4,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1)","r1=R31;r2=R29;r3=R25;c1=int:2","benchmark_awfy_towers_opt",222
8,190940,7,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R25;r2=R23","benchmark_awfy_towers_opt",255
9,164040,2,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | BR_ID(c1)","r1=R6;r2=R7;c1=label@874","benchmark_awfy_towers_opt",869
10,163950,2,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R14;c1=int:18;c2=int:1","benchmark_awfy_towers_opt",770
11,163870,7,1,4,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1)","r1=R6;c1=int:1;r2=R7;r3=R5","benchmark_awfy_towers_opt",101
12,163820,10,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1)","r1=R8;c1=int:0;r2=R6;c2=int:3","benchmark_awfy_towers_opt",77
13,163630,4,1,3,candidate,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1)","r1=R7;r2=R6;c1=int:1","benchmark_awfy_towers_opt",911
14,122980,2,1,4,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3)","c1=label@923;r1=R1;r2=R9;r3=R15","benchmark_awfy_towers_opt",859
