rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
12,95580,3,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","c1=int:1;r1=R2;r2=R5","benchmark_awfy_storage_noopt",217
13,95561,2,2,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3)","c1=int:1;c2=label@19;r1=R12;c3=int:512","benchmark_awfy_storage_noopt",4
14,95560,1,1,6,over_3_symbols,"GETATTRS_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | ILT_REG_REG_INT(r1,r4,c1) | BRF_ID_REG(c2,r1)","r1=R7;r2=R9;c1=int:0;r3=R3;r4=R1;c2=label@45","objectarrayappend",28
15,95560,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | INSATTRS1_REG_REG_REG(r3,r1,r4) | ICOPY_REG_REG(r5,r1) | ICOPY_REG_REG(r6,r4)","r1=R2;r2=R3;c1=int:1;r3=R9;r4=R1;r5=R4;r6=R7","objectarrayappend",54
16,95560,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | BCF_ID_REG(c1,r1) | MINATTRS_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_REG(r5,r3,r4)","r1=R7;r2=R1;c1=label@90;r3=R9;r4=R4;c2=int:0;r5=R6","objectarrayappend",65
17,95560,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | BCF_ID_REG(c1,r3) | MINATTRS_REG_REG_INT(r5,r1,c2)","r1=R4;r2=R2;r3=R7;r4=R1;c1=label@90;r5=R9;c2=int:0","objectarrayappend",62
18,95560,1,1,6,over_3_symbols,"INSATTRS1_REG_REG_REG(r1,r2,r3) | ICOPY_REG_REG(r4,r2) | ICOPY_REG_REG(r5,r3) | BCF_ID_REG(c1,r5)","r1=R9;r2=R2;r3=R1;r4=R4;r5=R7;c1=label@90","objectarrayappend",58
19,95560,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | RET()","r1=R3;r2=R11;c1=int:1;r3=R9","benchmark_awfy_storage_noopt",633
20,95560,2,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R8;r2=R11;c2=int:2","benchmark_awfy_storage_noopt",590
21,54640,4,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R2;c1=int:74755;r2=R1;r3=R0;c2=int:1","benchmark_awfy_storage_noopt",197
22,54640,4,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2)","c1=int:1;r1=R2;c2=int:74755","benchmark_awfy_storage_noopt",191
23,54630,3,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | RET_REG(r2)","r1=R1;r2=R0;c1=int:1;r3=R2","benchmark_awfy_storage_noopt",200
24,54630,3,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | SETNUMDGTS_INT(c3) | SETNUMFUZ_INT(c4)","r1=R0;c1=int:2;c2=string@944;c3=int:18;c4=int:0","benchmark_awfy_storage_noopt",181
25,54630,3,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r2,r3,c1)","c1=int:1;r1=R2;c2=int:74755;r2=R1;r3=R0","benchmark_awfy_storage_noopt",193
26,54630,3,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r1)","c1=int:1;r1=R2;c2=int:74755;r2=R1;r3=R0","benchmark_awfy_storage_noopt",195
27,54630,3,1,5,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | SETNUMDGTS_INT(c2) | SETNUMFUZ_INT(c3) | SETNUMFRM_INT(c4)","r1=R0;c1=string@944;c2=int:18;c3=int:0;c4=int:1","benchmark_awfy_storage_noopt",184
28,54610,1,1,5,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | ICOPY_REG_REG(r3,r1)","r1=R6;r2=R5;c1=int:1;r3=R4;r4=R16","benchmark_awfy_storage_noopt",392
29,54610,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | CALL_REG_FUNC_REG(r3,c2,r2)","r1=R4;r2=R6;c1=int:0;r3=R1;c2=func@18016","benchmark_awfy_storage_noopt",402
30,54610,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R5;r2=R16;c1=int:1;r3=R6;r4=R4","benchmark_awfy_storage_noopt",388
31,54610,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R4;r2=R16;c1=int:1;r3=R6;c2=int:0","benchmark_awfy_storage_noopt",398
32,54610,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R5;r2=R16;r3=R6","benchmark_awfy_storage_noopt",384
33,54610,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","c1=int:1;r1=R5;r2=R16;r3=R6","benchmark_awfy_storage_noopt",386
34,54600,1,1,7,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_INT(r2,c3) | SETTP_REG_INT(r2,c4) | BR_ID(c5)","c1=label@22;r1=R11;c2=int:256;r2=R1;c3=int:1;c4=int:0;c5=label@28","objectarrayappend",10
35,54600,1,1,9,over_3_symbols,"BRT_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2) | LOAD_REG_INT(r4,c3) | SETTP_REG_INT(r5,c4)","c1=label@548;r1=R7;r2=R13;r3=R17;c2=int:1;r4=R11;c3=int:3;r5=R16;c4=int:256","benchmark_awfy_storage_noopt",487
36,54600,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SWAP_REG_REG(r4,r5) | SETTP_REG_INT(r1,c2)","r1=R5;r2=R11;r3=R3;c1=int:3;r4=R4;r5=R7;c2=int:768","benchmark_awfy_storage_noopt",659
37,54600,1,1,9,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | ISUB_REG_REG_INT(r4,r5,c2) | LOAD_REG_INT(r6,c3)","r1=R7;r2=R9;r3=R8;c1=label@548;r4=R13;r5=R17;c2=int:1;r6=R11;c3=int:3","benchmark_awfy_storage_noopt",483
38,54600,1,1,8,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3) | SWAP_REG_REG(r5,r4)","r1=R13;r2=R17;c1=int:1;r3=R11;c2=int:3;r4=R16;c3=int:256;r5=R12","benchmark_awfy_storage_noopt",490
39,54600,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c2) | SWAP_REG_REG(r6,r1)","r1=R7;r2=R10;c1=int:2;r3=R5;r4=R11;r5=R3;c2=int:3;r6=R4","benchmark_awfy_storage_noopt",655
40,54600,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3) | SETTP_REG_INT(r4,c2) | SETTP_REG_INT(r5,c3)","r1=R3;c1=int:3;r2=R4;r3=R7;r4=R5;c2=int:768;r5=R6;c3=int:0","benchmark_awfy_storage_noopt",662
41,54600,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | LOAD_REG_INT(r2,c1)","c1=int:1;c2=label@22;r1=R11;c3=int:256;r2=R1","objectarrayappend",6
42,54600,1,1,6,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | COPY_REG_REG(r3,r4)","c1=int:1;r1=R7;r2=R10;c2=int:2;r3=R5;r4=R11","benchmark_awfy_storage_noopt",651
43,54600,1,1,6,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r2,c4)","c1=int:1;c2=label@22;r1=R11;c3=int:256;r2=R1;c4=int:0","objectarrayappend",8
44,54600,1,1,8,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | COPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c3)","c1=int:1;r1=R7;r2=R10;c2=int:2;r3=R5;r4=R11;r5=R3;c3=int:3","benchmark_awfy_storage_noopt",653
45,54600,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r5,r4)","r1=R18;r2=R14;r3=R12;c1=int:2;r4=R1;c2=int:256;r5=R13","benchmark_awfy_storage_noopt",516
46,54600,1,1,9,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | CALL_REG_FUNC_REG(r5,c3,r6)","r1=R4;r2=R7;r3=R5;c1=int:768;r4=R6;c2=int:0;r5=R8;c3=func@25576;r6=R3","benchmark_awfy_storage_noopt",665
47,54600,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | INC_REG(r5) | BR_ID(c1)","r1=R1;r2=R13;r3=R10;r4=R14;r5=R9;c1=label@483","benchmark_awfy_storage_noopt",538
48,54600,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r5,c2)","r1=R16;r2=R12;r3=R18;r4=R14;c1=int:2;r5=R1;c2=int:256","benchmark_awfy_storage_noopt",513
49,54600,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | ICOPY_REG_REG(r3,r5)","r1=R7;r2=R4;r3=R2;r4=R10;c1=int:1;r5=R8","benchmark_awfy_storage_noopt",678
50,40980,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | CALL_REG_FUNC_REG(r4,c3,r1)","r1=R7;c1=int:1;r2=R6;c2=int:256;r3=R8;r4=R2;c3=func@6032","benchmark_awfy_storage_noopt",92
51,40960,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","c1=label@477;r1=R6;r2=R7;c2=int:1;r3=R18;c3=int:256;r4=R8","benchmark_awfy_storage_noopt",418
52,40960,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r5,r4)","r1=R10;r2=R18;r3=R7;c1=int:3;r4=R1;c2=int:256;r5=R8","benchmark_awfy_storage_noopt",445
53,40960,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IMOD_REG_REG_INT(r1,r1,c2) | LINKATTR1_REG_REG_INT(r2,r3,c3) | ICOPY_REG_REG(r2,r1)","r1=R3;c1=int:13849;c2=int:65536;r2=R1;r3=R5;c3=int:1","benchmark_awfy_storage_noopt",233
54,40960,1,1,9,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c2) | SETTP_REG_INT(r6,c3)","r1=R5;r2=R8;c1=int:1;r3=R10;r4=R18;r5=R7;c2=int:3;r6=R1;c3=int:256","benchmark_awfy_storage_noopt",441
55,40960,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r5,r3)","r1=R1;r2=R11;c1=int:256;r3=R7;r4=R9;c2=int:0;r5=R3","objectarrayappend",22
56,40960,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | RET_REG(r2)","r1=R1;r2=R3;r3=R5;c1=int:1","benchmark_awfy_storage_noopt",245
57,40960,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c3)","r1=R6;r2=R17;c1=int:1;c2=label@477;r3=R7;r4=R18;c3=int:256","benchmark_awfy_storage_noopt",414
58,40960,1,1,5,over_3_symbols,"IMOD_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R3;c1=int:65536;r2=R1;r3=R5;c2=int:1","benchmark_awfy_storage_noopt",237
59,40960,1,1,9,over_3_symbols,"IMOD_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | COPY_REG_REG(r4,r5) | LOAD_REG_INT(r6,c3)","r1=R8;r2=R4;c1=int:10;r3=R5;c2=int:1;r4=R10;r5=R18;r6=R7;c3=int:3","benchmark_awfy_storage_noopt",437
60,40960,1,1,5,over_3_symbols,"IMULT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | IADD_REG_REG_INT(r1,r1,c2) | IMOD_REG_REG_INT(r1,r1,c3)","r1=R3;r2=R2;c1=int:1309;c2=int:13849;c3=int:65536","benchmark_awfy_storage_noopt",227
61,40960,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R1;r2=R5;c1=int:1;r3=R3","benchmark_awfy_storage_noopt",241
62,40960,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IADD_REG_REG_INT(r3,r3,c3)","r1=R2;r2=R5;c1=int:1;r3=R3;c2=int:1309;c3=int:13849","benchmark_awfy_storage_noopt",223
63,40960,1,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SWAP_REG_REG(r4,r1) | SETTP_REG_INT(r5,c3)","r1=R8;r2=R11;c1=int:2;r3=R4;c2=int:3;r4=R5;r5=R13;c3=int:256","benchmark_awfy_storage_noopt",596
64,40960,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SWAP_REG_REG(r4,r5)","r1=R7;c1=int:3;r2=R1;c2=int:256;r3=R8;r4=R9;r5=R5","benchmark_awfy_storage_noopt",448
65,40960,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | SWAP_REG_REG(r2,r3) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r5,r4)","r1=R4;c1=int:3;r2=R5;r3=R8;r4=R13;c2=int:256;r5=R6","benchmark_awfy_storage_noopt",600
66,40960,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r1,c2)","c1=int:1;r1=R2;r2=R5;r3=R3;c2=int:1309","benchmark_awfy_storage_noopt",219
67,40960,1,1,6,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LOAD_REG_INT(r3,c3)","c1=int:1;r1=R8;r2=R11;c2=int:2;r3=R4;c3=int:3","benchmark_awfy_storage_noopt",592
68,40960,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | IMULT_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","c1=int:1;r1=R2;r2=R5;r3=R3;c2=int:1309","benchmark_awfy_storage_noopt",221
69,40960,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | LOAD_REG_INT(r3,c3) | SWAP_REG_REG(r4,r1)","c1=int:1;r1=R8;r2=R11;c2=int:2;r3=R4;c3=int:3;r4=R5","benchmark_awfy_storage_noopt",594
70,40960,1,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r4,r2) | ILT_REG_REG_INT(r2,r1,c2)","r1=R1;c1=int:256;r2=R7;r3=R9;c2=int:0;r4=R3","objectarrayappend",25
71,40960,1,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c2)","r1=R1;c1=int:256;r2=R8;r3=R9;r4=R5;r5=R10;c2=int:768","benchmark_awfy_storage_noopt",451
72,40960,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | IMOD_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2) | COPY_REG_REG(r5,r1)","r1=R18;r2=R8;r3=R4;c1=int:10;r4=R5;c2=int:1;r5=R10","benchmark_awfy_storage_noopt",434
73,40960,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | ICOPY_REG_REG(r3,r5) | UNLINK_REG(r3)","r1=R12;r2=R7;r3=R3;r4=R11;c1=int:1;r5=R9","benchmark_awfy_storage_noopt",630
74,40960,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SWAP_REG_REG(r4,r3) | SETTP_REG_INT(r5,c1)","r1=R5;r2=R8;r3=R13;c1=int:256;r4=R6;r5=R12","benchmark_awfy_storage_noopt",603
75,40960,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | ENDLIFE_REG(r3) | BR_ID(c1)","r1=R1;r2=R8;r3=R5;r4=R9;c1=label@552","benchmark_awfy_storage_noopt",467
76,40960,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1) | ICOPY_REG_REG(r5,r7)","r1=R13;r2=R6;r3=R12;r4=R7;r5=R3;r6=R11;c1=int:1;r7=R9","benchmark_awfy_storage_noopt",627
77,40960,1,1,9,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SETTP_REG_INT(r5,c1) | CALL_REG_FUNC_REG(r6,c2,r7)","r1=R8;r2=R1;r3=R9;r4=R5;r5=R10;c1=int:768;r6=R4;c2=func@19968;r7=R7","benchmark_awfy_storage_noopt",454
78,40960,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6)","r1=R8;r2=R5;r3=R13;r4=R6;r5=R12;r6=R7","benchmark_awfy_storage_noopt",622
79,40960,1,1,7,over_3_symbols,"UNLINK_REG(r1) | IADD_REG_REG_INT(r2,r2,c1) | IMOD_REG_REG_INT(r2,r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3)","r1=R2;r2=R3;c1=int:13849;c2=int:65536;r3=R1;r4=R5;c3=int:1","benchmark_awfy_storage_noopt",231
80,40960,1,1,8,over_3_symbols,"UNLINK_REG(r1) | SWAP_REG_REG(r2,r3) | SWAP_REG_REG(r4,r5) | LINKATTR1_REG_REG_INT(r6,r7,c1)","r1=R8;r2=R13;r3=R6;r4=R12;r5=R7;r6=R3;r7=R11;c1=int:1","benchmark_awfy_storage_noopt",625
81,13650,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | ISUB_REG_REG_INT(r4,r5,c3)","r1=R8;c1=int:4;r2=R7;r3=R9;c2=label@548;r4=R13;r5=R17;c3=int:1","benchmark_awfy_storage_noopt",480
82,13650,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R9;c1=int:1;r2=R8;c2=int:4;r3=R7;c3=label@548","benchmark_awfy_storage_noopt",477
83,10,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r1,c2)","r1=R3;r2=R4;r3=R5;c1=int:7;c2=int:3","benchmark_awfy_storage_noopt",312
84,10,1,1,8,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_INT(r4,c2) | CALL_REG_FUNC_REG(r5,c3,r4)","r1=R4;r2=R5;r3=R1;c1=label@137;r4=R3;c2=int:0;r5=R6;c3=func@5440","benchmark_awfy_storage_noopt",78
85,10,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r4,c2)","r1=R3;r2=R8;c1=int:1;r3=R4;r4=R5;c2=int:7","benchmark_awfy_storage_noopt",308
86,10,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R5;c1=int:7;r2=R3;c2=int:3;r3=R8;c3=int:256;r4=R4","benchmark_awfy_storage_noopt",317
87,10,1,1,3,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | RET_REG(r1)","c1=int:1;r1=R1;r2=R3","benchmark_awfy_storage_noopt",701
88,10,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c2) | CALL_REG_FUNC_REG(r2,c3,r1)","c1=int:1;r1=R3;c2=int:0;r2=R0;c3=func@9784","benchmark_awfy_storage_noopt",294
89,10,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r2,r4)","r1=R0;r2=R6;r3=R5;c1=int:1;r4=R1;c2=int:256","benchmark_awfy_storage_noopt",342
90,10,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | SETTP_REG_INT(r6,c2)","r1=R8;r2=R4;r3=R0;r4=R6;r5=R5;c1=int:1;r6=R1;c2=int:256","benchmark_awfy_storage_noopt",339
91,10,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r1,c2) | SETTP_REG_INT(r3,c3)","r1=R3;r2=R5;c1=int:7;c2=int:3;r3=R8;c3=int:256","benchmark_awfy_storage_noopt",315
