workload,program_static_instructions,program_max_locals,program_rxbin_bytes,program_rxbin_sha256,shared_static_instructions,shared_rxbin_bytes,shared_rxbin_sha256,module_set_static_instructions,module_set_rxbin_bytes
SLC-C0-current,1402,105,77438,9b535403baddc5b7076d5eb23027a296d982660546bcecc74d3784bb2fa23741,54224,859969,d4b35ddefa1b7d6711788b38dc33d0b66ff8a1af43690f2367c98a8ee5f7fcf1,55626,937407
CF-COMB1,2172,109,113938,209cefdb8ca88768ffe46e38a0d7c7b646182db0afdf1991e7a4f1395caeec15,54224,859969,d4b35ddefa1b7d6711788b38dc33d0b66ff8a1af43690f2367c98a8ee5f7fcf1,56396,973907
