rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,319760,2,2,3,candidate,"UNLINK_REG(r1) | IADD_REG_REG_INT(r2,r2,c1)","r1=R3;r2=R2;c1=int:13849","benchmark_awfy_storage_opt",439
2,278800,1,1,6,candidate,"BCF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c2)","c1=label@81;r1=R7;r2=R6;r3=R9;r4=R4;c2=int:0","objectarrayappend",62
3,278800,1,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1)","r1=R6;r2=R10","objectarrayappend",70
4,278800,1,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BR_ID(c2)","r1=R4;c1=int:1;c2=label@62","objectarrayappend",75
5,278800,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | COPY_REG_REG(r1,r4)","r1=R6;r2=R9;r3=R4;c1=int:0;r4=R10","objectarrayappend",65
6,150160,2,2,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R6;r2=R25;c1=int:1;c2=label@493","benchmark_awfy_storage_opt",421
7,109240,7,1,4,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1)","r1=R6;c1=int:1;r2=R8;r3=R5","benchmark_awfy_storage_opt",80
8,109210,4,1,4,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)","r1=R1;r2=R10;c1=int:1;r3=R0","benchmark_awfy_storage_opt",261
9,95580,5,1,4,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1)","r1=R10;r2=R25;r3=R1;c1=int:1","benchmark_awfy_storage_opt",250
10,95570,3,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)","r1=R25;c1=int:18;c2=int:1","benchmark_awfy_storage_opt",221
