-- Install configuration: "Release"
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/sieveEratosthenes.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/README.md
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/caesar.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exposeVars.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/strings1.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/stems.rxpp
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/ooBank.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/gausssqr.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/gcd.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/fibonacci.crexx
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions/array-formatting
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions/array-formatting/array_formatting_example.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions/array-formatting/README.md
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions/array-formatting/arrayformat.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions/array-formatting/arraydump.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/functions/README.md
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/factorial.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/MonteCarlo.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/hello.crexx
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exits
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exits/pprint
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exits/pprint/README.md
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exits/pprint/pprint_example.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exits/pprint/Pprint.crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/examples/exits/README.md
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/lib/cmake/CREXX/CREXXTargets.cmake
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/lib/cmake/CREXX/CREXXConfig.cmake
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/lib/cmake/CREXX/CREXXConfigVersion.cmake
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/lib/cmake/CREXX/CrexxOperationContract.cmake
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/lib/cmake/CREXX/RXPluginFunction.cmake
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxprecomp.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxfnsc.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_rxmath_static.a
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxpp-sh
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_treemap.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_strings.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvm
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_cipher.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_keyaccess.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx-contract
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxpashim.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_getpi.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/messages
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/messages/diagnostics.en_GB.msg
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/messages/diagnostics.nl_NL.msg
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/messages/diagnostics.de_DE.msg
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/messages/diagnostics.en_US.msg
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_id_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/library.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/exittestsupport.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxvmref.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxpa.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxfnsg.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexxsaa
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxc
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxdb
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxbin.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxas
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_map.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxbvm
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/libplatform.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/libavl_tree.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx_native_libs_argv
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvm_db_decimal_manual.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxlink
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_rxtcp_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_llist_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx_native_cflags
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxclib.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_system.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxbvme
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxcpack
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_recv390.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rexxscript
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx_native_ldflags
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/maclib.rexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvm_mc_decimal.rxvmplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_stack_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx_native_ldflags_argv
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_id.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx_native_cflags_argv
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxvmplugin.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxpp
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/macsys.rexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/mathlib.rexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxprecomp_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxbvml.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxas_test_flatten
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_treemap_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/address_argv_fixture
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_rxmath.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxvml.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_cipher_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rexxscript.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_keyaccess_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxfnsl.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/crexx_native_libs
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_system_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_llist.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvme
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/classlib.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvm_mc_decimal.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvm_db_decimal.rxvmplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_recv390_static.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_stack.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxseq
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/libdecnumber.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxvm_mc_decimal_manual.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/syslib.rexx
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_arrays.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/classlib_native.rxbin
-- Up-to-date: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/libcrexxsaa.dylib
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxcexits.rxbin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rx_rxtcp.rxplugin
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/librxaslib.a
-- Installing: /tmp/crexx-perf3-03-closeout.VNMmVS/install/bin/rxdas
