cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxtvm-clang-r2-inline,Sieve,crexx,rxtvm-clang-r2-inline,clang-r2-inline,A,no,no,5500,elapsed_ns,6,995442000.000000,999484250.000000,1000728000.000000,1004335000.000000,1013060000.000000,3111500.000000,0.310924,1.760518,no
sieve-rxbvm-clang-r2-inline,Sieve,crexx,rxbvm-clang-r2-inline,clang-r2-inline,A,no,no,5500,elapsed_ns,6,1031265000.000000,1031691000.000000,1033589000.000000,1035008500.000000,1035033000.000000,1441000.000000,0.139417,0.364555,no
sieve-rxtvm-clang-r3-inline,Sieve,crexx,rxtvm-clang-r3-inline,clang-r3-inline,A,no,no,5500,elapsed_ns,6,984681000.000000,996179750.000000,997072500.000000,1000340500.000000,1006308000.000000,2489000.000000,0.249631,2.169050,no
sieve-rxbvm-clang-r3-inline,Sieve,crexx,rxbvm-clang-r3-inline,clang-r3-inline,A,no,no,5500,elapsed_ns,6,1033055000.000000,1033901500.000000,1035572500.000000,1038202000.000000,1038945000.000000,2222000.000000,0.214567,0.568768,no
sieve-rxtvm-clang-r3-profile30,Sieve,crexx,rxtvm-clang-r3-profile30,clang-r3-profile30,A,no,no,5500,elapsed_ns,6,1008605000.000000,1012633250.000000,1014606500.000000,1016384000.000000,1022716000.000000,2278000.000000,0.224521,1.390785,no
sieve-rxbvm-clang-r3-profile30,Sieve,crexx,rxbvm-clang-r3-profile30,clang-r3-profile30,A,no,no,5500,elapsed_ns,6,1018475000.000000,1020665500.000000,1022819000.000000,1024736250.000000,1026318000.000000,2173500.000000,0.212501,0.766802,no
sieve-rxtvm-gcc-r2-inline,Sieve,crexx,rxtvm-gcc-r2-inline,gcc-r2-inline,A,no,no,5500,elapsed_ns,6,1244292000.000000,1246018500.000000,1247121500.000000,1248142750.000000,1249607000.000000,1219000.000000,0.097745,0.426181,no
sieve-rxbvm-gcc-r2-inline,Sieve,crexx,rxbvm-gcc-r2-inline,gcc-r2-inline,A,no,no,5500,elapsed_ns,6,1902950000.000000,1954860000.000000,2007211000.000000,2069600750.000000,2180137000.000000,59478500.000000,2.963241,13.809560,yes
sieve-rxtvm-gcc-r3-inline,Sieve,crexx,rxtvm-gcc-r3-inline,gcc-r3-inline,A,no,no,5500,elapsed_ns,6,1244009000.000000,1244298750.000000,1244904000.000000,1247792250.000000,1252455000.000000,834000.000000,0.066993,0.678446,no
sieve-rxbvm-gcc-r3-inline,Sieve,crexx,rxbvm-gcc-r3-inline,gcc-r3-inline,A,no,no,5500,elapsed_ns,6,1932206000.000000,1945343000.000000,1957629500.000000,1975001750.000000,2043478000.000000,16821000.000000,0.859254,5.684017,no
sieve-rxtvm-gcc-r3-profile30,Sieve,crexx,rxtvm-gcc-r3-profile30,gcc-r3-profile30,A,no,no,5500,elapsed_ns,6,1051504000.000000,1052123500.000000,1053435500.000000,1054935000.000000,1060819000.000000,1506500.000000,0.143008,0.884250,no
sieve-rxbvm-gcc-r3-profile30,Sieve,crexx,rxbvm-gcc-r3-profile30,gcc-r3-profile30,A,no,no,5500,elapsed_ns,6,1434234000.000000,1437458000.000000,1445090000.000000,1461211250.000000,1482525000.000000,10425500.000000,0.721443,3.341730,no
permute-rxtvm-clang-r2-inline,Permute,crexx,rxtvm-clang-r2-inline,clang-r2-inline,A,no,no,5000,elapsed_ns,6,1770668000.000000,1772319500.000000,1775085500.000000,1778956250.000000,1781189000.000000,3672000.000000,0.206863,0.592704,no
permute-rxbvm-clang-r2-inline,Permute,crexx,rxbvm-clang-r2-inline,clang-r2-inline,A,no,no,5000,elapsed_ns,6,1764024000.000000,1775842000.000000,1782103500.000000,1793684000.000000,1816300000.000000,11722500.000000,0.657790,2.933387,no
permute-rxtvm-clang-r3-inline,Permute,crexx,rxtvm-clang-r3-inline,clang-r3-inline,A,no,no,5000,elapsed_ns,6,1759168000.000000,1766463750.000000,1778168000.000000,1789371250.000000,1815663000.000000,14456000.000000,0.812972,3.177146,no
permute-rxbvm-clang-r3-inline,Permute,crexx,rxbvm-clang-r3-inline,clang-r3-inline,A,no,no,5000,elapsed_ns,6,1770312000.000000,1783773500.000000,1795174500.000000,1801618750.000000,1802694000.000000,7345000.000000,0.409152,1.803836,no
permute-rxtvm-clang-r3-profile30,Permute,crexx,rxtvm-clang-r3-profile30,clang-r3-profile30,A,no,no,5000,elapsed_ns,6,1787854000.000000,1788167750.000000,1790352000.000000,1794730750.000000,1809047000.000000,2494500.000000,0.139330,1.183734,no
permute-rxbvm-clang-r3-profile30,Permute,crexx,rxbvm-clang-r3-profile30,clang-r3-profile30,A,no,no,5000,elapsed_ns,6,1752617000.000000,1755890250.000000,1760419500.000000,1766340000.000000,1781684000.000000,6083000.000000,0.345543,1.651141,no
permute-rxtvm-gcc-r2-inline,Permute,crexx,rxtvm-gcc-r2-inline,gcc-r2-inline,A,no,no,5000,elapsed_ns,6,2277440000.000000,2280048750.000000,2284210500.000000,2293339500.000000,2303275000.000000,5655500.000000,0.247591,1.131025,no
permute-rxbvm-gcc-r2-inline,Permute,crexx,rxbvm-gcc-r2-inline,gcc-r2-inline,A,no,no,5000,elapsed_ns,6,3029530000.000000,3048218000.000000,3075416000.000000,3093435500.000000,3149655000.000000,25681000.000000,0.835042,3.905976,no
permute-rxtvm-gcc-r3-inline,Permute,crexx,rxtvm-gcc-r3-inline,gcc-r3-inline,A,no,no,5000,elapsed_ns,6,2285893000.000000,2288928000.000000,2290868000.000000,2292706750.000000,2296590000.000000,2063500.000000,0.090075,0.466941,no
permute-rxbvm-gcc-r3-inline,Permute,crexx,rxbvm-gcc-r3-inline,gcc-r3-inline,A,no,no,5000,elapsed_ns,6,2951597000.000000,3000067250.000000,3083424000.000000,3196651750.000000,3248682000.000000,113951500.000000,3.695616,9.634906,yes
permute-rxtvm-gcc-r3-profile30,Permute,crexx,rxtvm-gcc-r3-profile30,gcc-r3-profile30,A,no,no,5000,elapsed_ns,6,2143988000.000000,2184341000.000000,2201335000.000000,2229487500.000000,2245837000.000000,26693000.000000,1.212582,4.626692,no
permute-rxbvm-gcc-r3-profile30,Permute,crexx,rxbvm-gcc-r3-profile30,gcc-r3-profile30,A,no,no,5000,elapsed_ns,6,2712028000.000000,2726574750.000000,2754555500.000000,2768675500.000000,2775047000.000000,17547500.000000,0.637036,2.287810,no
bounce-rxtvm-clang-r2-inline,Bounce,crexx,rxtvm-clang-r2-inline,clang-r2-inline,A,no,no,4200,elapsed_ns,6,1067434000.000000,1079506750.000000,1088748000.000000,1092693500.000000,1112299000.000000,8088500.000000,0.742918,4.120788,no
bounce-rxbvm-clang-r2-inline,Bounce,crexx,rxbvm-clang-r2-inline,clang-r2-inline,A,no,no,4200,elapsed_ns,6,1089624000.000000,1091819250.000000,1093740000.000000,1095971250.000000,1097759000.000000,2592000.000000,0.236985,0.743778,no
bounce-rxtvm-clang-r3-inline,Bounce,crexx,rxtvm-clang-r3-inline,clang-r3-inline,A,no,no,4200,elapsed_ns,6,1057948000.000000,1082991250.000000,1088748000.000000,1091322500.000000,1106451000.000000,4887500.000000,0.448910,4.454934,no
bounce-rxbvm-clang-r3-inline,Bounce,crexx,rxbvm-clang-r3-inline,clang-r3-inline,A,no,no,4200,elapsed_ns,6,1085093000.000000,1092244000.000000,1096845000.000000,1101869000.000000,1103755000.000000,5944000.000000,0.541918,1.701425,no
bounce-rxtvm-clang-r3-profile30,Bounce,crexx,rxtvm-clang-r3-profile30,clang-r3-profile30,A,no,no,4200,elapsed_ns,6,1084850000.000000,1087569750.000000,1090500000.000000,1093833750.000000,1121168000.000000,3769000.000000,0.345621,3.330399,no
bounce-rxbvm-clang-r3-profile30,Bounce,crexx,rxbvm-clang-r3-profile30,clang-r3-profile30,A,no,no,4200,elapsed_ns,6,1083653000.000000,1085847750.000000,1094043000.000000,1100457750.000000,1134055000.000000,7617000.000000,0.696225,4.606949,no
bounce-rxtvm-gcc-r2-inline,Bounce,crexx,rxtvm-gcc-r2-inline,gcc-r2-inline,A,no,no,4200,elapsed_ns,6,1246814000.000000,1250490750.000000,1252340000.000000,1254562000.000000,1259441000.000000,2302500.000000,0.183856,1.008273,no
bounce-rxbvm-gcc-r2-inline,Bounce,crexx,rxbvm-gcc-r2-inline,gcc-r2-inline,A,no,no,4200,elapsed_ns,6,1867268000.000000,1920298500.000000,1969295000.000000,1996482250.000000,2049129000.000000,48505500.000000,2.463090,9.234828,no
bounce-rxtvm-gcc-r3-inline,Bounce,crexx,rxtvm-gcc-r3-inline,gcc-r3-inline,A,no,no,4200,elapsed_ns,6,1247742000.000000,1252824000.000000,1253926000.000000,1254783500.000000,1257834000.000000,1174000.000000,0.093626,0.804832,no
