comparison,compiler,engine,workload,candidate,baseline,ratio_higher_is_better,percent
r3_profile30_vs_r3_inline,clang,rxtvm,Sieve,rxtvm-clang-r3-profile30,rxtvm-clang-r3-inline,0.9827184233493478,-1.728157665065222
r3_profile30_vs_r3_inline,clang,rxtvm,Permute,rxtvm-clang-r3-profile30,rxtvm-clang-r3-inline,0.9931946343512337,-0.6805365648766326
r3_profile30_vs_r3_inline,clang,rxtvm,Bounce,rxtvm-clang-r3-profile30,rxtvm-clang-r3-inline,0.9983933975240715,-0.16066024759284758
r3_inline_vs_r2_inline,clang,rxtvm,Sieve,rxtvm-clang-r3-inline,rxtvm-clang-r2-inline,1.0036662328968053,0.36662328968053437
r3_inline_vs_r2_inline,clang,rxtvm,Permute,rxtvm-clang-r3-inline,rxtvm-clang-r2-inline,0.9982664742589001,-0.17335257410998617
r3_inline_vs_r2_inline,clang,rxtvm,Bounce,rxtvm-clang-r3-inline,rxtvm-clang-r2-inline,1.0,0.0
r3_profile30_vs_r2_inline,clang,rxtvm,Sieve,rxtvm-clang-r3-profile30,rxtvm-clang-r2-inline,0.9863212979613278,-1.3678702038672164
r3_profile30_vs_r2_inline,clang,rxtvm,Permute,rxtvm-clang-r3-profile30,rxtvm-clang-r2-inline,0.9914729058866636,-0.8527094113336409
r3_profile30_vs_r2_inline,clang,rxtvm,Bounce,rxtvm-clang-r3-profile30,rxtvm-clang-r2-inline,0.9983933975240715,-0.16066024759284758
r3_profile30_vs_r3_inline,clang,rxbvm,Sieve,rxbvm-clang-r3-profile30,rxbvm-clang-r3-inline,1.0124689705607737,1.2468970560773673
r3_profile30_vs_r3_inline,clang,rxbvm,Permute,rxbvm-clang-r3-profile30,rxbvm-clang-r3-inline,1.0197424534322643,1.9742453432264329
r3_profile30_vs_r3_inline,clang,rxbvm,Bounce,rxbvm-clang-r3-profile30,rxbvm-clang-r3-inline,1.0025611424779466,0.25611424779465874
r3_inline_vs_r2_inline,clang,rxbvm,Sieve,rxbvm-clang-r3-inline,rxbvm-clang-r2-inline,0.9980846343447707,-0.19153656552293175
r3_inline_vs_r2_inline,clang,rxbvm,Permute,rxbvm-clang-r3-inline,rxbvm-clang-r2-inline,0.9927188136863575,-0.7281186313642496
r3_inline_vs_r2_inline,clang,rxbvm,Bounce,rxbvm-clang-r3-inline,rxbvm-clang-r2-inline,0.997169153344365,-0.2830846655635044
r3_profile30_vs_r2_inline,clang,rxbvm,Sieve,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,1.0105297222675762,1.0529722267576203
r3_profile30_vs_r2_inline,clang,rxbvm,Permute,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,1.0123175186368931,1.231751863689312
r3_profile30_vs_r2_inline,clang,rxbvm,Bounce,rxbvm-clang-r3-profile30,rxbvm-clang-r2-inline,0.9997230456206931,-0.027695437930685962
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Sieve,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.0328370945951348,3.283709459513484
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Permute,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.0039536123752912,0.3953612375291238
rxtvm_vs_rxbvm_r2-inline,clang,rxtvm,Bounce,rxtvm-clang-r2-inline,rxbvm-clang-r2-inline,1.004585083049521,0.4585083049521099
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Sieve,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.0386130396736446,3.86130396736446
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Permute,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.0095640569395017,0.9564056939501686
rxtvm_vs_rxbvm_r3-inline,clang,rxtvm,Bounce,rxtvm-clang-r3-inline,rxbvm-clang-r3-inline,1.0074369826626548,0.7436982662654801
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Sieve,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.0080942710301974,0.8094271030197442
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Permute,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,0.9832812206761575,-1.671877932384247
rxtvm_vs_rxbvm_r3-profile30,clang,rxtvm,Bounce,rxtvm-clang-r3-profile30,rxbvm-clang-r3-profile30,1.0032489683631363,0.3248968363136262
r3_profile30_vs_r3_inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,1.1817562631978893,18.17562631978893
r3_profile30_vs_r3_inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,1.0406721375892356,4.06721375892356
r3_profile30_vs_r3_inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-profile30,rxtvm-gcc-r3-inline,0.9154822737132298,-8.451772628677023
r3_inline_vs_r2_inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,1.001781261848303,0.1781261848303073
r3_inline_vs_r2_inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,0.9970938962873461,-0.29061037126538736
r3_inline_vs_r2_inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-inline,rxtvm-gcc-r2-inline,0.9987351725699921,-0.12648274300078866
r3_profile30_vs_r2_inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,1.183861280543517,18.38612805435169
