comparison,compiler,engine,workload,candidate,baseline,ratio_higher_is_better,percent
r3_profile30_vs_r2_inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,1.037647836426532,3.764783642653202
r3_profile30_vs_r2_inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-profile30,rxtvm-gcc-r2-inline,0.9143243466217513,-8.567565337824867
r3_profile30_vs_r3_inline,gcc,rxbvm,Sieve,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.3546765253375221,35.467652533752215
r3_profile30_vs_r3_inline,gcc,rxbvm,Permute,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.119390769218482,11.93907692184819
r3_profile30_vs_r3_inline,gcc,rxbvm,Bounce,rxbvm-gcc-r3-profile30,rxbvm-gcc-r3-inline,1.0370523762646455,3.7052376264645526
r3_inline_vs_r2_inline,gcc,rxbvm,Sieve,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.025327315510928,2.532731551092793
r3_inline_vs_r2_inline,gcc,rxbvm,Permute,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,0.9974028871799662,-0.2597112820033831
r3_inline_vs_r2_inline,gcc,rxbvm,Bounce,rxbvm-gcc-r3-inline,rxbvm-gcc-r2-inline,1.0082836861712259,0.8283686171225879
r3_profile30_vs_r2_inline,gcc,rxbvm,Sieve,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.3889868451099932,38.89868451099932
r3_profile30_vs_r2_inline,gcc,rxbvm,Permute,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.116483585101117,11.6483585101117
r3_profile30_vs_r2_inline,gcc,rxbvm,Bounce,rxbvm-gcc-r3-profile30,rxbvm-gcc-r2-inline,1.045642992692746,4.5642992692745965
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Sieve,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.6094750992585727,60.94750992585727
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Permute,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.3463802920089896,34.638029200898956
rxtvm_vs_rxbvm_r2-inline,gcc,rxtvm,Bounce,rxtvm-gcc-r2-inline,rxbvm-gcc-r2-inline,1.5724922944248367,57.249229442483674
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Sieve,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.5725144268152405,57.25144268152405
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Permute,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.3459631894984783,34.59631894984783
rxtvm_vs_rxbvm_r3-inline,gcc,rxtvm,Bounce,rxtvm-gcc-r3-inline,rxbvm-gcc-r3-inline,1.5576006877598838,55.76006877598838
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Sieve,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.371787831338511,37.1787831338511
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Permute,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.2513113633317965,25.131136333179647
rxtvm_vs_rxbvm_r3-profile30,gcc,rxtvm,Bounce,rxtvm-gcc-r3-profile30,rxbvm-gcc-r3-profile30,1.3750084873281454,37.50084873281454
