handler,file,line,callee,decision,all_inline_count,profile30_count,delta
RET,rxvmhandlers_control.inc,2486,interrupt_to_string,inlined,2,2,0
RET,rxvmhandlers_control.inc,2486,print_runtime_panic_location,inlined,1,1,0
RET,rxvmhandlers_control.inc,2486,rxsignal_handler_payload,inlined,1,1,0
RET,rxvmhandlers_control.inc,2486,rxsignal_read_handler_action,inlined,1,1,0
RET,rxvmhandlers_control.inc,2486,value_free,inlined,1,1,0
RET,rxvmhandlers_control.inc,2486,value_zero,inlined,2,2,0
RET_INT,rxvmhandlers_core.inc,105,copy_value,not inlined,1,1,0
RET_INT,rxvmhandlers_core.inc,105,free_frame,inlined,3,3,0
RET_INT,rxvmhandlers_core.inc,105,interrupt_to_string,inlined,2,2,0
RET_INT,rxvmhandlers_core.inc,105,print_runtime_panic_location,inlined,1,1,0
RET_INT,rxvmhandlers_core.inc,105,rxsignal_handler_payload,inlined,1,1,0
RET_INT,rxvmhandlers_core.inc,105,rxsignal_read_handler_action,inlined,1,1,0
RET_INT,rxvmhandlers_core.inc,105,value_free,inlined,1,1,0
RET_INT,rxvmhandlers_core.inc,105,value_zero,inlined,2,2,0
RET_REG,rxvmhandlers_control.inc,2539,copy_value,not inlined,2,2,0
RET_REG,rxvmhandlers_control.inc,2539,free_frame,inlined,3,3,0
RET_REG,rxvmhandlers_control.inc,2539,interrupt_to_string,inlined,2,2,0
RET_REG,rxvmhandlers_control.inc,2539,move_value,inlined,1,1,0
RET_REG,rxvmhandlers_control.inc,2539,print_runtime_panic_location,inlined,1,1,0
RET_REG,rxvmhandlers_control.inc,2539,rxsignal_handler_payload,inlined,1,1,0
RET_REG,rxvmhandlers_control.inc,2539,rxsignal_read_handler_action,inlined,1,1,0
RET_REG,rxvmhandlers_control.inc,2539,value_free,inlined,1,1,0
RET_REG,rxvmhandlers_control.inc,2539,value_zero,inlined,2,2,0
RET_STRING,rxvmhandlers_control.inc,2693,copy_value,not inlined,1,1,0
RET_STRING,rxvmhandlers_control.inc,2693,free_frame,inlined,3,3,0
RET_STRING,rxvmhandlers_control.inc,2693,interrupt_to_string,inlined,2,2,0
RET_STRING,rxvmhandlers_control.inc,2693,print_runtime_panic_location,inlined,1,1,0
RET_STRING,rxvmhandlers_control.inc,2693,rxsignal_handler_payload,inlined,1,1,0
RET_STRING,rxvmhandlers_control.inc,2693,rxsignal_read_handler_action,inlined,1,1,0
RET_STRING,rxvmhandlers_control.inc,2693,set_const_string,inlined,1,1,0
RET_STRING,rxvmhandlers_control.inc,2693,value_free,inlined,1,1,0
RET_STRING,rxvmhandlers_control.inc,2693,value_zero,inlined,2,2,0
RGT_REG_REG_STRING,rxvmhandlers_numeric.inc,1712,rxvm_loose_compare_value_const,inlined,1,1,0
RGT_REG_REG_STRING,rxvmhandlers_numeric.inc,1712,set_int,inlined,1,1,0
RLT_REG_REG_STRING,rxvmhandlers_numeric.inc,1762,rxvm_loose_compare_value_const,inlined,1,1,0
RLT_REG_REG_STRING,rxvmhandlers_numeric.inc,1762,set_int,inlined,1,1,0
RNE_REG_REG_STRING,rxvmhandlers_numeric.inc,1687,rxvm_loose_compare_value_const,inlined,1,1,0
RNE_REG_REG_STRING,rxvmhandlers_numeric.inc,1687,set_int,inlined,1,1,0
SCONCAT_REG_REG_STRING,rxvmhandlers_control.inc,1028,string_sconcat_var_const,inlined,1,1,0
SCONCAT_REG_STRING_REG,rxvmhandlers_control.inc,1048,string_sconcat_const_var,inlined,1,1,0
SCOPY_REG_REG,rxvmhandlers_numeric.inc,1822,copy_string_value,inlined,1,1,0
SEQ_REG_REG_STRING,rxvmhandlers_numeric.inc,1427,set_int,inlined,1,1,0
SEQ_REG_REG_STRING,rxvmhandlers_numeric.inc,1427,string_cmp_const,inlined,1,1,0
SETATTRS_REG_INT,rxvmhandlers_control.inc,3241,set_num_attributes,inlined,1,1,0
SETLINKATTR1_REG_REG_INT_REG,rxvmhandlers_system.inc,1272,rxsignal_mask,inlined,1,1,0
SETLINKATTR1_REG_REG_INT_REG,rxvmhandlers_system.inc,1272,set_num_attributes,inlined,1,1,0
SETLINKATTR1_REG_REG_INT_REG,rxvmhandlers_system.inc,1272,value_zero,inlined,1,1,0
