handler,file,line,callee,decision,all_inline_count,profile30_count,delta
SETLINKATTR1_REG_REG_INT_REG_INT,rxvmhandlers_system.inc,1285,rxinteger_checked_add,inlined,1,1,0
SETLINKATTR1_REG_REG_INT_REG_INT,rxvmhandlers_system.inc,1285,rxsignal_mask,inlined,2,2,0
SETLINKATTR1_REG_REG_INT_REG_INT,rxvmhandlers_system.inc,1285,set_num_attributes,inlined,1,1,0
SETLINKATTR1_REG_REG_INT_REG_INT,rxvmhandlers_system.inc,1285,value_zero,inlined,2,2,0
SETLINKILOAD_REG_REG_INT_REG_REG_INT,rxvmhandlers_system.inc,1644,rxsignal_mask,inlined,1,1,0
SETLINKILOAD_REG_REG_INT_REG_REG_INT,rxvmhandlers_system.inc,1644,set_int,inlined,1,1,0
SETLINKILOAD_REG_REG_INT_REG_REG_INT,rxvmhandlers_system.inc,1644,set_num_attributes,inlined,1,1,0
SETLINKILOAD_REG_REG_INT_REG_REG_INT,rxvmhandlers_system.inc,1644,value_zero,inlined,1,1,0
SETNUMCAS_INT,rxvmhandlers_control.inc,1316,rxsignal_mask,inlined,1,1,0
SETNUMCAS_INT,rxvmhandlers_control.inc,1316,set_null_string,inlined,1,1,0
SETNUMCAS_INT,rxvmhandlers_control.inc,1316,value_zero,inlined,1,1,0
SETNUMFUZ_INT,rxvmhandlers_control.inc,1218,rxsignal_mask,inlined,1,1,0
SETNUMFUZ_INT,rxvmhandlers_control.inc,1218,set_null_string,inlined,1,1,0
SETNUMFUZ_INT,rxvmhandlers_control.inc,1218,value_zero,inlined,1,1,0
SETNUMSTD_INT,rxvmhandlers_control.inc,1365,rxsignal_mask,inlined,1,1,0
SETNUMSTD_INT,rxvmhandlers_control.inc,1365,set_null_string,inlined,1,1,0
SETNUMSTD_INT,rxvmhandlers_control.inc,1365,value_zero,inlined,1,1,0
SETOBJTYPE_REG_STRING,rxvmhandlers_system.inc,376,clear_value_uninitialized_object,inlined,1,1,0
SETOBJTYPE_REG_STRING,rxvmhandlers_system.inc,376,runtime_module_graph,inlined,1,1,0
SETOBJUNINIT_REG_STRING,rxvmhandlers_system.inc,391,mark_value_uninitialized_object,inlined,1,1,0
SETOBJUNINIT_REG_STRING,rxvmhandlers_system.inc,391,runtime_module_graph,inlined,1,1,0
SETOBJUNINIT_REG_STRING,rxvmhandlers_system.inc,391,value_zero,inlined,1,1,0
SETTPCALL_REG_FUNC_REG_REG_INT,rxvmhandlers_system.inc,1193,frame_f,inlined,1,1,0
SETTPCALL_REG_FUNC_REG_REG_INT,rxvmhandlers_system.inc,1193,interrupt_from_rxpa_signal,inlined,1,1,0
SETTPCALL_REG_FUNC_REG_REG_INT,rxvmhandlers_system.inc,1193,rxflags_public_write,inlined,1,1,0
SETTPCALL_REG_FUNC_REG_REG_INT,rxvmhandlers_system.inc,1193,rxsignal_mask,inlined,2,2,0
SETTPCALL_REG_FUNC_REG_REG_INT,rxvmhandlers_system.inc,1193,set_null_string,inlined,2,2,0
SETTPCALL_REG_FUNC_REG_REG_INT,rxvmhandlers_system.inc,1193,value_zero,inlined,2,2,0
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,rxvmhandlers_system.inc,1181,frame_f,inlined,1,1,0
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,rxvmhandlers_system.inc,1181,interrupt_from_rxpa_signal,inlined,1,1,0
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,rxvmhandlers_system.inc,1181,rxflags_public_write,inlined,1,1,0
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,rxvmhandlers_system.inc,1181,rxsignal_mask,inlined,2,2,0
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,rxvmhandlers_system.inc,1181,set_null_string,inlined,2,2,0
SETTPSWAPCALL_REG_FUNC_REG_REG_INT_REG,rxvmhandlers_system.inc,1181,value_zero,inlined,2,2,0
SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG,rxvmhandlers_system.inc,1112,rxflags_public_write,inlined,2,2,0
SETTPSWAP_REG_INT_REG,rxvmhandlers_system.inc,1053,rxflags_public_write,inlined,1,1,0
SETTP_REG_INT,rxvmhandlers_string.inc,2667,rxflags_public_write,inlined,1,1,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,has_utf8_valid_count_or_empty,inlined,2,2,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,refresh_utf8_flags,inlined,1,1,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,rxsignal_mask,inlined,5,5,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,rxstem_get_parts,inlined,1,1,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,rxstem_one_part,inlined,1,1,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,set_null_string,inlined,5,5,0
STEMGET_REG_REG_REG,rxvmhandlers_numeric.inc,579,value_zero,inlined,5,5,0
STEMRESET_REG_REG,rxvmhandlers_numeric.inc,610,has_utf8_valid_count_or_empty,inlined,2,2,0
STEMRESET_REG_REG,rxvmhandlers_numeric.inc,610,refresh_utf8_flags,inlined,1,1,0
STEMRESET_REG_REG,rxvmhandlers_numeric.inc,610,rxsignal_mask,inlined,4,4,0
STEMRESET_REG_REG,rxvmhandlers_numeric.inc,610,rxstem_reset,inlined,1,1,0
STEMRESET_REG_REG,rxvmhandlers_numeric.inc,610,set_null_string,inlined,4,4,0
STEMRESET_REG_REG,rxvmhandlers_numeric.inc,610,value_zero,inlined,4,4,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,has_utf8_valid_count_or_empty,inlined,4,4,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,refresh_utf8_flags,inlined,2,2,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,rxsignal_mask,inlined,6,6,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,rxstem_one_part,inlined,1,1,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,rxstem_set_parts,inlined,1,1,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,set_null_string,inlined,6,6,0
STEMSET_REG_REG_REG,rxvmhandlers_numeric.inc,594,value_zero,inlined,6,6,0
STOBIN_REG,rxvmhandlers_string.inc,2301,rxsignal_mask,inlined,1,1,0
STOBIN_REG,rxvmhandlers_string.inc,2301,set_binary,inlined,1,1,0
STOBIN_REG,rxvmhandlers_string.inc,2301,set_null_string,inlined,1,1,0
STOBIN_REG,rxvmhandlers_string.inc,2301,value_zero,inlined,1,1,0
STOD_REG,rxvmhandlers_control.inc,1487,null_terminate_string_buffer,inlined,1,1,0
STOD_REG,rxvmhandlers_control.inc,1487,rxsignal_mask,inlined,1,1,0
STOD_REG,rxvmhandlers_control.inc,1487,set_null_string,inlined,1,1,0
STOD_REG,rxvmhandlers_control.inc,1487,value_zero,inlined,1,1,0
STOF_REG,rxvmhandlers_string.inc,489,rxsignal_mask,inlined,1,1,0
STOF_REG,rxvmhandlers_string.inc,489,string2float,inlined,1,1,0
STOF_REG,rxvmhandlers_string.inc,489,value_zero,inlined,1,1,0
STOI_REG,rxvmhandlers_string.inc,475,rxsignal_mask,inlined,1,1,0
STOI_REG,rxvmhandlers_string.inc,475,string2integer,inlined,1,1,0
STOI_REG,rxvmhandlers_string.inc,475,value_zero,inlined,1,1,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,has_utf8_valid_count_or_empty,inlined,2,2,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,refresh_utf8_flags,inlined,1,1,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,rxsignal_mask,inlined,2,2,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,set_int,inlined,1,1,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,set_null_string,inlined,1,1,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,string_cache_seek_char,inlined,1,1,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,utf8codepoint,inlined,1,1,0
STRCHAR_REG_REG_REG,rxvmhandlers_string.inc,616,value_zero,inlined,2,2,0
STRLEN_REG_REG,rxvmhandlers_string.inc,2625,has_utf8_valid_count_or_empty,inlined,2,2,0
STRLEN_REG_REG,rxvmhandlers_string.inc,2625,refresh_utf8_flags,inlined,1,1,0
STRLEN_REG_REG,rxvmhandlers_string.inc,2625,rxsignal_mask,inlined,1,1,0
STRLEN_REG_REG,rxvmhandlers_string.inc,2625,set_null_string,inlined,1,1,0
STRLEN_REG_REG,rxvmhandlers_string.inc,2625,value_zero,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,has_utf8_valid_count_or_empty,inlined,2,2,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,refresh_utf8_flags,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,rxsignal_mask,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,set_null_string,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,set_value_string,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,utf8catcodepoint,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,utf8codepoint,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,utf8lwrcodepoint,inlined,1,1,0
STRLOWER_REG_REG,rxvmhandlers_string.inc,536,value_zero,inlined,1,1,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,has_utf8_valid_count_or_empty,inlined,4,4,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,refresh_utf8_flags,inlined,2,2,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,rxsignal_mask,inlined,2,2,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,set_int,inlined,4,4,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,set_null_string,inlined,2,2,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,string_cache_seek_char,inlined,1,1,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,utf8nvalid_count,inlined,1,1,0
STRPOS_REG_REG_REG,rxvmhandlers_string.inc,2515,value_zero,inlined,2,2,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,has_utf8_valid_count_or_empty,inlined,2,2,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,refresh_utf8_flags,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,rxsignal_mask,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,set_null_string,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,set_value_string,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,utf8catcodepoint,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,utf8codepoint,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,utf8uprcodepoint,inlined,1,1,0
STRUPPER_REG_REG,rxvmhandlers_string.inc,577,value_zero,inlined,1,1,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,has_utf8_valid_count_or_empty,inlined,2,2,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,refresh_utf8_flags,inlined,1,1,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,rxsignal_mask,inlined,2,2,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,set_null_string,inlined,2,2,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,string_set_ascii_length,inlined,1,1,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,string_slice_at,inlined,1,1,0
SUBSTRING_REG_REG_REG_REG,rxvmhandlers_string.inc,2442,value_zero,inlined,2,2,0
SWAPCALL_REG_FUNC_REG_REG_REG,rxvmhandlers_system.inc,1172,frame_f,inlined,1,1,0
SWAPCALL_REG_FUNC_REG_REG_REG,rxvmhandlers_system.inc,1172,interrupt_from_rxpa_signal,inlined,1,1,0
SWAPCALL_REG_FUNC_REG_REG_REG,rxvmhandlers_system.inc,1172,rxsignal_mask,inlined,2,2,0
SWAPCALL_REG_FUNC_REG_REG_REG,rxvmhandlers_system.inc,1172,set_null_string,inlined,2,2,0
SWAPCALL_REG_FUNC_REG_REG_REG,rxvmhandlers_system.inc,1172,value_zero,inlined,2,2,0
SWAPSETTPSWAP_REG_REG_REG_INT_REG,rxvmhandlers_system.inc,1094,rxflags_public_write,inlined,1,1,0
SWAPSETTP_REG_REG_REG_INT,rxvmhandlers_system.inc,1084,rxflags_public_write,inlined,1,1,0
