cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxvm-baseline,Sieve,crexx,rxvm,current-product,A,no,startup-included,50,elapsed_ns,12,24404000.000000,24669750.000000,24795000.000000,24962250.000000,25295000.000000,172000.000000,0.693688,3.593466,no
sieve-rxvm-v1r01-r1,Sieve,crexx,rxvm,v1r01-r1-proved-single-exit-direct-placement,A,no,startup-included,50,elapsed_ns,12,24233000.000000,24727500.000000,24839000.000000,24979250.000000,25210000.000000,164500.000000,0.662265,3.933331,no
sieve-rxbvm-baseline,Sieve,crexx,rxbvm,current-product,A,no,startup-included,50,elapsed_ns,12,27885000.000000,28164750.000000,28476500.000000,28748250.000000,37317000.000000,278000.000000,0.976244,33.122048,yes
sieve-rxbvm-v1r01-r1,Sieve,crexx,rxbvm,v1r01-r1-proved-single-exit-direct-placement,A,no,startup-included,50,elapsed_ns,12,27484000.000000,27781500.000000,27930500.000000,28701500.000000,31977000.000000,307000.000000,1.099157,16.086357,yes
permute-rxvm-baseline,Permute,crexx,rxvm,current-product,A,no,startup-included,50,elapsed_ns,12,81757000.000000,82382750.000000,83092500.000000,83439750.000000,111664000.000000,534500.000000,0.643259,35.992418,yes
permute-rxvm-v1r01-r1,Permute,crexx,rxvm,v1r01-r1-proved-single-exit-direct-placement,A,no,startup-included,50,elapsed_ns,12,34181000.000000,34275000.000000,34498500.000000,34749750.000000,48511000.000000,237500.000000,0.688436,41.538038,yes
permute-rxbvm-baseline,Permute,crexx,rxbvm,current-product,A,no,startup-included,50,elapsed_ns,12,86729000.000000,87435750.000000,88455000.000000,88652000.000000,93594000.000000,396500.000000,0.448251,7.761008,no
permute-rxbvm-v1r01-r1,Permute,crexx,rxbvm,v1r01-r1-proved-single-exit-direct-placement,A,no,startup-included,50,elapsed_ns,12,37971000.000000,38096000.000000,38484500.000000,38817750.000000,39726000.000000,388500.000000,1.009497,4.560278,no
bounce-rxvm-baseline,Bounce,crexx,rxvm,current-product,A,no,startup-included,100,elapsed_ns,12,41406000.000000,41703250.000000,41808000.000000,42021000.000000,42216000.000000,186000.000000,0.444891,1.937428,no
bounce-rxvm-v1r01-r1,Bounce,crexx,rxvm,v1r01-r1-proved-single-exit-direct-placement,A,no,startup-included,100,elapsed_ns,12,40764000.000000,41629750.000000,41665000.000000,42080250.000000,42986000.000000,234500.000000,0.562823,5.333013,no
