entry,pair,workload,variant,mode,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,warmup,1,14019000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,warmup,2,14039000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,1,13925000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,2,13891000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,3,14269000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,4,14014000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,5,14450000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,6,14326000,0,pass
sieve-opt-retained,sieve-opt-metadata,Sieve,baseline,opt-retained,process,recorded,7,14054000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,warmup,1,14629000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,warmup,2,14213000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,1,14186000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,2,14156000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,3,14177000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,4,14248000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,5,14199000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,6,14083000,0,pass
sieve-opt-stripped,sieve-opt-metadata,Sieve,candidate,opt-stripped,process,recorded,7,14106000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,warmup,1,89587000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,warmup,2,95954000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,1,102166000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,2,112482000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,3,111168000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,4,98935000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,5,97431000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,6,92314000,0,pass
permute-opt-retained,permute-opt-metadata,Permute,baseline,opt-retained,process,recorded,7,90659000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,warmup,1,94895000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,warmup,2,93806000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,1,96124000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,2,91816000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,3,89288000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,4,89444000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,5,88160000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,6,88275000,0,pass
permute-opt-stripped,permute-opt-metadata,Permute,candidate,opt-stripped,process,recorded,7,88212000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,warmup,1,183406000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,warmup,2,182868000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,1,175072000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,2,175415000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,3,173736000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,4,182160000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,5,215037000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,6,193600000,0,pass
mandelbrot-opt-retained,mandelbrot-opt-metadata,Mandelbrot,baseline,opt-retained,process,recorded,7,180922000,0,pass
mandelbrot-opt-stripped,mandelbrot-opt-metadata,Mandelbrot,candidate,opt-stripped,process,warmup,1,173940000,0,pass
mandelbrot-opt-stripped,mandelbrot-opt-metadata,Mandelbrot,candidate,opt-stripped,process,warmup,2,174153000,0,pass
mandelbrot-opt-stripped,mandelbrot-opt-metadata,Mandelbrot,candidate,opt-stripped,process,recorded,1,173322000,0,pass
