cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
list-rxvm-baseline,List-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,100,elapsed_ns,12,82659000.000000,83289750.000000,83780000.000000,84235250.000000,84999000.000000,520500.000000,0.621270,2.793029,no
list-rxvm-c1b,List-canonical,c1b,rxvm,shared-cow-interrupt-policy,B,no,startup-included,100,elapsed_ns,12,76982000.000000,78008500.000000,78305500.000000,78576250.000000,79015000.000000,280500.000000,0.358212,2.596242,no
list-rxbvm-baseline,List-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,100,elapsed_ns,12,90450000.000000,90646750.000000,90685000.000000,91075250.000000,91511000.000000,164500.000000,0.181397,1.169984,no
list-rxbvm-c1b,List-canonical,c1b,rxbvm,shared-cow-interrupt-policy,B,no,startup-included,100,elapsed_ns,12,89925000.000000,90501500.000000,90725500.000000,91025000.000000,91559000.000000,273000.000000,0.300908,1.801037,no
permute-rxvm-baseline,Permute-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,50,elapsed_ns,12,85839000.000000,86041500.000000,86161000.000000,86443250.000000,86870000.000000,208500.000000,0.241989,1.196597,no
permute-rxvm-c1b,Permute-canonical,c1b,rxvm,shared-cow-interrupt-policy,B,no,startup-included,50,elapsed_ns,12,79634000.000000,79802000.000000,80457000.000000,80957750.000000,81793000.000000,645500.000000,0.802292,2.683421,no
permute-rxbvm-baseline,Permute-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,50,elapsed_ns,12,91522000.000000,92633000.000000,92998500.000000,93258000.000000,93479000.000000,339500.000000,0.365060,2.104335,no
permute-rxbvm-c1b,Permute-canonical,c1b,rxbvm,shared-cow-interrupt-policy,B,no,startup-included,50,elapsed_ns,12,85796000.000000,86206000.000000,86552000.000000,86887500.000000,87903000.000000,353000.000000,0.407847,2.434375,no
sieve-rxvm-baseline,Sieve-canonical,baseline,rxvm,current-inline-interrupts,B,no,startup-included,50,elapsed_ns,12,22821000.000000,23080500.000000,23139500.000000,23186500.000000,23384000.000000,60500.000000,0.261458,2.433069,no
sieve-rxvm-c1b,Sieve-canonical,c1b,rxvm,shared-cow-interrupt-policy,B,no,startup-included,50,elapsed_ns,12,22600000.000000,23025000.000000,23078000.000000,23242000.000000,23488000.000000,106000.000000,0.459312,3.847820,no
sieve-rxbvm-baseline,Sieve-canonical,baseline,rxbvm,current-inline-interrupts,B,no,startup-included,50,elapsed_ns,12,24622000.000000,24750750.000000,24793500.000000,24836250.000000,25021000.000000,46000.000000,0.185532,1.609293,no
sieve-rxbvm-c1b,Sieve-canonical,c1b,rxbvm,shared-cow-interrupt-policy,B,no,startup-included,50,elapsed_ns,12,25828000.000000,26028750.000000,26103500.000000,26272750.000000,26559000.000000,150000.000000,0.574636,2.800391,no
