sample_id,stream,line_number,text
timing-Sieve-sieve-gcc-rxvm-recorded-1,stdout,1,benchmark=awfy_sieve repetitions=5500 result=669
timing-Sieve-sieve-gcc-rxvm-recorded-1,stdout,2,PASS: AWFY Sieve
timing-Sieve-sieve-gcc-rxbvm-recorded-1,stdout,1,benchmark=awfy_sieve repetitions=5500 result=669
timing-Sieve-sieve-gcc-rxbvm-recorded-1,stdout,2,PASS: AWFY Sieve
timing-Sieve-sieve-clang-rxvm-recorded-1,stdout,1,benchmark=awfy_sieve repetitions=5500 result=669
timing-Sieve-sieve-clang-rxvm-recorded-1,stdout,2,PASS: AWFY Sieve
timing-Sieve-sieve-clang-rxbvm-recorded-1,stdout,1,benchmark=awfy_sieve repetitions=5500 result=669
timing-Sieve-sieve-clang-rxbvm-recorded-1,stdout,2,PASS: AWFY Sieve
timing-Permute-permute-gcc-rxvm-recorded-1,stdout,1,benchmark=awfy_permute repetitions=5000 result=8660
timing-Permute-permute-gcc-rxvm-recorded-1,stdout,2,PASS: AWFY Permute
timing-Permute-permute-gcc-rxbvm-recorded-1,stdout,1,benchmark=awfy_permute repetitions=5000 result=8660
timing-Permute-permute-gcc-rxbvm-recorded-1,stdout,2,PASS: AWFY Permute
timing-Permute-permute-clang-rxvm-recorded-1,stdout,1,benchmark=awfy_permute repetitions=5000 result=8660
timing-Permute-permute-clang-rxvm-recorded-1,stdout,2,PASS: AWFY Permute
timing-Permute-permute-clang-rxbvm-recorded-1,stdout,1,benchmark=awfy_permute repetitions=5000 result=8660
timing-Permute-permute-clang-rxbvm-recorded-1,stdout,2,PASS: AWFY Permute
timing-Bounce-bounce-gcc-rxvm-recorded-1,stdout,1,benchmark=awfy_bounce repetitions=4200 result=1331
timing-Bounce-bounce-gcc-rxvm-recorded-1,stdout,2,PASS: AWFY Bounce
timing-Bounce-bounce-gcc-rxbvm-recorded-1,stdout,1,benchmark=awfy_bounce repetitions=4200 result=1331
timing-Bounce-bounce-gcc-rxbvm-recorded-1,stdout,2,PASS: AWFY Bounce
timing-Bounce-bounce-clang-rxvm-recorded-1,stdout,1,benchmark=awfy_bounce repetitions=4200 result=1331
timing-Bounce-bounce-clang-rxvm-recorded-1,stdout,2,PASS: AWFY Bounce
timing-Bounce-bounce-clang-rxbvm-recorded-1,stdout,1,benchmark=awfy_bounce repetitions=4200 result=1331
timing-Bounce-bounce-clang-rxbvm-recorded-1,stdout,2,PASS: AWFY Bounce
timing-Richards-richards-gcc-rxvm-recorded-1,stdout,1,benchmark=awfy_richards repetitions=20 queue_packets=23246 holds=9297
timing-Richards-richards-gcc-rxvm-recorded-1,stdout,2,PASS: AWFY Richards
timing-Richards-richards-gcc-rxbvm-recorded-1,stdout,1,benchmark=awfy_richards repetitions=20 queue_packets=23246 holds=9297
timing-Richards-richards-gcc-rxbvm-recorded-1,stdout,2,PASS: AWFY Richards
timing-Richards-richards-clang-rxvm-recorded-1,stdout,1,benchmark=awfy_richards repetitions=20 queue_packets=23246 holds=9297
timing-Richards-richards-clang-rxvm-recorded-1,stdout,2,PASS: AWFY Richards
timing-Richards-richards-clang-rxbvm-recorded-1,stdout,1,benchmark=awfy_richards repetitions=20 queue_packets=23246 holds=9297
timing-Richards-richards-clang-rxbvm-recorded-1,stdout,2,PASS: AWFY Richards
timing-Base64-base64-gcc-rxvm-recorded-1,stdout,1,benchmark=base64_roundtrip repetitions=2500 encoded_length=1368 checksum=130560
timing-Base64-base64-gcc-rxvm-recorded-1,stdout,2,PASS: Base64 Roundtrip
timing-Base64-base64-gcc-rxbvm-recorded-1,stdout,1,benchmark=base64_roundtrip repetitions=2500 encoded_length=1368 checksum=130560
timing-Base64-base64-gcc-rxbvm-recorded-1,stdout,2,PASS: Base64 Roundtrip
