entry,rank,name,metric,module,kind,count,total_ns,average_ns,completed,unwound,return_type,args,status
sieve-noopt,1,awfy_sieve.main,elapsed,benchmark_awfy_sieve_noopt,procedure,1,237379458,237379458,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,inclusive_body,benchmark_awfy_sieve_noopt,procedure,1,237376541,237376541,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,self,benchmark_awfy_sieve_noopt,procedure,1,143711,143711,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,native_child,benchmark_awfy_sieve_noopt,procedure,1,0,0,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,entry_overhead,benchmark_awfy_sieve_noopt,procedure,1,2542,2542,1,0,.int,,complete
sieve-noopt,1,awfy_sieve.main,exit_overhead,benchmark_awfy_sieve_noopt,procedure,1,375,375,1,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,elapsed,benchmark_awfy_sieve_noopt,procedure,50,237232830,4744656,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,inclusive_body,benchmark_awfy_sieve_noopt,procedure,50,237214166,4744283,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,self,benchmark_awfy_sieve_noopt,procedure,50,237214166,4744283,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,native_child,benchmark_awfy_sieve_noopt,procedure,50,0,0,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,entry_overhead,benchmark_awfy_sieve_noopt,procedure,50,8082,161,50,0,.int,,complete
sieve-noopt,2,awfy_sieve.sieve_once,exit_overhead,benchmark_awfy_sieve_noopt,procedure,50,10582,211,50,0,.int,,complete
sieve-opt,1,awfy_sieve.main,elapsed,benchmark_awfy_sieve_opt,procedure,1,212811125,212811125,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,inclusive_body,benchmark_awfy_sieve_opt,procedure,1,212806542,212806542,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,self,benchmark_awfy_sieve_opt,procedure,1,212806542,212806542,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,native_child,benchmark_awfy_sieve_opt,procedure,1,0,0,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,entry_overhead,benchmark_awfy_sieve_opt,procedure,1,4000,4000,1,0,.int,,complete
sieve-opt,1,awfy_sieve.main,exit_overhead,benchmark_awfy_sieve_opt,procedure,1,583,583,1,0,.int,,complete
permute-noopt,1,awfy_permute.permutebenchmark.permute,elapsed,benchmark_awfy_permute_noopt,method,433000,5432422469,12546,433000,0,.void,n=.int,complete
permute-noopt,1,awfy_permute.permutebenchmark.permute,inclusive_body,benchmark_awfy_permute_noopt,method,433000,5362719894,12385,433000,0,.void,n=.int,complete
permute-noopt,1,awfy_permute.permutebenchmark.permute,self,benchmark_awfy_permute_noopt,method,433000,405559612,936,433000,0,.void,n=.int,complete
permute-noopt,1,awfy_permute.permutebenchmark.permute,native_child,benchmark_awfy_permute_noopt,method,433000,0,0,433000,0,.void,n=.int,complete
permute-noopt,1,awfy_permute.permutebenchmark.permute,entry_overhead,benchmark_awfy_permute_noopt,method,433000,53866811,124,433000,0,.void,n=.int,complete
permute-noopt,1,awfy_permute.permutebenchmark.permute,exit_overhead,benchmark_awfy_permute_noopt,method,433000,15835764,36,433000,0,.void,n=.int,complete
permute-noopt,2,awfy_permute.main,elapsed,benchmark_awfy_permute_noopt,procedure,1,976199125,976199125,1,0,.int,,complete
permute-noopt,2,awfy_permute.main,inclusive_body,benchmark_awfy_permute_noopt,procedure,1,976193417,976193417,1,0,.int,,complete
permute-noopt,2,awfy_permute.main,self,benchmark_awfy_permute_noopt,procedure,1,103334,103334,1,0,.int,,complete
permute-noopt,2,awfy_permute.main,native_child,benchmark_awfy_permute_noopt,procedure,1,0,0,1,0,.int,,complete
permute-noopt,2,awfy_permute.main,entry_overhead,benchmark_awfy_permute_noopt,procedure,1,5458,5458,1,0,.int,,complete
permute-noopt,2,awfy_permute.main,exit_overhead,benchmark_awfy_permute_noopt,procedure,1,250,250,1,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,elapsed,benchmark_awfy_permute_noopt,method,50,976023210,19520464,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,inclusive_body,benchmark_awfy_permute_noopt,method,50,975997293,19519945,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,self,benchmark_awfy_permute_noopt,method,50,23831,476,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,native_child,benchmark_awfy_permute_noopt,method,50,0,0,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,entry_overhead,benchmark_awfy_permute_noopt,method,50,13792,275,50,0,.int,,complete
permute-noopt,3,awfy_permute.permutebenchmark.run,exit_overhead,benchmark_awfy_permute_noopt,method,50,12125,242,50,0,.int,,complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,elapsed,benchmark_awfy_permute_noopt,method,503900,500711275,993,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,inclusive_body,benchmark_awfy_permute_noopt,method,503900,412482647,818,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,self,benchmark_awfy_permute_noopt,method,503900,412482647,818,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,native_child,benchmark_awfy_permute_noopt,method,503900,0,0,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,entry_overhead,benchmark_awfy_permute_noopt,method,503900,68373760,135,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,4,awfy_permute.permutebenchmark.swap,exit_overhead,benchmark_awfy_permute_noopt,method,503900,19854868,39,503900,0,.void,"i=.int,j=.int",complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,elapsed,benchmark_awfy_permute_noopt,factory,50,66873,1337,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,inclusive_body,benchmark_awfy_permute_noopt,factory,50,38417,768,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,self,benchmark_awfy_permute_noopt,factory,50,38417,768,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,native_child,benchmark_awfy_permute_noopt,factory,50,0,0,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,entry_overhead,benchmark_awfy_permute_noopt,factory,50,9668,193,50,0,.awfy_permute..permutebenchmark,,complete
permute-noopt,5,awfy_permute.permutebenchmark.§factory,exit_overhead,benchmark_awfy_permute_noopt,factory,50,18788,375,50,0,.awfy_permute..permutebenchmark,,complete
permute-opt,1,awfy_permute.permutebenchmark.permute,elapsed,benchmark_awfy_permute_opt,method,432950,3698385191,8542,432950,0,.void,n=.int,complete
permute-opt,1,awfy_permute.permutebenchmark.permute,inclusive_body,benchmark_awfy_permute_opt,method,432950,3604742962,8326,432950,0,.void,n=.int,complete
permute-opt,1,awfy_permute.permutebenchmark.permute,self,benchmark_awfy_permute_opt,method,432950,702764720,1623,432950,0,.void,n=.int,complete
