cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxvm,Sieve,crexx,rxvm,equivalent-port,A,yes,no,5500,normalized_work_per_second,10,2165.678330,2254.392104,2323.568542,2401.999467,2446.631189,74.445172,3.203915,12.091438,yes
sieve-rxbvm,Sieve,crexx,rxbvm,equivalent-port,A,yes,no,5500,normalized_work_per_second,10,1858.207296,1912.422740,1967.994020,1971.022655,2000.504855,5.450645,0.276965,7.230589,no
sieve-oorexx,Sieve,oorexx,oorexx,equivalent-port,A,yes,no,5500,normalized_work_per_second,10,309.148896,327.393127,344.827895,348.372280,352.456513,7.011309,2.033278,12.559198,yes
sieve-netrexx,Sieve,netrexx,netrexx,decimal-rexx-port,A,yes,no,5500,normalized_work_per_second,10,1002.720655,1136.888208,1196.491721,1241.233477,1249.988068,47.421196,3.963353,20.666036,yes
permute-rxvm,Permute,crexx,rxvm,equivalent-port,A,yes,no,5000,normalized_work_per_second,10,1029.299208,1109.673614,1152.211416,1160.050662,1174.223815,16.408692,1.424104,12.577953,yes
permute-rxbvm,Permute,crexx,rxbvm,equivalent-port,A,yes,no,5000,normalized_work_per_second,10,754.175568,877.922986,884.201332,894.547176,915.354430,9.333143,1.055545,18.228751,yes
permute-oorexx,Permute,oorexx,oorexx,equivalent-port,A,yes,no,5000,normalized_work_per_second,10,111.934040,119.306895,119.685583,120.623375,122.627582,0.779934,0.651653,8.934695,no
permute-netrexx,Permute,netrexx,netrexx,decimal-rexx-port,A,yes,no,5000,normalized_work_per_second,10,1824.796873,1901.888195,1941.688942,1979.034056,1995.945835,45.399086,2.338124,8.814438,no
bounce-rxvm,Bounce,crexx,rxvm,equivalent-port,A,yes,no,4200,normalized_work_per_second,10,1166.866330,1427.439706,1654.287861,1744.358639,1783.176746,122.226804,7.388485,37.255331,yes
bounce-rxbvm,Bounce,crexx,rxbvm,equivalent-port,A,yes,no,4200,normalized_work_per_second,10,894.894435,1038.946909,1257.272255,1285.863975,1304.774917,39.740593,3.160858,32.600774,yes
