workload,vm,entry,rank,opcode,count,total_ns,average_ns
RexxCPS,rxvm,SLC-C0-current,1,BRF_ID_REG,3261087,0,0
RexxCPS,rxvm,SLC-C0-current,2,SCOPY_REG_REG,2648782,0,0
RexxCPS,rxvm,SLC-C0-current,3,LOAD_REG_STRING,2234747,0,0
RexxCPS,rxvm,SLC-C0-current,4,LOAD_REG_INT,2101857,0,0
RexxCPS,rxvm,SLC-C0-current,5,BR_ID,862548,0,0
RexxCPS,rxvm,CF-COMB1,1,SCOPY_REG_REG,4437391,0,0
RexxCPS,rxvm,CF-COMB1,2,BRF_ID_REG,2270604,0,0
RexxCPS,rxvm,CF-COMB1,3,LOAD_REG_STRING,2105189,0,0
RexxCPS,rxvm,CF-COMB1,4,ITOS_REG,1247406,0,0
RexxCPS,rxvm,CF-COMB1,5,CONCAT_REG_STRING_REG,1247402,0,0
RexxCPS,rxbvm,SLC-C0-current,1,BRF_ID_REG,3134891,0,0
RexxCPS,rxbvm,SLC-C0-current,2,SCOPY_REG_REG,2545385,0,0
RexxCPS,rxbvm,SLC-C0-current,3,LOAD_REG_STRING,2147748,0,0
RexxCPS,rxbvm,SLC-C0-current,4,LOAD_REG_INT,2020259,0,0
RexxCPS,rxbvm,SLC-C0-current,5,BR_ID,829150,0,0
RexxCPS,rxbvm,CF-COMB1,1,SCOPY_REG_REG,4347991,0,0
RexxCPS,rxbvm,CF-COMB1,2,BRF_ID_REG,2225604,0,0
RexxCPS,rxbvm,CF-COMB1,3,LOAD_REG_STRING,2062989,0,0
RexxCPS,rxbvm,CF-COMB1,4,ITOS_REG,1222206,0,0
RexxCPS,rxbvm,CF-COMB1,5,CONCAT_REG_STRING_REG,1222202,0,0
