runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
netrexx,netrexx,compile-load-first-result,load_first_result,7,32367000,pass
netrexx,netrexx,compile-load-first-result,compile,8,1054190000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,8,26670000,pass
netrexx,netrexx,compile-load-first-result,compile,9,1044363000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,9,35933000,pass
netrexx,netrexx,compile-load-first-result,compile,10,1082722000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,10,27504000,pass
crexx,shared,compile-load-first-result,compile,11,183750000,pass
crexx,shared,compile-load-first-result,assemble,11,11827000,pass
crexx,rxvm,compile-load-first-result,load_first_result,11,3233000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,11,3845000,pass
crexx,shared,compile-load-first-result,compile,12,188671000,pass
crexx,shared,compile-load-first-result,assemble,12,15613000,pass
crexx,rxvm,compile-load-first-result,load_first_result,12,3700000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,12,3784000,pass
crexx,shared,compile-load-first-result,compile,13,204465000,pass
crexx,shared,compile-load-first-result,assemble,13,15656000,pass
crexx,rxvm,compile-load-first-result,load_first_result,13,3461000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,13,3323000,pass
crexx,shared,compile-load-first-result,compile,14,190018000,pass
crexx,shared,compile-load-first-result,assemble,14,11300000,pass
crexx,rxvm,compile-load-first-result,load_first_result,14,2953000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,14,2704000,pass
crexx,shared,compile-load-first-result,compile,15,191546000,pass
crexx,shared,compile-load-first-result,assemble,15,17196000,pass
crexx,rxvm,compile-load-first-result,load_first_result,15,9733000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,15,3464000,pass
crexx,shared,compile-load-first-result,compile,16,187120000,pass
crexx,shared,compile-load-first-result,assemble,16,11934000,pass
crexx,rxvm,compile-load-first-result,load_first_result,16,3437000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,16,3548000,pass
crexx,shared,compile-load-first-result,compile,17,191332000,pass
crexx,shared,compile-load-first-result,assemble,17,14627000,pass
crexx,rxvm,compile-load-first-result,load_first_result,17,3151000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,17,2689000,pass
crexx,shared,compile-load-first-result,compile,18,197186000,pass
crexx,shared,compile-load-first-result,assemble,18,13417000,pass
crexx,rxvm,compile-load-first-result,load_first_result,18,4599000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,18,4040000,pass
crexx,shared,compile-load-first-result,compile,19,200201000,pass
crexx,shared,compile-load-first-result,assemble,19,11676000,pass
crexx,rxvm,compile-load-first-result,load_first_result,19,2950000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,19,3072000,pass
crexx,shared,compile-load-first-result,compile,20,203809000,pass
crexx,shared,compile-load-first-result,assemble,20,12663000,pass
crexx,rxvm,compile-load-first-result,load_first_result,20,3094000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,20,3150000,pass
oorexx,oorexx,compile-load-first-result,translate,11,7822000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,11,9768000,pass
oorexx,oorexx,compile-load-first-result,translate,12,10470000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,12,7256000,pass
oorexx,oorexx,compile-load-first-result,translate,13,7969000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,13,6583000,pass
oorexx,oorexx,compile-load-first-result,translate,14,7620000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,14,9364000,pass
oorexx,oorexx,compile-load-first-result,translate,15,10028000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,15,6556000,pass
oorexx,oorexx,compile-load-first-result,translate,16,7480000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,16,6878000,pass
oorexx,oorexx,compile-load-first-result,translate,17,9803000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,17,8735000,pass
oorexx,oorexx,compile-load-first-result,translate,18,9153000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,18,6646000,pass
oorexx,oorexx,compile-load-first-result,translate,19,7242000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,19,6592000,pass
oorexx,oorexx,compile-load-first-result,translate,20,9408000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,20,9449000,pass
netrexx,netrexx,compile-load-first-result,compile,11,1690182000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,11,43366000,pass
netrexx,netrexx,compile-load-first-result,compile,12,1721512000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,12,43229000,pass
netrexx,netrexx,compile-load-first-result,compile,13,1535381000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,13,41188000,pass
netrexx,netrexx,compile-load-first-result,compile,14,1744189000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,14,41750000,pass
netrexx,netrexx,compile-load-first-result,compile,15,1640998000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,15,44317000,pass
netrexx,netrexx,compile-load-first-result,compile,16,1686475000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,16,44402000,pass
netrexx,netrexx,compile-load-first-result,compile,17,1734544000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,17,52834000,pass
netrexx,netrexx,compile-load-first-result,compile,18,1670102000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,18,37251000,pass
netrexx,netrexx,compile-load-first-result,compile,19,1508425000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,19,48984000,pass
netrexx,netrexx,compile-load-first-result,compile,20,1607220000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,20,46473000,pass
