runtime,vm,lifecycle,phase,sequence,elapsed_ns,correctness
crexx,shared,compile-load-first-result,compile,1,154185000,pass
crexx,shared,compile-load-first-result,assemble,1,11125000,pass
crexx,rxvm,compile-load-first-result,load_first_result,1,2842000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,1,2842000,pass
crexx,shared,compile-load-first-result,compile,2,150634000,pass
crexx,shared,compile-load-first-result,assemble,2,9832000,pass
crexx,rxvm,compile-load-first-result,load_first_result,2,2753000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,2,3002000,pass
crexx,shared,compile-load-first-result,compile,3,149102000,pass
crexx,shared,compile-load-first-result,assemble,3,9579000,pass
crexx,rxvm,compile-load-first-result,load_first_result,3,2467000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,3,2030000,pass
crexx,shared,compile-load-first-result,compile,4,150550000,pass
crexx,shared,compile-load-first-result,assemble,4,9486000,pass
crexx,rxvm,compile-load-first-result,load_first_result,4,2487000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,4,2096000,pass
crexx,shared,compile-load-first-result,compile,5,147805000,pass
crexx,shared,compile-load-first-result,assemble,5,11784000,pass
crexx,rxvm,compile-load-first-result,load_first_result,5,2540000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,5,2138000,pass
crexx,shared,compile-load-first-result,compile,6,145038000,pass
crexx,shared,compile-load-first-result,assemble,6,10430000,pass
crexx,rxvm,compile-load-first-result,load_first_result,6,2820000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,6,3220000,pass
crexx,shared,compile-load-first-result,compile,7,149069000,pass
crexx,shared,compile-load-first-result,assemble,7,9634000,pass
crexx,rxvm,compile-load-first-result,load_first_result,7,2345000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,7,2201000,pass
crexx,shared,compile-load-first-result,compile,8,147899000,pass
crexx,shared,compile-load-first-result,assemble,8,9461000,pass
crexx,rxvm,compile-load-first-result,load_first_result,8,2381000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,8,2293000,pass
crexx,shared,compile-load-first-result,compile,9,146631000,pass
crexx,shared,compile-load-first-result,assemble,9,11909000,pass
crexx,rxvm,compile-load-first-result,load_first_result,9,2819000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,9,2068000,pass
crexx,shared,compile-load-first-result,compile,10,148333000,pass
crexx,shared,compile-load-first-result,assemble,10,10274000,pass
crexx,rxvm,compile-load-first-result,load_first_result,10,2888000,pass
crexx,rxbvm,compile-load-first-result,load_first_result,10,3030000,pass
oorexx,oorexx,compile-load-first-result,translate,1,7012000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,1,7100000,pass
oorexx,oorexx,compile-load-first-result,translate,2,6782000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,2,5503000,pass
oorexx,oorexx,compile-load-first-result,translate,3,6400000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,3,5077000,pass
oorexx,oorexx,compile-load-first-result,translate,4,5617000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,4,5246000,pass
oorexx,oorexx,compile-load-first-result,translate,5,5762000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,5,5137000,pass
oorexx,oorexx,compile-load-first-result,translate,6,5572000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,6,5258000,pass
oorexx,oorexx,compile-load-first-result,translate,7,5762000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,7,5104000,pass
oorexx,oorexx,compile-load-first-result,translate,8,7721000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,8,6790000,pass
oorexx,oorexx,compile-load-first-result,translate,9,7559000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,9,7019000,pass
oorexx,oorexx,compile-load-first-result,translate,10,5855000,pass
oorexx,oorexx,compile-load-first-result,load_first_result,10,5180000,pass
netrexx,netrexx,compile-load-first-result,compile,1,1045840000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,1,25282000,pass
netrexx,netrexx,compile-load-first-result,compile,2,1075199000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,2,27841000,pass
netrexx,netrexx,compile-load-first-result,compile,3,1077369000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,3,31907000,pass
netrexx,netrexx,compile-load-first-result,compile,4,1062160000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,4,34085000,pass
netrexx,netrexx,compile-load-first-result,compile,5,1278555000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,5,33481000,pass
netrexx,netrexx,compile-load-first-result,compile,6,1074385000,pass
netrexx,netrexx,compile-load-first-result,load_first_result,6,37427000,pass
netrexx,netrexx,compile-load-first-result,compile,7,1067390000,pass
