rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | ICOPY_REG_REG(r5,r4)","r1=R11;r2=R23;r3=R7;c1=int:2;r4=R1;r5=R8","benchmark_awfy_richards_opt",2793
217,2325,1,1,13,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5) | LINKATTR1_REG_REG_INT(r7,r4,c6)","r1=R45;r2=R27;c1=int:4;c2=label@3879;r3=R42;r4=R34;c3=int:5;c4=int:6;r5=R44;r6=R56;c5=int:1;r7=R40;c6=int:17","benchmark_awfy_richards_opt",3831
218,2325,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c2)","r1=R7;r2=R10;r3=R9;r4=R44;r5=R34;c1=int:14;r6=R45;r7=R25;c2=int:0","benchmark_awfy_richards_opt",4086
219,2325,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | SETTP_REG_INT(r4,c1) | CALL2_REG_FUNC_REG_REG(r5,c2,r4,r6)","r1=R40;r2=R44;r3=R42;r4=R34;c1=int:256;r5=R31;c2=func@98904;r6=R25","benchmark_awfy_richards_opt",3858
220,2325,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R43;r2=R45;r3=R27;c1=int:0;c2=label@3997;r4=R34;c3=int:14","benchmark_awfy_richards_opt",3961
221,2325,1,1,11,candidate,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r1,r6,c5)","r1=R44;r2=R45;r3=R27;c1=int:4;c2=label@3879;r4=R42;r5=R34;c3=int:5;c4=int:6;r6=R56;c5=int:1","benchmark_awfy_richards_opt",3829
222,2325,1,1,10,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c2) | IADD_REG_REG_INT(r6,r7,c3)","r1=R9;r2=R44;r3=R34;c1=int:14;r4=R45;r5=R25;c2=int:0;r6=R43;r7=R27;c3=int:1","benchmark_awfy_richards_opt",4089
223,1521,2,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R19;c1=label@3448;r2=R17;r3=R9;c2=int:3;r4=R22;c3=int:27","benchmark_awfy_richards_opt",3434
224,1164,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | BR_ID(c4)","c1=label@3448;r1=R17;r2=R9;c2=int:3;r3=R22;c3=int:27;c4=label@3455","benchmark_awfy_richards_opt",3436
225,1164,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R17;r2=R19;c1=int:2;c2=label@3448;r3=R9;c3=int:3","benchmark_awfy_richards_opt",3430
226,1163,1,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r5,c3) | LINKATTR1_REG_REG_INT(r6,r1,c1)","r1=R22;c1=int:27;r2=R7;r3=R17;c2=int:15;r4=R19;r5=R1;c3=int:0;r6=R10","benchmark_awfy_richards_opt",3451
227,1163,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r5,c4)","r1=R7;c1=int:2;r2=R22;c2=int:27;r3=R17;c3=int:15;r4=R19;r5=R1;c4=int:0","benchmark_awfy_richards_opt",3448
228,357,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","c1=label@3535;r1=R7;r2=R5;c2=int:1;r3=R22;c3=int:26;r4=R8","benchmark_awfy_richards_opt",3525
229,357,1,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R7;r2=R8;c1=int:26;c2=label@3535;r3=R5;c3=int:1","benchmark_awfy_richards_opt",3519
230,357,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R22;c1=int:26;r2=R5;r3=R8;r4=R7;c2=int:65","benchmark_awfy_richards_opt",3531
231,357,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | IADD_REG_REG_INT(r4,r3,c3)","r1=R5;c1=int:1;r2=R22;c2=int:26;r3=R8;r4=R7;c3=int:65","benchmark_awfy_richards_opt",3528
232,340,1,1,9,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r3,c3)","c1=label@2115;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17;r6=R6;c3=int:0","benchmark_awfy_richards_opt",2093
233,340,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r2,c2) | IGETUNLINK_REG_REG(r2,r5)","r1=R1;r2=R0;r3=R5;r4=R9;c1=int:17;r5=R6;c2=int:0","benchmark_awfy_richards_opt",2096
234,340,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R7;r2=R0;c1=int:0;c2=label@2115;r3=R1;r4=R5;r5=R9;c3=int:17","benchmark_awfy_richards_opt",2089
235,340,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IGETUNLINK_REG_REG(r4,r3) | UNLINK_REG(r1)","r1=R5;r2=R9;c1=int:17;r3=R6;r4=R0;c2=int:0","benchmark_awfy_richards_opt",2099
236,340,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINK_REG(r2) | BR_ID(c2)","r1=R6;r2=R5;r3=R0;c1=int:0;c2=label@2089","benchmark_awfy_richards_opt",2103
237,340,1,1,6,candidate,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r4,r3)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@2115;r4=R1","benchmark_awfy_richards_opt",2087
238,64,48,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3) | UNLINK_REG(r3)","r1=R4;r2=R47;c1=int:17;r3=R11;c2=int:9;r4=R10;c3=int:0","benchmark_awfy_richards_opt",464
239,45,35,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r4)","r1=R11;r2=R47;c1=int:9;r3=R10;r4=R4;c2=int:0;r5=R12","benchmark_awfy_richards_opt",468
240,29,23,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c1)","r1=R12;r2=R10;c1=int:0;r3=R4;r4=R47;c2=int:15;r5=R11;c3=int:9","benchmark_awfy_richards_opt",479
241,29,23,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R10;r2=R4;r3=R11;c1=int:0;r4=R12;r5=R47;c2=int:15","benchmark_awfy_richards_opt",472
242,13,13,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r3,c4,r1)","r1=R3;r2=R47;c1=int:24;c2=int:6;r3=R4;c3=int:1;r4=R1;c4=int:0","benchmark_awfy_richards_opt",363
243,12,6,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c3)","r1=R11;r2=R9;r3=R10;r4=R47;c1=int:15;r5=R15;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",660
244,12,6,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r3,r5,r4)","r1=R15;r2=R47;c1=int:9;r3=R11;r4=R10;c2=int:0;r5=R9","benchmark_awfy_richards_opt",649
245,12,4,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r6,r1)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20;r6=R15","benchmark_awfy_richards_opt",1795
246,12,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R11;r2=R10;r3=R15;c1=int:0;r4=R9;r5=R47;c2=int:15","benchmark_awfy_richards_opt",653
247,12,6,1,7,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R15;r2=R11;r3=R9;r4=R10;r5=R47;c1=int:15;c2=int:9","benchmark_awfy_richards_opt",658
248,10,10,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r4,c3) | SETATTRS_REG_INT(r2,c4)","r1=R4;r2=R3;c1=int:1;r3=R1;c2=int:0;r4=R47;c3=int:20;c4=int:6","benchmark_awfy_richards_opt",370
249,10,10,1,8,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LINKATTR1_REG_REG_INT(r1,r4,c4)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;c3=int:0;r4=R47;c4=int:20","benchmark_awfy_richards_opt",367
250,9,3,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c4,c2,r1,r5,c3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15;c4=int:23","benchmark_awfy_richards_opt",1803
251,8,6,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r2,r1,c1)","r1=R15;r2=R10;c1=int:0;r3=R4;r4=R47;c2=int:10;c3=int:9;r5=R11","benchmark_awfy_richards_opt",539
252,8,8,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3) | LINKATTR1_REG_REG_INT(r2,r3,c4)","r1=R1;r2=R4;c1=int:0;r3=R3;r4=R47;c2=int:20;c3=int:6;c4=int:1","benchmark_awfy_richards_opt",374
253,8,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R10;r2=R4;r3=R11;c1=int:0;r4=R15;r5=R47;c2=int:10","benchmark_awfy_richards_opt",532
254,8,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R11;r2=R10;r3=R15;c1=int:0;r4=R4;r5=R47;c2=int:9","benchmark_awfy_richards_opt",612
255,8,6,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R11;r2=R15;r3=R10;c1=int:0;r4=R4;r5=R47;c2=int:10;c3=int:9","benchmark_awfy_richards_opt",537
256,7,7,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c4)","r1=R13;r2=R10;c1=int:1;r3=R4;r4=R47;c2=int:16;r5=R11;c3=int:9;c4=int:0","benchmark_awfy_richards_opt",499
257,7,7,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c3,r4)","r1=R11;r2=R47;c1=int:9;r3=R10;r4=R4;c2=int:0;r5=R13;c3=int:1","benchmark_awfy_richards_opt",488
258,7,7,1,8,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R10;r2=R4;r3=R11;c1=int:0;r4=R13;c2=int:1;r5=R47;c3=int:16","benchmark_awfy_richards_opt",492
259,5,3,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r2,c3)","r1=R47;c1=int:9;r2=R11;r3=R4;c2=int:17;r4=R10;c3=int:0","benchmark_awfy_richards_opt",460
260,5,5,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1)","r1=R9;c1=int:-1;r2=R8;c2=int:2;c3=int:0;c4=int:1","benchmark_awfy_richards_opt",87
261,5,3,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R10;r2=R47;c1=int:9;r3=R11;r4=R4;c2=int:17","benchmark_awfy_richards_opt",458
262,4,4,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c4)","r1=R8;c1=int:18;r2=R9;c2=int:0;c3=int:6;c4=int:1","benchmark_awfy_richards_opt",111
263,3,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | IADD_REG_REG_INT(r3,r2,c2)","r1=R9;c1=int:18;c2=int:1;r2=R5;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1860
264,3,1,1,10,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r1,c5)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1771
265,3,3,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R10;r2=R11;c1=int:1;r3=R47;c2=int:9;c3=int:17","benchmark_awfy_richards_opt",635
266,3,3,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2) | UNLINK_REG(r3)","r1=R9;r2=R15;r3=R11;r4=R47;c1=int:9;r5=R10;c2=int:1","benchmark_awfy_richards_opt",628
267,3,3,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R4;r2=R1;r3=R3;r4=R47;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",357
268,3,1,1,9,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r2,r6,r3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_opt",1789
269,3,3,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | IGETUNLINK_REG_REG(r6,r4) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R4;r2=R11;c1=int:0;r3=R10;r4=R15;r5=R47;c2=int:9;r6=R9","benchmark_awfy_richards_opt",619
270,3,3,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r3,c3)","r1=R47;c1=int:9;r2=R10;c2=int:17;r3=R15;r4=R11;c3=int:0","benchmark_awfy_richards_opt",641
271,3,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R8;c1=int:2;r2=R9;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",90
272,3,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | ISETATTR1_REG_INT_REG(r4,c4,r5)","r1=R10;r2=R17;r3=R8;r4=R12;c1=int:19;c2=int:6;r5=R13;c3=int:1;r6=R18;c4=int:22","benchmark_awfy_richards_opt",1839
273,3,3,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r2,c1) | IADD_REG_REG_INT(r5,r4,c2)","r1=R15;r2=R47;c1=int:9;r3=R9;r4=R11;r5=R10;c2=int:1","benchmark_awfy_richards_opt",624
274,3,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINKN_REG_REG(r3,r4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r2,c2,c3,r1,r5,c4)","r1=R10;r2=R12;c1=int:22;r3=R7;r4=R8;c2=int:24;c3=int:6;r5=R13;c4=int:1","benchmark_awfy_richards_opt",1785
275,3,3,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | IGETUNLINK_REG_REG(r1,r3) | UNLINKN_REG_REG(r1,r2)","r1=R4;r2=R3;c1=int:1;r3=R1;r4=R47;c2=int:22","benchmark_awfy_richards_opt",349
276,3,3,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | LINKATTR1_REG_REG_INT(r4,r2,c4)","r1=R3;r2=R47;c1=int:21;c2=int:6;r3=R4;c3=int:1;r4=R1;c4=int:22","benchmark_awfy_richards_opt",342
277,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | ISETATTR1_REG_INT_REG(r2,c4,r4) | RET()","r1=R8;r2=R12;c1=int:19;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R18;c4=int:22","benchmark_awfy_richards_opt",1843
278,3,1,1,9,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKATTR1_REG_REG_INT(r5,r2,c4) | IGETUNLINK_REG_REG(r3,r5) | UNLINKN_REG_REG(r3,r1)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R10;c4=int:22","benchmark_awfy_richards_opt",1777
279,3,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c3,r1)","r1=R9;c1=int:0;r2=R8;c2=int:1;c3=int:9","benchmark_awfy_richards_opt",94
280,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R39;c1=int:3000;r2=R41;c2=int:1;r3=R42;r4=R43;c3=int:0","benchmark_awfy_richards_opt",1616
281,3,3,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R38;c1=int:3;r2=R39;c2=int:3000;r3=R41;c3=int:1;r4=R42","benchmark_awfy_richards_opt",1613
282,3,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","c1=int:18;c2=int:1;r1=R5;r2=R9;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1862
283,3,1,1,10,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r2,c5) | IGETUNLINK_REG_REG(r3,r5)","c1=int:18;c2=int:1;r1=R8;r2=R12;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1773
284,3,3,1,7,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3) | IGETUNLINK_REG_REG(r2,r3)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;r4=R47;c3=int:22","benchmark_awfy_richards_opt",346
285,3,3,1,6,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c3)","r1=R4;r2=R3;r3=R47;c1=int:24;c2=int:6;c3=int:1","benchmark_awfy_richards_opt",360
286,3,1,1,10,candidate,"UNLINKN_REG_REG(r1,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c4,c2,r4,r5,c3)","r1=R7;r2=R8;r3=R12;c1=int:24;c2=int:6;r4=R10;r5=R13;c3=int:1;r6=R14;c4=int:20","benchmark_awfy_richards_opt",1792
287,3,1,1,7,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r1,r5,c2) | RET_REG(r1)","r1=R7;r2=R4;r3=R6;c1=int:0;r4=R5;r5=R9;c2=int:9","benchmark_awfy_richards_opt",2030
288,3,3,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r2,c2) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R11;r2=R47;c1=int:9;r3=R10;c2=int:17;r4=R15","benchmark_awfy_richards_opt",639
289,2,2,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r2,r3,c3)","r1=R16;r2=R18;r3=R15;r4=R47;c1=int:21;c2=int:6;c3=int:2","benchmark_awfy_richards_opt",808
290,2,2,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3) | ISETATTR1_REG_INT_REG(r3,c4,r5)","r1=R11;r2=R18;c1=int:1000;r3=R15;r4=R47;c2=int:20;c3=int:6;c4=int:2;r5=R16","benchmark_awfy_richards_opt",843
