crexx-nr05-call-census-manifest|1
# Exact post-P05-CF1 optimized/no-opt product at 537d3b3d276606767535ecb84ad2a3c80073e5dd.
# id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s
storage-noopt|storage-current|Storage|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_storage_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|10|PASS: AWFY Storage|source=tests/benchmarks/awfy_storage.crexx;TRACE=Off|0|1|41e875f244edbfa73de931832223e39f58ef6d4e8558e65d52e201cbef1311b4|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
storage-opt|storage-current|Storage|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_storage_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|10|PASS: AWFY Storage|source=tests/benchmarks/awfy_storage.crexx;TRACE=Off|0|1|5d14b5a7fc3d9aa81c62a583362709bc4d05426156d0c776ef2597fedd430bd6|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
list-noopt|list-current|List|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_list_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|100|PASS: AWFY List|source=tests/benchmarks/awfy_list.crexx;TRACE=Off|0|1|05c028b60a4bec19044c2437fbc6ee39b6bc306a0c2a8a5ebfaca00956b39b86|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
list-opt|list-current|List|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_list_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|100|PASS: AWFY List|source=tests/benchmarks/awfy_list.crexx;TRACE=Off|0|1|6a0b52d8da3930b2edafc849c83faffa7a8e855d96fef4e43d8d8d52784ca0c4|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
richards-noopt|richards-current|Richards|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_richards_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|1|PASS: AWFY Richards|source=tests/benchmarks/awfy_richards.crexx;TRACE=Off|0|1|7e0ada5338b44d7c1cafdd9da202981aa2fbe5aebff75130dbb0222efa5ccb97|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
richards-opt|richards-current|Richards|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_richards_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|1|PASS: AWFY Richards|source=tests/benchmarks/awfy_richards.crexx;TRACE=Off|0|1|5e9c51a3bf64403550d6f9d3ba2974c67eb738e6ea1ae17b3993f1efed708e42|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
json-noopt|json-current|JSON|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_json_parser_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|5000|PASS: JSON Parser|source=tests/benchmarks/json_parser.crexx;TRACE=Off|0|1|442a6f09ee3641e443e4123a23edcda5351db11fe53b90f4d7957dd66ae31c13|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
json-opt|json-current|JSON|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_json_parser_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|5000|PASS: JSON Parser|source=tests/benchmarks/json_parser.crexx;TRACE=Off|0|1|18b858eb7be8a14ef1905deb83e266354b4d3849d939e3b5238a7046b89a89b6|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
base64-noopt|base64-current|Base64|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_base64_roundtrip_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|500|PASS: Base64 Roundtrip|source=tests/benchmarks/base64_roundtrip.crexx;TRACE=Off|0|1|377ff7ef5311411f63a6b99808d33533073496fae4eb1a54df425200b29be537|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
base64-opt|base64-current|Base64|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_base64_roundtrip_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|500|PASS: Base64 Roundtrip|source=tests/benchmarks/base64_roundtrip.crexx;TRACE=Off|0|1|43f98f3ea06826881c71970c8447954f4a1e84efe4ffbd53649b2893cc0e0464|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
rexxcps-noopt|rexxcps-current|RexxCPS|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_rexxcps_levelb_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|--smoke-count;1|PASS: RexxCPS 2.2d cREXX port|source=tests/benchmarks/rexxcps_levelb.crexx;TRACE=Off;noncanonical_smoke_count=1|0|1|4d92a561d9e241ee6b8fdfe4551400deccabc60710018bb23c7c8bedd86ac5c7|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
rexxcps-opt|rexxcps-current|RexxCPS|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_rexxcps_levelb_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|--smoke-count;1|PASS: RexxCPS 2.2d cREXX port|source=tests/benchmarks/rexxcps_levelb.crexx;TRACE=Off;noncanonical_smoke_count=1|0|1|208874392b8f4b41b5627f7e6ddb97a5d79ad6c586d4ab1b8a0d3b3bd6a136c2|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
