crexx-nr05-call-census-manifest|1
# Exact post-P05-CF1 optimized/no-opt product at 537d3b3d276606767535ecb84ad2a3c80073e5dd.
# id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s
sieve-noopt|sieve-current|Sieve|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_sieve_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|50|PASS: AWFY Sieve|source=tests/benchmarks/awfy_sieve.crexx;TRACE=Off|0|1|0c8d9099db3f12caee8bc89ba14bbdffbb418002092590fb85100a3bdc7ea472|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
sieve-opt|sieve-current|Sieve|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|50|PASS: AWFY Sieve|source=tests/benchmarks/awfy_sieve.crexx;TRACE=Off|0|1|75d264a9acb4f17aab6c85e1a2991904580950ec6cd4da1c235d1010319e4f7f|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
permute-noopt|permute-current|Permute|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_permute_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|50|PASS: AWFY Permute|source=tests/benchmarks/awfy_permute.crexx;TRACE=Off|0|1|1bd3161c39e8df0b0830e0b0788faa90df876456d98a0fe72992294186e2af78|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
permute-opt|permute-current|Permute|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_permute_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|50|PASS: AWFY Permute|source=tests/benchmarks/awfy_permute.crexx;TRACE=Off|0|1|bd7bc9c4d4b09a5a582e7666e4a5d5ef3b48eb35c9135cd6d2dfd07f1a00e6ae|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
mandelbrot-noopt|mandelbrot-current|Mandelbrot|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_mandelbrot_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|500|PASS: AWFY Mandelbrot|source=tests/benchmarks/awfy_mandelbrot.crexx;TRACE=Off|0|1|5c09019a0e611d0987ad08618eb9542b848c95243d385b0fa205064d1e6ae388|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
mandelbrot-opt|mandelbrot-current|Mandelbrot|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_mandelbrot_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|500|PASS: AWFY Mandelbrot|source=tests/benchmarks/awfy_mandelbrot.crexx;TRACE=Off|0|1|fc7619ae74b5c7f74fc5e322d29929f2618d1a244b8cee51293751b51292e23e|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
towers-noopt|towers-current|Towers|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_towers_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|10|PASS: AWFY Towers|source=tests/benchmarks/awfy_towers.crexx;TRACE=Off|0|1|efb6a3bf21c56d54e0868896fd69a0fedadd7048ada89b2088aed42f9b8e3b87|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
towers-opt|towers-current|Towers|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_towers_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|10|PASS: AWFY Towers|source=tests/benchmarks/awfy_towers.crexx;TRACE=Off|0|1|f952afc1afb55dfc5a47af28b9cad0854f38fee29670c98c9a371c31939e5aeb|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
bounce-noopt|bounce-current|Bounce|baseline|noopt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_bounce_noopt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|100|PASS: AWFY Bounce|source=tests/benchmarks/awfy_bounce.crexx;TRACE=Off|0|1|21b106215b13efb6e125237f19f06754aa53843b1c2a0aca6359304cbb920122|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
bounce-opt|bounce-current|Bounce|candidate|opt|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/tests/benchmarks/benchmark_awfy_bounce_opt.rxbin|/tmp/crexx-perf2-05-sa1.MzdvHT/baseline-release/bin/library.rxbin|100|PASS: AWFY Bounce|source=tests/benchmarks/awfy_bounce.crexx;TRACE=Off|0|1|7510f0b3857f0f87fcda024e63ae49472888cd1f4e6daf968940b986dffb0aee|0095a9073fad7aeec923705c5a9d50c17d14174fcce96128334b3fe19b34ed8a
