sequence,vm_mode,phase,round,position,cell,vm_binary,image,library,native_cps,process_real_s,effective_count,pass,started_utc,ended_utc,stdout,stderr
39,rxbvm,recorded,6,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1190430,8.41,100,1,2026-07-19T16:13:56Z,2026-07-19T16:14:05Z,raw/039-rxbvm-recorded-r06-p3-cellC.stdout.txt,raw/039-rxbvm-recorded-r06-p3-cellC.stderr.txt
40,rxvm,recorded,6,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1216113,8.24,100,1,2026-07-19T16:14:05Z,2026-07-19T16:14:13Z,raw/040-rxvm-recorded-r06-p1-cellB.stdout.txt,raw/040-rxvm-recorded-r06-p1-cellB.stderr.txt
41,rxvm,recorded,6,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1186949,8.44,100,1,2026-07-19T16:14:13Z,2026-07-19T16:14:21Z,raw/041-rxvm-recorded-r06-p2-cellA.stdout.txt,raw/041-rxvm-recorded-r06-p2-cellA.stderr.txt
42,rxvm,recorded,6,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1209993,8.28,100,1,2026-07-19T16:14:21Z,2026-07-19T16:14:30Z,raw/042-rxvm-recorded-r06-p3-cellC.stdout.txt,raw/042-rxvm-recorded-r06-p3-cellC.stderr.txt
43,rxvm,recorded,7,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1188975,8.42,100,1,2026-07-19T16:14:30Z,2026-07-19T16:14:38Z,raw/043-rxvm-recorded-r07-p1-cellB.stdout.txt,raw/043-rxvm-recorded-r07-p1-cellB.stderr.txt
44,rxvm,recorded,7,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1222571,8.19,100,1,2026-07-19T16:14:38Z,2026-07-19T16:14:46Z,raw/044-rxvm-recorded-r07-p2-cellA.stdout.txt,raw/044-rxvm-recorded-r07-p2-cellA.stderr.txt
45,rxvm,recorded,7,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1198964,8.35,100,1,2026-07-19T16:14:46Z,2026-07-19T16:14:55Z,raw/045-rxvm-recorded-r07-p3-cellC.stdout.txt,raw/045-rxvm-recorded-r07-p3-cellC.stderr.txt
46,rxbvm,recorded,7,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1187493,8.43,100,1,2026-07-19T16:14:55Z,2026-07-19T16:15:03Z,raw/046-rxbvm-recorded-r07-p1-cellB.stdout.txt,raw/046-rxbvm-recorded-r07-p1-cellB.stderr.txt
47,rxbvm,recorded,7,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1195707,8.38,100,1,2026-07-19T16:15:03Z,2026-07-19T16:15:12Z,raw/047-rxbvm-recorded-r07-p2-cellA.stdout.txt,raw/047-rxbvm-recorded-r07-p2-cellA.stderr.txt
48,rxbvm,recorded,7,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1199809,8.35,100,1,2026-07-19T16:15:12Z,2026-07-19T16:15:20Z,raw/048-rxbvm-recorded-r07-p3-cellC.stdout.txt,raw/048-rxbvm-recorded-r07-p3-cellC.stderr.txt
49,rxbvm,recorded,8,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1200953,8.34,100,1,2026-07-19T16:15:20Z,2026-07-19T16:15:28Z,raw/049-rxbvm-recorded-r08-p1-cellA.stdout.txt,raw/049-rxbvm-recorded-r08-p1-cellA.stderr.txt
50,rxbvm,recorded,8,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1194886,8.38,100,1,2026-07-19T16:15:28Z,2026-07-19T16:15:37Z,raw/050-rxbvm-recorded-r08-p2-cellC.stdout.txt,raw/050-rxbvm-recorded-r08-p2-cellC.stderr.txt
51,rxbvm,recorded,8,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1210501,8.27,100,1,2026-07-19T16:15:37Z,2026-07-19T16:15:45Z,raw/051-rxbvm-recorded-r08-p3-cellB.stdout.txt,raw/051-rxbvm-recorded-r08-p3-cellB.stderr.txt
52,rxvm,recorded,8,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1193140,8.39,100,1,2026-07-19T16:15:45Z,2026-07-19T16:15:53Z,raw/052-rxvm-recorded-r08-p1-cellA.stdout.txt,raw/052-rxvm-recorded-r08-p1-cellA.stderr.txt
53,rxvm,recorded,8,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1229245,8.15,100,1,2026-07-19T16:15:53Z,2026-07-19T16:16:02Z,raw/053-rxvm-recorded-r08-p2-cellC.stdout.txt,raw/053-rxvm-recorded-r08-p2-cellC.stderr.txt
54,rxvm,recorded,8,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1185157,8.45,100,1,2026-07-19T16:16:02Z,2026-07-19T16:16:10Z,raw/054-rxvm-recorded-r08-p3-cellB.stdout.txt,raw/054-rxvm-recorded-r08-p3-cellB.stderr.txt
55,rxvm,recorded,9,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1203833,8.32,100,1,2026-07-19T16:16:10Z,2026-07-19T16:16:18Z,raw/055-rxvm-recorded-r09-p1-cellC.stdout.txt,raw/055-rxvm-recorded-r09-p1-cellC.stderr.txt
56,rxvm,recorded,9,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1193649,8.39,100,1,2026-07-19T16:16:18Z,2026-07-19T16:16:27Z,raw/056-rxvm-recorded-r09-p2-cellB.stdout.txt,raw/056-rxvm-recorded-r09-p2-cellB.stderr.txt
57,rxvm,recorded,9,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1191794,8.40,100,1,2026-07-19T16:16:27Z,2026-07-19T16:16:35Z,raw/057-rxvm-recorded-r09-p3-cellA.stdout.txt,raw/057-rxvm-recorded-r09-p3-cellA.stderr.txt
58,rxbvm,recorded,9,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1226113,8.17,100,1,2026-07-19T16:16:35Z,2026-07-19T16:16:43Z,raw/058-rxbvm-recorded-r09-p1-cellC.stdout.txt,raw/058-rxbvm-recorded-r09-p1-cellC.stderr.txt
59,rxbvm,recorded,9,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1179459,8.49,100,1,2026-07-19T16:16:43Z,2026-07-19T16:16:52Z,raw/059-rxbvm-recorded-r09-p2-cellB.stdout.txt,raw/059-rxbvm-recorded-r09-p2-cellB.stderr.txt
60,rxbvm,recorded,9,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1197745,8.36,100,1,2026-07-19T16:16:52Z,2026-07-19T16:17:00Z,raw/060-rxbvm-recorded-r09-p3-cellA.stdout.txt,raw/060-rxbvm-recorded-r09-p3-cellA.stderr.txt
61,rxbvm,recorded,10,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1192560,8.40,100,1,2026-07-19T16:17:00Z,2026-07-19T16:17:09Z,raw/061-rxbvm-recorded-r10-p1-cellC.stdout.txt,raw/061-rxbvm-recorded-r10-p1-cellC.stderr.txt
62,rxbvm,recorded,10,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1204268,8.32,100,1,2026-07-19T16:17:09Z,2026-07-19T16:17:17Z,raw/062-rxbvm-recorded-r10-p2-cellA.stdout.txt,raw/062-rxbvm-recorded-r10-p2-cellA.stderr.txt
63,rxbvm,recorded,10,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1186657,8.44,100,1,2026-07-19T16:17:17Z,2026-07-19T16:17:26Z,raw/063-rxbvm-recorded-r10-p3-cellB.stdout.txt,raw/063-rxbvm-recorded-r10-p3-cellB.stderr.txt
64,rxvm,recorded,10,1,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1195391,8.38,100,1,2026-07-19T16:17:26Z,2026-07-19T16:17:34Z,raw/064-rxvm-recorded-r10-p1-cellC.stdout.txt,raw/064-rxvm-recorded-r10-p1-cellC.stderr.txt
65,rxvm,recorded,10,2,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1200393,8.34,100,1,2026-07-19T16:17:34Z,2026-07-19T16:17:42Z,raw/065-rxvm-recorded-r10-p2-cellA.stdout.txt,raw/065-rxvm-recorded-r10-p2-cellA.stderr.txt
66,rxvm,recorded,10,3,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1185010,8.45,100,1,2026-07-19T16:17:42Z,2026-07-19T16:17:51Z,raw/066-rxvm-recorded-r10-p3-cellB.stdout.txt,raw/066-rxvm-recorded-r10-p3-cellB.stderr.txt
67,rxvm,recorded,11,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1200151,8.35,100,1,2026-07-19T16:17:51Z,2026-07-19T16:17:59Z,raw/067-rxvm-recorded-r11-p1-cellB.stdout.txt,raw/067-rxvm-recorded-r11-p1-cellB.stderr.txt
68,rxvm,recorded,11,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1195413,8.38,100,1,2026-07-19T16:17:59Z,2026-07-19T16:18:08Z,raw/068-rxvm-recorded-r11-p2-cellC.stdout.txt,raw/068-rxvm-recorded-r11-p2-cellC.stderr.txt
69,rxvm,recorded,11,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1208099,8.29,100,1,2026-07-19T16:18:08Z,2026-07-19T16:18:16Z,raw/069-rxvm-recorded-r11-p3-cellA.stdout.txt,raw/069-rxvm-recorded-r11-p3-cellA.stderr.txt
70,rxbvm,recorded,11,1,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1169903,8.56,100,1,2026-07-19T16:18:16Z,2026-07-19T16:18:24Z,raw/070-rxbvm-recorded-r11-p1-cellB.stdout.txt,raw/070-rxbvm-recorded-r11-p1-cellB.stderr.txt
71,rxbvm,recorded,11,2,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1194077,8.39,100,1,2026-07-19T16:18:24Z,2026-07-19T16:18:33Z,raw/071-rxbvm-recorded-r11-p2-cellC.stdout.txt,raw/071-rxbvm-recorded-r11-p2-cellC.stderr.txt
72,rxbvm,recorded,11,3,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1141571,8.77,100,1,2026-07-19T16:18:33Z,2026-07-19T16:18:42Z,raw/072-rxbvm-recorded-r11-p3-cellA.stdout.txt,raw/072-rxbvm-recorded-r11-p3-cellA.stderr.txt
73,rxbvm,recorded,12,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1132265,8.84,100,1,2026-07-19T16:18:42Z,2026-07-19T16:18:50Z,raw/073-rxbvm-recorded-r12-p1-cellA.stdout.txt,raw/073-rxbvm-recorded-r12-p1-cellA.stderr.txt
74,rxbvm,recorded,12,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1193073,8.39,100,1,2026-07-19T16:18:50Z,2026-07-19T16:18:59Z,raw/074-rxbvm-recorded-r12-p2-cellB.stdout.txt,raw/074-rxbvm-recorded-r12-p2-cellB.stderr.txt
75,rxbvm,recorded,12,3,C,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxbvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/images/cell-c.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/library.rxbin,1166013,8.59,100,1,2026-07-19T16:18:59Z,2026-07-19T16:19:07Z,raw/075-rxbvm-recorded-r12-p3-cellC.stdout.txt,raw/075-rxbvm-recorded-r12-p3-cellC.stderr.txt
76,rxvm,recorded,12,1,A,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1195131,8.38,100,1,2026-07-19T16:19:08Z,2026-07-19T16:19:16Z,raw/076-rxvm-recorded-r12-p1-cellA.stdout.txt,raw/076-rxvm-recorded-r12-p1-cellA.stderr.txt
77,rxvm,recorded,12,2,B,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/corrected-rebaseline/artifacts/candidate/rxvm,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/images/cell-a.rxbin,/Users/adrian/CLionProjects/CREXX/performance/evidence/2026-07-18-nr-09-large-instruction-batch-first-release-verdict/rebaseline/artifacts/accepted/library.rxbin,1166179,8.59,100,1,2026-07-19T16:19:16Z,2026-07-19T16:19:25Z,raw/077-rxvm-recorded-r12-p2-cellB.stdout.txt,raw/077-rxvm-recorded-r12-p2-cellB.stderr.txt
