phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,139319.727891156450,7350
recorded,1,5,rxbvml,channel-throughput,accepted,2764.340013821700,92608
recorded,1,6,rxbvml,channel-latency,candidate,133420.195439739415,7675
recorded,1,6,rxbvml,channel-throughput,candidate,2719.816412392163,94124
recorded,1,7,rxtvml,channel-latency,accepted,146097.874161791988,7009
recorded,1,7,rxtvml,channel-throughput,accepted,2370.677680440057,107986
recorded,1,8,rxtvml,channel-latency,candidate,134277.471806976129,7626
recorded,1,8,rxtvml,channel-throughput,candidate,2232.765838682668,114656
recorded,2,9,rxtvml,channel-latency,candidate,127426.580388252856,8036
recorded,2,9,rxtvml,channel-throughput,candidate,2682.622682832263,95429
recorded,2,10,rxtvml,channel-latency,accepted,133803.737096563447,7653
recorded,2,10,rxtvml,channel-throughput,accepted,2552.470212872027,100295
recorded,2,11,rxbvml,channel-latency,candidate,123091.717754537807,8319
recorded,2,11,rxbvml,channel-throughput,candidate,2837.445412427124,90222
recorded,2,12,rxbvml,channel-latency,accepted,131636.457128165581,7779
recorded,2,12,rxbvml,channel-throughput,accepted,2534.979749868795,100987
recorded,3,13,rxbvml,channel-latency,accepted,123136.123136123133,8316
recorded,3,13,rxbvml,channel-throughput,accepted,2881.714620199019,88836
recorded,3,14,rxbvml,channel-latency,candidate,126591.667696872290,8089
recorded,3,14,rxbvml,channel-throughput,candidate,2849.224810515420,89849
recorded,3,15,rxtvml,channel-latency,accepted,125505.576663806845,8159
recorded,3,15,rxtvml,channel-throughput,accepted,2379.381175005344,107591
recorded,3,16,rxtvml,channel-latency,candidate,127984.001999750035,8001
recorded,3,16,rxtvml,channel-throughput,candidate,2368.089987419522,108104
recorded,4,17,rxtvml,channel-latency,candidate,125829.442123371831,8138
recorded,4,17,rxtvml,channel-throughput,candidate,2297.736370653598,111414
recorded,4,18,rxtvml,channel-latency,accepted,125829.442123371831,8138
recorded,4,18,rxtvml,channel-throughput,accepted,2312.681807505375,110694
recorded,4,19,rxbvml,channel-latency,candidate,119472.640298681596,8571
recorded,4,19,rxbvml,channel-throughput,candidate,2657.476228044679,96332
recorded,4,20,rxbvml,channel-latency,accepted,119654.124795512966,8558
recorded,4,20,rxbvml,channel-throughput,accepted,2309.114689036215,110865
recorded,5,21,rxbvml,channel-latency,accepted,130396.026996052460,7853
recorded,5,21,rxbvml,channel-throughput,accepted,2548.861475352709,100437
recorded,5,22,rxbvml,channel-latency,candidate,117015.198263055645,8751
recorded,5,22,rxbvml,channel-throughput,candidate,2601.916880952139,98389
recorded,5,23,rxtvml,channel-latency,accepted,118381.502890173404,8650
recorded,5,23,rxtvml,channel-throughput,accepted,2221.296681938081,115248
recorded,5,24,rxtvml,channel-latency,candidate,120655.119594674208,8487
recorded,5,24,rxtvml,channel-throughput,candidate,2224.732771356566,115070
recorded,6,25,rxtvml,channel-latency,candidate,119794.103883949458,8548
recorded,6,25,rxtvml,channel-throughput,candidate,2239.249851299815,114324
recorded,6,26,rxtvml,channel-latency,accepted,117728.213382386763,8698
recorded,6,26,rxtvml,channel-throughput,accepted,2200.144384475231,116356
recorded,6,27,rxbvml,channel-latency,candidate,113866.340487045483,8993
recorded,6,27,rxbvml,channel-throughput,candidate,2446.132530696097,104655
recorded,6,28,rxbvml,channel-latency,accepted,111268.064761490823,9203
recorded,6,28,rxbvml,channel-throughput,accepted,2183.424735814136,117247
recorded,7,29,rxbvml,channel-latency,accepted,111461.848263851090,9187
recorded,7,29,rxbvml,channel-throughput,accepted,2523.534920400217,101445
recorded,7,30,rxbvml,channel-latency,candidate,117836.593785960868,8690
recorded,7,30,rxbvml,channel-throughput,candidate,2561.665082303497,99935
recorded,7,31,rxtvml,channel-latency,accepted,120626.693367887856,8489
recorded,7,31,rxtvml,channel-throughput,accepted,2199.444983804868,116393
recorded,7,32,rxtvml,channel-latency,candidate,118340.459956084596,8653
recorded,7,32,rxtvml,channel-throughput,candidate,2236.491503953173,114465
recorded,8,33,rxtvml,channel-latency,candidate,120612.485276796229,8490
recorded,8,33,rxtvml,channel-throughput,candidate,2229.479642934901,114825
recorded,8,34,rxtvml,channel-latency,accepted,120103.213699272819,8526
recorded,8,34,rxtvml,channel-throughput,accepted,2200.976683403260,116312
recorded,8,35,rxbvml,channel-latency,candidate,118903.855085926611,8612
recorded,8,35,rxbvml,channel-throughput,candidate,2234.441825957930,114570
recorded,8,36,rxbvml,channel-latency,accepted,120712.012259813739,8483
recorded,8,36,rxbvml,channel-throughput,accepted,2422.040569179534,105696
recorded,9,37,rxbvml,channel-latency,accepted,114991.577765300390,8905
recorded,9,37,rxbvml,channel-throughput,accepted,2601.388084423173,98409
recorded,9,38,rxbvml,channel-latency,candidate,115523.465703971116,8864
recorded,9,38,rxbvml,channel-throughput,candidate,2646.788184572120,96721
recorded,9,39,rxtvml,channel-latency,accepted,119430.837415442031,8574
recorded,9,39,rxtvml,channel-throughput,accepted,2274.948902514885,112530
recorded,9,40,rxtvml,channel-latency,candidate,118986.753427841046,8606
recorded,9,40,rxtvml,channel-throughput,candidate,2314.124293785311,110625
recorded,10,41,rxtvml,channel-latency,candidate,119724.073424529401,8553
recorded,10,41,rxtvml,channel-throughput,candidate,2278.289502959106,112365
recorded,10,42,rxtvml,channel-latency,accepted,117593.017914561322,8708
recorded,10,42,rxtvml,channel-throughput,accepted,2226.803406313335,114963
