workload,runtime,variant,lifecycle,phase,sequence,elapsed_ns,exit_code,correctness,benchmark_metric,benchmark_unit
permute,netrexx,equivalent-port,process,warmup,1,36900375,0,pass,,
permute,netrexx,equivalent-port,process,recorded,1,35072250,0,pass,,
permute,netrexx,equivalent-port,process,recorded,2,34577292,0,pass,,
permute,netrexx,equivalent-port,process,recorded,3,35857458,0,pass,,
