rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,6315000,15,1,6,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r4,r5,r2)","r1=R10;r2=R29;r3=R2;c1=label@1265;r4=R24;r5=R41","rxjson",1202
2,6110000,14,1,7,candidate,"BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r2,r3,r4) | IEQ_REG_REG_INT(r5,r2,c2)","c1=label@1265;r1=R10;r2=R24;r3=R41;r4=R29;r5=R9;c2=int:32","rxjson",1206
3,4640000,4,1,6,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BRF_ID_REG(c2,r4)","r1=R15;r2=R97;r3=R99;r4=R14;c1=int:34;c2=label@10063","rxjson",9320
4,2230000,12,1,6,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BRT_ID_REG(c2,r4)","r1=R24;r2=R41;r3=R29;r4=R9;c1=int:32;c2=label@1224","rxjson",1209
5,2230000,12,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r1,r2,c3)","r1=R9;r2=R24;c1=int:32;c2=label@1224;c3=int:9","rxjson",1213
6,2125000,11,1,5,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRT_ID_REG(c3,r1)","c1=label@1224;r1=R9;r2=R24;c2=int:9;c3=label@1235","rxjson",1217
7,2125000,11,1,7,candidate,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r2,r3,c2) | BRTF_ID_ID_REG(c3,c4,r2)","c1=label@1235;r1=R9;r2=R8;r3=R24;c2=int:10;c3=label@1249;c4=label@1241","rxjson",1224
8,2125000,11,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IEQ_REG_REG_INT(r3,r2,c3)","r1=R9;r2=R24;c1=int:9;c2=label@1235;r3=R8;c3=int:10","rxjson",1220
9,2090000,12,1,6,candidate,"COPY_REG_REG(r1,r2) | ILT_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c1,r3)","r1=R39;r2=R1;r3=R37;r4=R8;r5=R2;c1=label@1131","rxjson",1065
10,1315000,10,1,5,candidate,"BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R24;r2=R34;r3=R29;c1=int:93;c2=label@1294","rxjson",1275
11,1315000,10,1,5,candidate,"BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r1,r1,c2)","c1=label@1283;r1=R24;r2=R34;r3=R29;c2=int:93","rxjson",1272
12,1315000,10,1,5,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r1,r4,r2)","r1=R24;r2=R29;r3=R13;c1=label@1283;r4=R34","rxjson",1268
13,695000,4,1,24,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r17,r18,r19,r20,r21,r22,r23,r24)","r1=R1;r2=R25;r3=R2;r4=R26;r5=R8;r6=R27;r7=R5;r8=R29;r9=R3;r10=R30;r11=R0;r12=R31;r13=R4;r14=R32;r15=R6;r16=R33;r17=R10;r18=R34;r19=R11;r20=R35;r21=R12;r22=R36;r23=R13;r24=R37","rxjson",1026
14,655000,1,1,6,candidate,"ICOPY_REG_REG(r1,r2) | BGETU8_REG_REG_REG(r3,r4,r2) | IEQ_REG_REG_INT(r5,r3,c1)","r1=R4;r2=R99;r3=R15;r4=R97;r5=R14;c1=int:34","rxjson",9317
15,655000,6,1,5,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | IADD_REG_REG_INT(r2,r2,c3)","r1=R56;c1=int:44;c2=label@1559;r2=R29;c3=int:1","rxjson",1476
16,655000,1,1,7,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | COPY_REG_REG(r1,r2) | ILT_REG_REG_REG(r3,r4,r5)","c1=int:18;c2=int:1;r1=R21;r2=R97;r3=R13;r4=R99;r5=R98","rxjson",9238
17,655000,4,1,15,candidate,"SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r1,c1,r2,r3,r4) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r5,c1,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14)","r1=R3;c1=int:256;r2=R30;r3=R0;r4=R31;r5=R4;r6=R32;r7=R6;r8=R33;r9=R34;r10=R10;r11=R35;r12=R11;r13=R36;r14=R12","rxjson",1001
