rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,6110000,14,1,8,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | BGETU8_REG_REG_REG(r4,r5,r2) | IEQ_REG_REG_INT(r6,r4,c2)","r1=R10;r2=R29;r3=R2;c1=label@1265;r4=R24;r5=R41;r6=R9;c2=int:32","rxjson",1202
160,5000,1,1,8,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | IEQ_REG_REG_REG(r4,r5,r6) | BRF_ID_REG(c2,r4)","c1=label@12640;r1=R52;r2=R13;r3=R43;r4=R54;r5=R79;r6=R80;c2=label@12650","rxjson",12634
161,5000,1,1,6,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | LOAD_REG_INT(r2,c4)","c1=label@10667;r1=R80;r2=R106;c2=int:0;c3=label@10682;c4=int:1","rxjson",10660
162,5000,1,1,7,candidate,"BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c2,r1) | IEQ_REG_REG_REG(r4,r5,r3)","c1=label@8830;r1=R22;r2=R36;r3=R24;c2=label@8841;r4=R20;r5=R35","rxjson",8823
163,5000,1,1,8,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | ICOPY_REG_REG(r4,r5)","c1=label@10682;r1=R80;r2=R106;c2=int:1;r3=R107;c3=int:5;r4=R108;r5=R4","rxjson",10667
164,5000,1,1,11,candidate,"BRF_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | COPY_REG_REG(r6,r7) | IADD_REG_REG_INT(r8,r9,c2)","c1=label@1576;r1=R38;r2=R28;r3=R27;r4=R26;r5=R25;r6=R34;r7=R1;r8=R29;r9=R12;c2=int:1","rxjson",1184
165,5000,1,1,8,candidate,"BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","c1=label@157;r1=R6;r2=R10;c2=string@6312;r3=R8;c3=int:2;r4=R1;c4=int:256","benchmark_json_parser_noopt",107
166,5000,1,1,11,candidate,"BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | NULLN_REG_REG_REG(r6,r7,r8) | SCOPY_REG_REG(r9,r10)","c1=label@9175;r1=R35;r2=R31;r3=R30;r4=R28;r5=R26;r6=R24;r7=R19;r8=R17;r9=R18;r10=R38","rxjson",8981
167,5000,1,1,8,candidate,"COPY_REG_REG(r1,r2) | IADD_REG_REG_INT(r3,r4,c1) | COPY_REG_REG(r5,r1) | ILT_REG_REG_REG(r6,r3,r7)","r1=R34;r2=R1;r3=R29;r4=R12;c1=int:1;r5=R41;r6=R10;r7=R2","rxjson",1192
168,5000,1,1,17,candidate,"COPY_REG_REG(r1,r2) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c1,r4,c2,r5) | SWAPN_REG_REG_REG_REG_REG_REG(r6,r7,r8,r9,r10,r11) | SWAPCALL_REG_FUNC_REG_REG_REG(r12,c3,r3,r13,r14)","r1=R2;r2=R23;r3=R24;c1=int:5;r4=R7;c2=int:256;r5=R25;r6=R26;r7=R3;r8=R27;r9=R0;r10=R28;r11=R4;r12=R5;c3=func@2278784;r13=R6;r14=R29","rxjson",921
169,5000,1,1,5,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | ICOPY_REG_REG(r4,r5)","r1=R4;r2=R3;r3=R0;r4=R16;r5=R37","rxjson",1165
170,5000,1,1,6,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ICOPY_REG_REG(r3,r4) | BGT_ID_REG_INT(c1,r3,c2)","r1=R3;r2=R0;r3=R16;r4=R37;c1=label@1180;c2=int:0","rxjson",1167
171,5000,1,1,6,candidate,"ENDLIFE_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r3,r4)","r1=R29;r2=R52;c1=int:1;c2=label@12640;r3=R13;r4=R43","rxjson",12628
172,5000,1,1,8,candidate,"IADD_REG_REG_INT(r1,r1,c1) | IEQ_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2) | IEQ_REG_REG_INT(r2,r5,c3)","r1=R99;c1=int:1;r2=R80;r3=R100;r4=R101;c2=label@10667;r5=R106;c3=int:0","rxjson",10652
173,5000,1,1,6,candidate,"IADD_REG_REG_INT(r1,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r1,c2) | LOAD_REG_INT(r4,c2) | ISETUNLINK_REG_REG(r2,r4)","r1=R4;c1=int:1;r2=R38;r3=R41;c2=int:0;r4=R36","rxjson",8906
174,5000,1,1,8,candidate,"IADD_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r4) | ILT_REG_REG_REG(r5,r1,r6) | BRF_ID_REG(c2,r5)","r1=R29;r2=R12;c1=int:1;r3=R41;r4=R34;r5=R10;r6=R2;c2=label@1265","rxjson",1195
175,5000,1,1,7,candidate,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | BCMPB_REG_REG_REG(r3,r4,r5) | IEQ_REG_REG_INT(r3,r3,c2)","r1=R28;r2=R3;c1=int:1;r3=R27;r4=R37;r5=R29;c2=int:0","rxjson",12517
176,5000,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BR_ID(c2)","r1=R108;r2=R4;r3=R109;r4=R99;r5=R80;c1=int:1;c2=label@10705","rxjson",10676
177,5000,1,1,9,candidate,"ICOPY_REG_REG(r1,r2) | ILTE_REG_REG_REG(r3,r2,r4) | BRF_ID_REG(c1,r3) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8)","r1=R3;r2=R5;r3=R36;r4=R11;c1=label@8714;r5=R35;r6=R34;r7=R31;r8=R29","rxjson",8539
178,5000,1,1,8,candidate,"ICOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R20;r2=R36;r3=R29;c1=string@314664;r4=R27;c2=int:0;r5=R23;c3=string@28856","rxjson",8996
179,5000,1,1,8,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r2,r3) | IEQ_REG_REG_REG(r4,r5,r6)","r1=R52;c1=int:1;c2=label@12640;r2=R13;r3=R43;r4=R54;r5=R79;r6=R80","rxjson",12630
180,5000,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c3) | ICOPY_REG_REG(r3,r2)","r1=R27;c1=int:0;c2=label@12543;r2=R26;c3=int:1;r3=R52","rxjson",12528
181,5000,1,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r3,r2)","r1=R34;r2=R30;c1=int:0;c2=label@9172;r3=R35","rxjson",9157
182,5000,1,1,7,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c3) | LOAD_REG_INT(r3,c4)","r1=R80;r2=R106;c1=int:0;c2=label@10682;c3=int:1;r3=R107;c4=int:5","rxjson",10663
183,5000,1,1,10,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | NULLN_REG_REG_REG_REG(r3,r4,r5,r6) | COPY_REG_REG(r7,r8)","r1=R38;r2=R11;c1=int:5;c2=label@1576;r3=R28;r4=R27;r5=R26;r6=R25;r7=R34;r8=R1","rxjson",1180
184,5000,1,1,7,candidate,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R80;r2=R100;r3=R101;c1=label@10667;r4=R106;c2=int:0;c3=label@10682","rxjson",10656
185,5000,1,1,8,candidate,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r4,r5,r3) | BRTF_ID_ID_REG(c2,c3,r4)","r1=R22;r2=R36;r3=R24;c1=label@8841;r4=R20;r5=R35;c2=label@8847;c3=label@8852","rxjson",8826
186,5000,1,1,8,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R6;r2=R7;r3=R2;c1=label@157;r4=R10;c2=string@6312;r5=R8;c3=int:2","benchmark_json_parser_noopt",103
187,5000,1,1,11,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7) | NULLN_REG_REG_REG(r8,r9,r10)","r1=R35;r2=R36;r3=R33;c1=label@9175;r4=R31;r5=R30;r6=R28;r7=R26;r8=R24;r9=R19;r10=R17","rxjson",8977
188,5000,1,1,6,candidate,"ISETUNLINK_REG_REG(r1,r2) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r4,c1) | SCOPY_REG_REG(r1,r5) | UNLINK_REG(r1)","r1=R38;r2=R36;r3=R42;r4=R4;c1=int:0;r5=R1","rxjson",8918
189,5000,1,1,8,candidate,"ISETUNLINK_REG_REG(r1,r2) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r5,c1) | SCOPY_REG_REG(r6,r7) | STOBIN_REG(r6)","r1=R33;r2=R31;r3=R38;r4=R44;r5=R4;c1=int:0;r6=R36;r7=R1","rxjson",9216
190,5000,1,1,9,candidate,"ISUB_REG_REG_REG(r1,r2,r3) | LOAD_REG_STRING(r4,c1) | LOAD_REG_INT(r5,c2) | LOAD_REG_STRING(r6,c3)","r1=R35;r2=R5;r3=R3;r4=R34;c1=string@314664;r5=R31;c2=int:0;r6=R28;c3=string@28856","rxjson",8726
191,5000,1,1,19,candidate,"LOADSETTPSWAP_REG_INT_REG_INT_REG(r1,c1,r2,c2,r3) | SWAPN_REG_REG_REG_REG_REG_REG(r4,r5,r6,r7,r8,r9) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r10,c2,r11,r12,r13) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r14,c2,r15,r16,r17)","r1=R24;c1=int:13;r2=R1;c2=int:256;r3=R25;r4=R26;r5=R2;r6=R27;r7=R8;r8=R29;r9=R5;r10=R3;r11=R30;r12=R0;r13=R31;r14=R4;r15=R32;r16=R6;r17=R33","rxjson",988
192,5000,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | BLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c2,r5,c3,r6)","r1=R23;c1=int:0;r2=R22;r3=R2;r4=R24;c2=int:5;r5=R7;c3=int:256;r6=R25","rxjson",915
193,5000,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | LOAD_REG_INT(r6,c2)","r1=R107;c1=int:5;r2=R108;r3=R4;r4=R109;r5=R99;r6=R80;c2=int:1","rxjson",10673
194,5000,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2) | BGETU8_REG_REG_REG(r2,r5,r3)","r1=R37;c1=int:0;r2=R24;r3=R29;r4=R13;c2=label@1283;r5=R34","rxjson",1265
195,5000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETUNLINK_REG_REG(r2,r1) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r4,c1) | SCOPY_REG_REG(r2,r5)","r1=R36;c1=int:0;r2=R38;r3=R42;r4=R4;r5=R1","rxjson",8915
196,5000,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | ISETUNLINK_REG_REG(r2,r1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r5,c2) | SCOPY_REG_REG(r6,r7)","r1=R31;c1=int:-1;r2=R33;r3=R38;r4=R44;r5=R4;c2=int:0;r6=R36;r7=R1","rxjson",9213
197,5000,1,1,17,candidate,"LOAD_REG_INT(r1,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r2,c2,r3,c3,r4) | SWAPN_REG_REG_REG_REG_REG_REG(r5,r6,r7,r8,r9,r10) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r11,c3,r12,r13,r14)","r1=R28;c1=int:0;r2=R24;c2=int:13;r3=R1;c3=int:256;r4=R25;r5=R26;r6=R2;r7=R27;r8=R8;r9=R29;r10=R5;r11=R3;r12=R30;r13=R0;r14=R31","rxjson",985
198,5000,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | ILT_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c2,r3)","r1=R30;c1=int:0;r2=R32;r3=R24;r4=R29;r5=R13;c2=label@1559","rxjson",1300
199,5000,1,1,14,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r3,c2,r4,c3,r5) | SWAPN_REG_REG_REG_REG_REG_REG(r6,r7,r8,r9,r10,r11)","r1=R13;c1=int:0;r2=R28;r3=R24;c2=int:13;r4=R1;c3=int:256;r5=R25;r6=R26;r7=R2;r8=R27;r9=R8;r10=R29;r11=R5","rxjson",982
200,5000,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | ILT_REG_REG_REG(r4,r5,r6)","r1=R31;c1=int:0;r2=R30;r3=R32;r4=R24;r5=R29;r6=R13","rxjson",1297
201,5000,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOADSETTPSWAP_REG_INT_REG_INT_REG(r4,c2,r5,c3,r6)","r1=R12;c1=int:0;r2=R13;r3=R28;r4=R24;c2=int:13;r5=R1;c3=int:256;r6=R25","rxjson",979
202,5000,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | NULLN_REG_REG_REG_REG(r4,r5,r6,r7)","r1=R11;c1=int:0;r2=R12;r3=R13;r4=R6;r5=R4;r6=R3;r7=R0","rxjson",887
203,5000,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | NULLN_REG_REG_REG_REG(r3,r4,r5,r6) | SCOPY_REG_REG(r7,r8)","r1=R12;c1=int:0;r2=R13;r3=R6;r4=R4;r5=R3;r6=R0;r7=R9;r8=R84","rxjson",890
204,5000,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R106;c1=int:1;r2=R107;c2=int:5;r3=R108;r4=R4;r5=R109;r6=R99","rxjson",10670
205,5000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c2)","r1=R33;c1=int:1;r2=R31;c2=int:0;r3=R30;r4=R32","rxjson",1294
206,5000,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R4;c1=int:0;r2=R5;c2=int:1;r3=R12;r4=R40;r5=R11","rxjson",7686
207,5000,1,1,10,candidate,"LOAD_REG_INT(r1,c1) | NULLN_REG_REG_REG_REG(r2,r3,r4,r5) | SCOPY_REG_REG(r6,r7) | SCOPY_REG_REG(r8,r9)","r1=R13;c1=int:0;r2=R6;r3=R4;r4=R3;r5=R0;r6=R9;r7=R84;r8=R7;r9=R85","rxjson",893
208,5000,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SWAP_REG_REG(r3,r2) | SETTPCALL_REG_FUNC_REG_REG_INT(r4,c3,r1,r5,c4)","r1=R8;c1=int:2;r2=R1;c2=int:256;r3=R9;r4=R3;c3=func@6440;r5=R10;c4=int:768","benchmark_json_parser_noopt",113
209,5000,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r1,r2) | ILTE_REG_REG_REG(r3,r4,r1) | BRF_ID_REG(c2,r3)","r1=R11;c1=int:0;r2=R12;r3=R0;r4=R5;c2=label@9236","rxjson",7695
210,5000,1,1,7,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SWAP_REG_REG(r4,r3)","r1=R10;c1=string@6312;r2=R8;c2=int:2;r3=R1;c3=int:256;r4=R9","benchmark_json_parser_noopt",110
211,5000,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | LOAD_REG_INT(r4,c1) | ISETUNLINK_REG_REG(r1,r4) | MINLINKATTR1_REG_REG_REG_INT(r1,r5,r3,c1)","r1=R38;r2=R41;r3=R4;c1=int:0;r4=R36;r5=R42","rxjson",8910
212,5000,1,1,8,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | LOAD_REG_INT(r4,c2) | ISETUNLINK_REG_REG(r1,r4) | MINLINKATTR1_REG_REG_REG_INT(r5,r6,r3,c1)","r1=R33;r2=R43;r3=R4;c1=int:0;r4=R31;c2=int:-1;r5=R38;r6=R44","rxjson",9208
213,5000,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r1,r4) | UNLINK_REG(r1) | SCOPY_REG_REG(r1,r4)","r1=R38;r2=R42;r3=R4;c1=int:0;r4=R1","rxjson",8921
214,5000,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | SCOPY_REG_REG(r4,r5) | STOBIN_REG(r4) | BCOPY_REG_REG(r1,r4)","r1=R38;r2=R44;r3=R4;c1=int:0;r4=R36;r5=R1","rxjson",9219
215,5000,1,1,9,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7) | LOAD_REG_STRING(r8,c1)","r1=R24;r2=R19;r3=R17;r4=R18;r5=R38;r6=R20;r7=R36;r8=R29;c1=string@314664","rxjson",8989
216,5000,1,1,10,candidate,"NULLN_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | ISUB_REG_REG_REG(r6,r7,r8) | LOAD_REG_STRING(r9,c1)","r1=R29;r2=R27;r3=R24;r4=R26;r5=R40;r6=R35;r7=R5;r8=R3;r9=R34;c1=string@314664","rxjson",8719
217,5000,1,1,10,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | COPY_REG_REG(r5,r6) | IADD_REG_REG_INT(r7,r8,c1) | COPY_REG_REG(r9,r5)","r1=R28;r2=R27;r3=R26;r4=R25;r5=R34;r6=R1;r7=R29;r8=R12;c1=int:1;r9=R41","rxjson",1187
218,5000,1,1,11,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | ICOPY_REG_REG(r10,r11)","r1=R31;r2=R30;r3=R28;r4=R26;r5=R24;r6=R19;r7=R17;r8=R18;r9=R38;r10=R20;r11=R36","rxjson",8984
219,5000,1,1,12,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG(r5,r6,r7) | SCOPY_REG_REG(r8,r9) | ISUB_REG_REG_REG(r10,r11,r12)","r1=R38;r2=R36;r3=R33;r4=R30;r5=R29;r6=R27;r7=R24;r8=R26;r9=R40;r10=R35;r11=R5;r12=R3","rxjson",8714
220,5000,1,1,9,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r6) | SCOPY_REG_REG(r7,r8) | SCOPY_REG_REG(r9,r5)","r1=R6;r2=R4;r3=R3;r4=R0;r5=R9;r6=R84;r7=R7;r8=R85;r9=R1","rxjson",896
221,5000,1,1,5,candidate,"NULL_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R1;r2=R2;c1=int:0;r3=R11;r4=R12","rxjson",882
222,5000,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | LOAD_REG_INT(r2,c3) | LOAD_REG_INT(r3,c3)","c1=int:18;c2=int:1;r1=R1;r2=R2;c3=int:0;r3=R11","rxjson",878
223,5000,1,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c3) | STRLEN_REG_REG(r3,r1)","c1=int:18;c2=int:1;r1=R1;r2=R40;r3=R3;c3=int:0","rxjson",7662
224,5000,1,1,6,candidate,"RGTE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | RLTE_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R31;r2=R34;c1=string@316656;c2=label@9141;c3=string@2200744;c4=label@9149","rxjson",9130
225,5000,1,1,8,candidate,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R18;r2=R38;r3=R20;r4=R36;r5=R29;c1=string@314664;r6=R27;c2=int:0","rxjson",8993
226,5000,1,1,9,candidate,"SCOPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r3,r4,r5) | LOAD_REG_STRING(r6,c1) | LOAD_REG_INT(r7,c2)","r1=R26;r2=R40;r3=R35;r4=R5;r5=R3;r6=R34;c1=string@314664;r7=R31;c2=int:0","rxjson",8723
227,5000,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | BR_ID(c2)","r1=R1;r2=R40;r3=R3;c1=int:0;c2=label@7677","rxjson",7666
228,5000,1,1,6,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | ILTE_REG_REG_REG(r4,r5,r3)","r1=R12;r2=R40;r3=R11;c1=int:0;r4=R0;r5=R5","rxjson",7692
229,5000,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1) | STRLEN_REG_REG(r4,r3)","r1=R38;r2=R1;r3=R35;r4=R36;c1=int:0","rxjson",8931
230,5000,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r1) | STOBIN_REG(r5)","r1=R9;r2=R84;r3=R7;r4=R85;r5=R1","rxjson",901
231,5000,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOBIN_REG(r3) | COPY_REG_REG(r5,r3)","r1=R7;r2=R85;r3=R1;r4=R9;r5=R22","rxjson",904
232,5000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOBIN_REG(r1) | BCOPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R36;r2=R1;r3=R38","rxjson",9224
233,5000,1,1,5,candidate,"SCOPY_REG_REG(r1,r2) | STOBIN_REG(r1) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R1;r2=R9;r3=R22;r4=R23;c1=int:0","rxjson",907
234,5000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r1)","r1=R38;r2=R1;r3=R35","rxjson",8926
235,5000,1,1,3,candidate,"STOBIN_REG(r1) | BCOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | BR_ID(c1)","r1=R36;r2=R38;c1=label@7701","rxjson",9227
236,5000,1,1,4,candidate,"STOBIN_REG(r1) | COPY_REG_REG(r2,r1) | LOAD_REG_INT(r3,c1) | BLEN_REG_REG(r3,r2)","r1=R1;r2=R22;r3=R23;c1=int:0","rxjson",910
237,5000,1,1,9,candidate,"STRLEN_REG_REG(r1,r2) | ILTE_REG_REG_REG(r3,r4,r1) | BRF_ID_REG(c1,r3) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8)","r1=R11;r2=R12;r3=R0;r4=R5;c1=label@9236;r5=R13;r6=R14;r7=R16;r8=R18","rxjson",7698
238,5000,1,1,21,candidate,"SWAPN_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r7,c1,r8,r9,r10) | SETTPSWAPSETTPSWAP_REG_INT_REG_REG_REG(r11,c1,r12,r13,r14) | SWAPN_REG_REG_REG_REG_REG_REG(r15,r16,r17,r18,r19,r20)","r1=R26;r2=R2;r3=R27;r4=R8;r5=R29;r6=R5;r7=R3;c1=int:256;r8=R30;r9=R0;r10=R31;r11=R4;r12=R32;r13=R6;r14=R33;r15=R34;r16=R10;r17=R35;r18=R11;r19=R36;r20=R12","rxjson",994
239,5000,1,1,19,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16) | IEQ_REG_REG_INT(r17,r17,c1) | BRF_ID_REG(c2,r17)","r1=R3;r2=R30;r3=R0;r4=R31;r5=R4;r6=R32;r7=R6;r8=R33;r9=R10;r10=R34;r11=R11;r12=R35;r13=R12;r14=R36;r15=R13;r16=R37;r17=R38;c1=int:0;c2=label@1065","rxjson",1035
240,5000,1,1,26,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r9,r10,r11,r12,r13,r14,r15,r16) | SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r17,r18,r19,r20,r21,r22,r23,r24) | IEQ_REG_REG_INT(r25,r25,c1)","r1=R1;r2=R25;r3=R2;r4=R26;r5=R8;r6=R27;r7=R5;r8=R29;r9=R3;r10=R30;r11=R0;r12=R31;r13=R4;r14=R32;r15=R6;r16=R33;r17=R10;r18=R34;r19=R11;r20=R35;r21=R12;r22=R36;r23=R13;r24=R37;r25=R38;c1=int:0","rxjson",1026
241,5000,1,1,13,candidate,"SWAPN_REG_REG_REG_REG_REG_REG_REG_REG(r1,r2,r3,r4,r5,r6,r7,r8) | SWAP_REG_REG(r9,r10) | ILT_REG_REG_INT(r10,r11,c1) | BRF_ID_REG(c2,r10)","r1=R7;r2=R25;r3=R3;r4=R26;r5=R0;r6=R27;r7=R4;r8=R28;r9=R6;r10=R29;r11=R5;c1=int:0;c2=label@970","rxjson",943
242,5000,1,1,5,candidate,"UNLINK_REG(r1) | SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R38;r2=R1;r3=R35;r4=R36;c1=int:0","rxjson",8929
