cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-s0,Sieve,S0,rxvm,v0-r0-64-16,A,yes,startup-included,5500,normalized_work_per_second,4,5013.600531,5025.073540,5040.306834,5054.000463,5060.854475,15.978299,0.317010,0.937521,no
sieve-s1,Sieve,S1,rxvm,v0-r0-64-8,A,yes,startup-included,5500,normalized_work_per_second,4,5025.456220,5035.459656,5048.739741,5058.719082,5058.820283,10.013074,0.198328,0.660839,no
sieve-s1b,Sieve,S1b,rxvm,v0-r0-128-16,A,yes,startup-included,5500,normalized_work_per_second,4,5053.344947,5063.064314,5070.227956,5074.602542,5075.954741,4.825319,0.095170,0.445932,no
sieve-s2,Sieve,S2,rxvm,v0-r0-256-32,A,yes,startup-included,5500,normalized_work_per_second,4,5024.180008,5045.750783,5061.518714,5071.178125,5074.423338,10.741148,0.212212,0.992653,no
permute-s0,Permute,S0,rxvm,v0-r0-64-16,A,yes,startup-included,5000,normalized_work_per_second,4,2859.710060,2862.688918,2865.518714,2867.670178,2868.614035,2.466082,0.086061,0.310728,no
permute-s1,Permute,S1,rxvm,v0-r0-64-8,A,yes,startup-included,5000,normalized_work_per_second,4,2791.856490,2820.462263,2834.955514,2845.424503,2861.957487,15.979983,0.563677,2.472737,no
permute-s1b,Permute,S1b,rxvm,v0-r0-128-16,A,yes,startup-included,5000,normalized_work_per_second,4,2815.134614,2831.632773,2848.655855,2862.893922,2871.037036,16.952439,0.595103,1.962414,no
permute-s2,Permute,S2,rxvm,v0-r0-256-32,A,yes,startup-included,5000,normalized_work_per_second,4,2826.070614,2849.651567,2866.352189,2875.478223,2876.335411,9.411763,0.328353,1.753615,no
bounce-s0,Bounce,S0,rxvm,v0-r0-64-16,A,yes,startup-included,4200,normalized_work_per_second,4,3962.305269,3978.995482,3994.735789,4012.787590,4036.412283,21.303712,0.533295,1.855117,no
bounce-s1,Bounce,S1,rxvm,v0-r0-64-8,A,yes,startup-included,4200,normalized_work_per_second,4,3970.955298,3973.985364,3991.807914,4011.379843,4019.658042,18.832572,0.471781,1.220067,no
bounce-s1b,Bounce,S1b,rxvm,v0-r0-128-16,A,yes,startup-included,4200,normalized_work_per_second,4,4028.985674,4030.337073,4031.035147,4039.251300,4063.156938,1.148540,0.028492,0.847704,no
bounce-s2,Bounce,S2,rxvm,v0-r0-256-32,A,yes,startup-included,4200,normalized_work_per_second,4,3971.203104,3977.103345,3985.888374,4005.649417,4044.477699,10.751776,0.269746,1.838350,no
richards-s0,Richards,S0,rxvm,v0-r0-64-16,A,yes,startup-included,20,normalized_work_per_second,4,8.728627,8.735549,8.747078,8.758167,8.763770,0.012957,0.148127,0.401758,no
richards-s1,Richards,S1,rxvm,v0-r0-64-8,A,yes,startup-included,20,normalized_work_per_second,4,8.612015,8.676751,8.700892,8.708614,8.724093,0.012881,0.148048,1.288123,no
richards-s1b,Richards,S1b,rxvm,v0-r0-128-16,A,yes,startup-included,20,normalized_work_per_second,4,8.707039,8.726781,8.744292,8.757696,8.765118,0.015878,0.181583,0.664184,no
richards-s2,Richards,S2,rxvm,v0-r0-256-32,A,yes,startup-included,20,normalized_work_per_second,4,8.737879,8.754355,8.762978,8.770298,8.782866,0.011510,0.131345,0.513377,no
base64-s0,Base64,S0,rxvm,v0-r0-64-16,A,no,startup-included,2500,elapsed_ns,4,1232262000.000000,1251239250.000000,1268346500.000000,1323048500.000000,1454810000.000000,23433000.000000,1.847524,17.546309,yes
base64-s1,Base64,S1,rxvm,v0-r0-64-8,A,no,startup-included,2500,elapsed_ns,4,1347859000.000000,1397909500.000000,1424331000.000000,1442964250.000000,1469650000.000000,27528500.000000,1.932732,8.550751,no
