runtime,vm,phase,n,min_ns,q1_ns,median_ns,q3_ns,max_ns,mad_ns,relative_mad_percent,span_percent,rerun_recommended
crexx,shared,compile,20,76629000.000000,77198750.000000,77541000.000000,78049750.000000,79055000.000000,397500.000000,0.512632,3.128667,no
crexx,shared,assemble,20,6952000.000000,7150250.000000,7312500.000000,7412000.000000,7942000.000000,131000.000000,1.791453,13.538462,yes
crexx,rxvm,load_first_result,20,2825000.000000,2939250.000000,2986500.000000,3113500.000000,3517000.000000,95000.000000,3.180981,23.170936,yes
crexx,rxbvm,load_first_result,20,2615000.000000,2751250.000000,2826500.000000,2942750.000000,3533000.000000,102500.000000,3.626393,32.478330,yes
oorexx,oorexx,translate,20,4055000.000000,4228500.000000,4479000.000000,4687250.000000,89385000.000000,250000.000000,5.581603,1905.112748,yes
oorexx,oorexx,load_first_result,20,8201000.000000,8814500.000000,8918500.000000,9323000.000000,70060000.000000,228500.000000,2.562090,693.603184,yes
netrexx,netrexx,compile,20,437342000.000000,440645000.000000,447054000.000000,456087500.000000,668944000.000000,7303500.000000,1.633695,51.806269,yes
netrexx,netrexx,load_first_result,20,28569000.000000,29195500.000000,30128000.000000,31174500.000000,31727000.000000,1024000.000000,3.398832,10.481944,yes
