rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,503900,1,1,8,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2)","r1=R11;c1=int:18;c2=int:1;r2=R5;c3=int:2;c4=int:6;r3=R4;r4=R12","benchmark_awfy_permute_noopt",299
2,503900,1,1,4,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4)","r1=R6;r2=R7;r3=R8;r4=R4","benchmark_awfy_permute_noopt",334
3,503900,1,1,9,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r4,c1,c2,r5,r6,c3)","r1=R2;r2=R4;r3=R5;r4=R11;c1=int:2;c2=int:6;r5=R6;r6=R12;c3=int:1","benchmark_awfy_permute_noopt",313
4,503900,1,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | IGETUNLINK_REG_REG(r5,r3) | UNLINKN_REG_REG(r1,r5)","r1=R8;r2=R11;c1=int:2;c2=int:6;r3=R7;r4=R13;c3=int:1;r5=R6","benchmark_awfy_permute_noopt",326
5,503900,1,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | IGETUNLINK_REG_REG(r5,r3) | UNLINK_REG(r1)","r1=R5;r2=R11;c1=int:2;c2=int:6;r3=R4;r4=R12;c3=int:1;r5=R2","benchmark_awfy_permute_noopt",305
6,503900,1,1,8,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | RET()","r1=R7;r2=R11;c1=int:2;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R2","benchmark_awfy_permute_noopt",342
7,503900,1,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r5,r2,c1,c2,r6,r7,c3) | IGETUNLINK_REG_REG(r3,r6)","r1=R4;r2=R11;c1=int:2;c2=int:6;r3=R6;r4=R12;c3=int:1;r5=R8;r6=R7;r7=R13","benchmark_awfy_permute_noopt",318
8,503900,1,1,9,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c3,c4,r3,r4,c2) | IGETUNLINK_REG_REG(r5,r3)","c1=int:18;c2=int:1;r1=R5;r2=R11;c3=int:2;c4=int:6;r3=R4;r4=R12;r5=R2","benchmark_awfy_permute_noopt",301
9,503900,1,1,10,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c1,c2,r6,r7,c3)","r1=R8;r2=R6;r3=R4;r4=R7;r5=R11;c1=int:2;c2=int:6;r6=R9;r7=R13;c3=int:1","benchmark_awfy_permute_noopt",337
10,503900,1,1,9,candidate,"UNLINK_REG(r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | ISETUNLINKN_REG_REG_REG(r4,r6,r2)","r1=R4;r2=R7;r3=R11;c1=int:2;c2=int:6;r4=R9;r5=R13;c3=int:1;r6=R2","benchmark_awfy_permute_noopt",340
11,503900,1,1,11,candidate,"UNLINK_REG(r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c1,c2,r4,r5,c3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r6,r3,c1,c2,r7,r8,c3)","r1=R5;r2=R4;r3=R11;c1=int:2;c2=int:6;r4=R6;r5=R12;c3=int:1;r6=R8;r7=R7;r8=R13","benchmark_awfy_permute_noopt",316
12,433000,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2)","r1=R20;c1=int:18;c2=int:1;r2=R3","benchmark_awfy_permute_noopt",192
13,433000,1,1,4,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c1,r1)","r1=R4;r2=R3;c1=int:1;r3=R20","benchmark_awfy_permute_noopt",202
14,433000,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | INE_REG_REG_INT(r2,r3,c2) | BRF_ID_REG(c3,r2)","r1=R20;c1=int:1;r2=R4;r3=R21;c2=int:0;c3=label@298","benchmark_awfy_permute_noopt",208
15,433000,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R3;r2=R20;c1=int:1;r3=R4","benchmark_awfy_permute_noopt",198
16,433000,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c2)","c1=int:18;c2=int:1;r1=R3;r2=R20;r3=R4","benchmark_awfy_permute_noopt",194
17,433000,1,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | INE_REG_REG_INT(r3,r4,c2)","r1=R3;r2=R20;c1=int:1;r3=R4;r4=R21;c2=int:0","benchmark_awfy_permute_noopt",206
18,251950,1,1,8,candidate,"BRT_ID_REG(c1,r1) | SETTP_REG_INT(r2,c2) | CALL3_REG_FUNC_REG_REG_REG(r3,c3,r2,r4,r5)","c1=label@298;r1=R5;r2=R20;c2=int:256;r3=R14;c3=func@344;r4=R3;r5=R7","benchmark_awfy_permute_noopt",263
19,251950,1,1,6,candidate,"ILT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | SETTP_REG_INT(r4,c2)","r1=R5;r2=R7;r3=R6;c1=label@298;r4=R20;c2=int:256","benchmark_awfy_permute_noopt",259
20,181000,1,1,7,candidate,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2) | SETTP_REG_INT(r4,c3)","c1=label@298;r1=R4;r2=R3;r3=R21;c2=int:1;r4=R20;c3=int:256","benchmark_awfy_permute_noopt",216
