WAVE: project compile/assemble jobs=1
START: project member provider_acceptance
FAILED: compile project member provider_acceptance rc=2
Error in provider_acceptance.crexx @ 26:8 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..modelstate"
Error in provider_acceptance.crexx @ 38:8 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..prepare"
Error in provider_acceptance.crexx @ 50:8 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..process"
Error in provider_acceptance.crexx @ 60:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..requestopen"
Error in provider_acceptance.crexx @ 67:14 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..addembedding"
Error in provider_acceptance.crexx @ 70:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..submit"
Error in provider_acceptance.crexx @ 75:12 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..embeddings"
Error in provider_acceptance.crexx @ 87:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 88:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 89:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..submit"
Error in provider_acceptance.crexx @ 95:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..requestopen"
Error in provider_acceptance.crexx @ 101:14 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..addprompt"
Error in provider_acceptance.crexx @ 104:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..submit"
Error in provider_acceptance.crexx @ 111:14 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..readtext"
Error in provider_acceptance.crexx @ 117:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 131:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..configcreate"
Error in provider_acceptance.crexx @ 132:18 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..configtext"
Error in provider_acceptance.crexx @ 133:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..configint"
Error in provider_acceptance.crexx @ 134:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..configint"
Error in provider_acceptance.crexx @ 135:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..configint"
Error in provider_acceptance.crexx @ 136:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..runtimeopen"
Error in provider_acceptance.crexx @ 138:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..devicecount"
Error in provider_acceptance.crexx @ 139:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..modelopen"
Error in provider_acceptance.crexx @ 141:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..sessionopen"
Error in provider_acceptance.crexx @ 142:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 151:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..infoint"
Error in provider_acceptance.crexx @ 154:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..modelopen"
Error in provider_acceptance.crexx @ 156:6 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..sessionopen"
Error in provider_acceptance.crexx @ 165:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..infoint"
Error in provider_acceptance.crexx @ 166:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 167:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 168:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 169:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 170:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
Error in provider_acceptance.crexx @ 171:27 - #FUNCTION_NOT_FOUND: Function was not found., "rxllama..close"
35 error(s) in source file
