entry,name,value
sieve-noopt,schema_version,5
sieve-noopt,vm_mode,rxbvm
sieve-noopt,profile_mode,counts
sieve-noopt,result,0
sieve-noopt,timer_read_min_ns,0
sieve-noopt,timer_zero_deltas,0
sieve-noopt,interrupt_polls,7912375
sieve-noopt,invalid_events,0
sieve-noopt,counter_overflow,0
sieve-noopt,procedure_tracking_unavailable,0
sieve-noopt,allocation_tracking_unavailable,0
sieve-noopt,census_tracking_unavailable,0
sieve-noopt,branch_tracking_unavailable,0
sieve-opt,schema_version,5
sieve-opt,vm_mode,rxbvm
sieve-opt,profile_mode,counts
sieve-opt,result,0
sieve-opt,timer_read_min_ns,0
sieve-opt,timer_zero_deltas,0
sieve-opt,interrupt_polls,6825375
sieve-opt,invalid_events,0
sieve-opt,counter_overflow,0
sieve-opt,procedure_tracking_unavailable,0
sieve-opt,allocation_tracking_unavailable,0
sieve-opt,census_tracking_unavailable,0
sieve-opt,branch_tracking_unavailable,0
permute-noopt,schema_version,5
permute-noopt,vm_mode,rxbvm
permute-noopt,profile_mode,counts
permute-noopt,result,0
permute-noopt,timer_read_min_ns,0
permute-noopt,timer_zero_deltas,0
permute-noopt,interrupt_polls,15463326
permute-noopt,invalid_events,0
permute-noopt,counter_overflow,0
permute-noopt,procedure_tracking_unavailable,0
permute-noopt,allocation_tracking_unavailable,0
permute-noopt,census_tracking_unavailable,0
permute-noopt,branch_tracking_unavailable,0
permute-opt,schema_version,5
permute-opt,vm_mode,rxbvm
permute-opt,profile_mode,counts
permute-opt,result,0
permute-opt,timer_read_min_ns,0
permute-opt,timer_zero_deltas,0
permute-opt,interrupt_polls,11898926
permute-opt,invalid_events,0
permute-opt,counter_overflow,0
permute-opt,procedure_tracking_unavailable,0
permute-opt,allocation_tracking_unavailable,0
permute-opt,census_tracking_unavailable,0
permute-opt,branch_tracking_unavailable,0
towers-noopt,schema_version,5
towers-noopt,vm_mode,rxbvm
towers-noopt,profile_mode,counts
towers-noopt,result,0
towers-noopt,timer_read_min_ns,0
towers-noopt,timer_zero_deltas,0
towers-noopt,interrupt_polls,9109896
towers-noopt,invalid_events,0
towers-noopt,counter_overflow,0
towers-noopt,procedure_tracking_unavailable,0
towers-noopt,allocation_tracking_unavailable,0
towers-noopt,census_tracking_unavailable,0
towers-noopt,branch_tracking_unavailable,0
towers-opt,schema_version,5
towers-opt,vm_mode,rxbvm
towers-opt,profile_mode,counts
towers-opt,result,0
towers-opt,timer_read_min_ns,0
towers-opt,timer_zero_deltas,0
towers-opt,interrupt_polls,7143456
towers-opt,invalid_events,0
towers-opt,counter_overflow,0
towers-opt,procedure_tracking_unavailable,0
towers-opt,allocation_tracking_unavailable,0
towers-opt,census_tracking_unavailable,0
towers-opt,branch_tracking_unavailable,0
bounce-noopt,schema_version,5
bounce-noopt,vm_mode,rxbvm
bounce-noopt,profile_mode,counts
bounce-noopt,result,0
bounce-noopt,timer_read_min_ns,0
bounce-noopt,timer_zero_deltas,0
bounce-noopt,interrupt_polls,23560426
bounce-noopt,invalid_events,0
bounce-noopt,counter_overflow,0
bounce-noopt,procedure_tracking_unavailable,0
bounce-noopt,allocation_tracking_unavailable,0
bounce-noopt,census_tracking_unavailable,0
bounce-noopt,branch_tracking_unavailable,0
bounce-opt,schema_version,5
bounce-opt,vm_mode,rxbvm
bounce-opt,profile_mode,counts
bounce-opt,result,0
bounce-opt,timer_read_min_ns,0
bounce-opt,timer_zero_deltas,0
bounce-opt,interrupt_polls,21139726
bounce-opt,invalid_events,0
bounce-opt,counter_overflow,0
bounce-opt,procedure_tracking_unavailable,0
bounce-opt,allocation_tracking_unavailable,0
bounce-opt,census_tracking_unavailable,0
bounce-opt,branch_tracking_unavailable,0
richards-noopt,schema_version,5
richards-noopt,vm_mode,rxbvm
richards-noopt,profile_mode,counts
richards-noopt,result,0
richards-noopt,timer_read_min_ns,0
richards-noopt,timer_zero_deltas,0
richards-noopt,interrupt_polls,9302120
richards-noopt,invalid_events,0
richards-noopt,counter_overflow,0
richards-noopt,procedure_tracking_unavailable,0
richards-noopt,allocation_tracking_unavailable,0
richards-noopt,census_tracking_unavailable,0
richards-noopt,branch_tracking_unavailable,0
richards-opt,schema_version,5
richards-opt,vm_mode,rxbvm
richards-opt,profile_mode,counts
richards-opt,result,0
richards-opt,timer_read_min_ns,0
richards-opt,timer_zero_deltas,0
richards-opt,interrupt_polls,8615245
richards-opt,invalid_events,0
richards-opt,counter_overflow,0
richards-opt,procedure_tracking_unavailable,0
richards-opt,allocation_tracking_unavailable,0
richards-opt,census_tracking_unavailable,0
richards-opt,branch_tracking_unavailable,0
base64-noopt,schema_version,5
base64-noopt,vm_mode,rxbvm
base64-noopt,profile_mode,counts
base64-noopt,result,0
base64-noopt,timer_read_min_ns,0
base64-noopt,timer_zero_deltas,0
base64-noopt,interrupt_polls,67952436
base64-noopt,invalid_events,0
base64-noopt,counter_overflow,0
base64-noopt,procedure_tracking_unavailable,0
base64-noopt,allocation_tracking_unavailable,0
base64-noopt,census_tracking_unavailable,0
base64-noopt,branch_tracking_unavailable,0
base64-opt,schema_version,5
base64-opt,vm_mode,rxbvm
base64-opt,profile_mode,counts
base64-opt,result,0
base64-opt,timer_read_min_ns,0
base64-opt,timer_zero_deltas,0
base64-opt,interrupt_polls,46724369
base64-opt,invalid_events,0
base64-opt,counter_overflow,0
base64-opt,procedure_tracking_unavailable,0
base64-opt,allocation_tracking_unavailable,0
base64-opt,census_tracking_unavailable,0
base64-opt,branch_tracking_unavailable,0
