pair,baseline_entry,candidate_entry,baseline_mode,candidate_mode,baseline_median_ns,candidate_median_ns,delta_ns,delta_percent
sieve,sieve-noopt,sieve-opt,noopt,opt,114042000,72578000,-41464000,-36.359
permute,permute-noopt,permute-opt,noopt,opt,123571000,99341000,-24230000,-19.608
towers,towers-noopt,towers-opt,noopt,opt,1120902000,1677216000,556314000,49.631
bounce,bounce-noopt,bounce-opt,noopt,opt,164552000,122747000,-41805000,-25.405
richards,richards-noopt,richards-opt,noopt,opt,103284000,1845871000,1742587000,1687.180
base64,base64-noopt,base64-opt,noopt,opt,1511010000,1125861000,-385149000,-25.490
