rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,3827500,4,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2)","r1=R6;c1=int:18;c2=int:1;r2=R2","benchmark_awfy_list_noopt",159
2,3820600,1,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | RET_REG(r1)","c1=int:18;c2=int:1;r1=R2;r2=R4","benchmark_awfy_list_noopt",211
3,1945400,3,1,3,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)","r1=R9;r2=R1;r3=R10","benchmark_awfy_list_noopt",555
4,1876200,2,1,3,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R3;c1=int:0;c2=label@185","benchmark_awfy_list_noopt",174
5,1875200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2)","c1=label@581;r1=R11;r2=R12;r3=R1","benchmark_awfy_list_noopt",535
6,1875200,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r3,r4)","r1=R11;r2=R3;c1=label@581;r3=R12;r4=R1","benchmark_awfy_list_noopt",532
7,1875200,1,1,3,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1)","r1=R12;r2=R1;c1=int:0","benchmark_awfy_list_noopt",538
8,1875200,2,1,4,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)","r1=R10;r2=R3;r3=R9;c1=int:256","benchmark_awfy_list_noopt",560
9,1123800,6,1,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R2;r2=R3;r3=R4","benchmark_awfy_list_noopt",342
10,842700,11,1,4,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R17;c1=int:256;r2=R3;r3=R4","benchmark_awfy_list_noopt",407
11,565300,4,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2)","r1=R17;c1=int:18;c2=int:1;r2=R2","benchmark_awfy_list_noopt",336
12,565300,4,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | NULL_REG(r2)","c1=int:18;c2=int:1;r1=R2;r2=R3","benchmark_awfy_list_noopt",338
13,280900,1,1,5,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | REFVALID_REG_REG(r5,r3)","r1=R1;r2=R16;r3=R3;r4=R17;r5=R11","benchmark_awfy_list_noopt",526
14,280900,1,1,4,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1) | BRF_ID_REG(c1,r3)","r1=R3;r2=R17;r3=R11;c1=label@581","benchmark_awfy_list_noopt",529
15,280900,1,1,4,candidate,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r1,r4)","r1=R3;r2=R1;r3=R16;r4=R17","benchmark_awfy_list_noopt",524
16,280900,1,1,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | COPY_REG_REG(r1,r3)","r1=R1;r2=R3;r3=R16","benchmark_awfy_list_noopt",522
17,280900,1,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | SETTP_REG_INT(r3,c1)","r1=R6;r2=R8;r3=R31;c1=int:256","benchmark_awfy_list_noopt",607
18,280900,1,1,4,candidate,"NULL_REG(r1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R8;r2=R31;c1=int:256;r3=R33","benchmark_awfy_list_noopt",609
19,280900,1,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r4,r1,r2)","r1=R33;c1=int:256;r2=R32;r3=R24;c2=func@30808;r4=R31","benchmark_awfy_list_noopt",614
20,280900,5,1,7,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r3,c2,r4,r5,r1,r2)","r1=R4;c1=int:256;r2=R5;r3=R2;c2=func@23352;r4=R17;r5=R3","benchmark_awfy_list_noopt",413
21,210700,1,1,4,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R9;r2=R10;r3=R13;c1=int:0","benchmark_awfy_list_noopt",584
22,210700,1,1,3,candidate,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | RET_REG(r2)","r1=R10;r2=R13;c1=int:0","benchmark_awfy_list_noopt",586
23,210700,1,1,2,candidate,"UNLINKN_REG_REG(r1,r2) | ENDLIFE_REG(r2) | ENDLIFE_REG(r1)","r1=R10;r2=R9","benchmark_awfy_list_noopt",581
24,70200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | RET_REG(r2)","c1=label@555;r1=R12;r2=R13;c2=int:1","benchmark_awfy_list_noopt",547
25,70200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | UNLINK_REG(r2) | LINKREF_REG_REG(r2,r3)","c1=label@754;r1=R24;r2=R23;r3=R32","benchmark_awfy_list_noopt",626
26,70200,1,1,5,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c3)","r1=R12;c1=int:0;c2=label@555;r2=R13;c3=int:1","benchmark_awfy_list_noopt",543
27,6200,2,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3)","r1=R4;r2=R11;c1=int:2;r3=R6;c2=int:1;r4=R5;c3=int:0","benchmark_awfy_list_noopt",276
28,6200,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1)","r1=R6;r2=R11;c1=int:1;r3=R5;r4=R4;c2=int:0","benchmark_awfy_list_noopt",280
29,3400,1,1,5,candidate,"NULL_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R5;r2=R11;r3=R20;c1=int:0;c2=label@463","benchmark_awfy_list_noopt",448
30,3400,1,1,5,candidate,"NULL_REG(r1) | NULL_REG(r2) | IEQ_REG_REG_INT(r3,r4,c1)","r1=R3;r2=R5;r3=R11;r4=R20;c1=int:0","benchmark_awfy_list_noopt",446
31,3300,3,1,5,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | NUMSCI_INT_INT_INT(c3,c4,c4)","r1=R1;c1=int:3;c2=string@10;c3=int:18;c4=int:1","benchmark_awfy_list_noopt",143
32,3200,2,1,3,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1)","r1=R1;r2=R2;c1=int:256","benchmark_awfy_list_noopt",426
33,3100,1,1,6,candidate,"COPY_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R5;r2=R9;r3=R4;r4=R7;r5=R11;c1=int:2","benchmark_awfy_list_noopt",295
34,3100,1,1,4,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c1,r1)","r1=R6;r2=R5;c1=int:1;r3=R11","benchmark_awfy_list_noopt",266
35,3100,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1)","r1=R11;c1=int:1;r2=R6;r3=R4;c2=int:2","benchmark_awfy_list_noopt",272
36,3100,1,1,6,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2) | SETTP_REG_INT(r4,c2)","r1=R16;r2=R20;c1=int:1;r3=R19;c2=int:256;r4=R21","benchmark_awfy_list_noopt",463
37,3100,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","r1=R5;r2=R11;c1=int:1;r3=R6","benchmark_awfy_list_noopt",262
38,3100,1,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | CALL1_REG_FUNC_REG(r4,c2,r5)","r1=R5;r2=R4;r3=R6;c1=int:0;r4=R9;c2=func@9248;r5=R12","benchmark_awfy_list_noopt",284
39,3100,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | MKREF_REG_REG(r4,r1)","r1=R8;r2=R7;r3=R9;c1=int:0;r4=R0","benchmark_awfy_list_noopt",309
40,3100,1,1,3,candidate,"MKREF_REG_REG(r1,r2) | UNLINKN_REG_REG(r2,r3) | RET_REG(r1)","r1=R0;r2=R8;r3=R7","benchmark_awfy_list_noopt",316
41,3100,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | RET_REG(r1)","c1=int:18;c2=int:1;r1=R1;c3=int:2;r2=R4","benchmark_awfy_list_noopt",149
42,3100,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c2)","c1=int:18;c2=int:1;r1=R5;r2=R11;r3=R6","benchmark_awfy_list_noopt",258
43,3100,1,1,6,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | NUMSCI_INT_INT_INT(c2,c3,c3) | ISETATTR1_REG_INT_REG(r1,c4,r2)","r1=R1;c1=string@10;c2=int:18;c3=int:1;c4=int:2;r2=R4","benchmark_awfy_list_noopt",146
44,3100,1,1,6,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL3_REG_FUNC_REG_REG_REG(r3,c2,r1,r4,r2)","r1=R19;c1=int:256;r2=R21;r3=R5;c2=func@21392;r4=R16","benchmark_awfy_list_noopt",467
45,3100,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2)","r1=R5;r2=R4;r3=R7;r4=R11;c1=int:2;r5=R9;c2=int:1","benchmark_awfy_list_noopt",298
46,3100,1,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2)","r1=R5;r2=R11;c1=int:1;r3=R6;r4=R4;c2=int:2","benchmark_awfy_list_noopt",270
47,3100,1,1,4,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r4)","r1=R2;r2=R3;r3=R17;r4=R5","benchmark_awfy_list_noopt",492
48,3100,1,1,4,candidate,"UNLINK_REG(r1) | MKREF_REG_REG(r2,r3) | UNLINKN_REG_REG(r3,r4)","r1=R9;r2=R0;r3=R8;r4=R7","benchmark_awfy_list_noopt",314
49,2800,1,1,5,candidate,"BRF_ID_REG(c1,r1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c2)","c1=label@514;r1=R17;r2=R2;c2=int:256;r3=R5","benchmark_awfy_list_noopt",500
50,2800,1,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1) | RET()","r1=R3;r2=R6","benchmark_awfy_list_noopt",231
51,2800,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R3;r2=R5;c1=int:1;r3=R6","benchmark_awfy_list_noopt",227
52,2800,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | COPY_REG_REG(r1,r3)","c1=int:18;c2=int:1;r1=R3;r2=R5;r3=R6","benchmark_awfy_list_noopt",223
53,2800,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | SETTP_REG_INT(r3,c2)","r1=R17;r2=R5;c1=label@514;r3=R2;c2=int:256","benchmark_awfy_list_noopt",497
54,2800,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | CALL2_REG_FUNC_REG_REG(r3,c2,r1,r2)","r1=R2;c1=int:256;r2=R5;r3=R12;c2=func@13448","benchmark_awfy_list_noopt",503
55,1000,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | REFVALID_REG_REG(r3,r1) | UNLINK_REG(r1)","r1=R2;r2=R6;c1=int:1;r3=R3","benchmark_awfy_list_noopt",165
56,1000,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2) | REFVALID_REG_REG(r3,r1)","c1=int:18;c2=int:1;r1=R2;r2=R6;r3=R3","benchmark_awfy_list_noopt",161
57,1000,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | UNLINK_REG(r2) | BTOI_REG(r1)","r1=R3;r2=R2","benchmark_awfy_list_noopt",169
58,1000,1,1,3,candidate,"UNLINK_REG(r1) | BTOI_REG(r2) | IEQ_REG_REG_INT(r2,r2,c1)","r1=R2;r2=R3;c1=int:0","benchmark_awfy_list_noopt",172
59,900,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r1)","r1=R3;r2=R6;c1=int:1;r3=R0","benchmark_awfy_list_noopt",185
60,900,1,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r2)","r1=R0;r2=R3","benchmark_awfy_list_noopt",189
61,900,1,1,5,candidate,"UNLINK_REG(r1) | SETTP_REG_INT(r2,c1) | CALL1_REG_FUNC_REG(r3,c2,r2)","r1=R3;r2=R0;c1=int:256;r3=R4;c2=func@10712","benchmark_awfy_list_noopt",194
62,300,1,1,3,candidate,"BRF_ID_REG(c1,r1) | NULL_REG(r2) | RET_REG(r2)","c1=label@463;r1=R11;r2=R12","benchmark_awfy_list_noopt",454
63,300,1,1,5,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | NULL_REG(r3)","r1=R11;r2=R20;c1=int:0;c2=label@463;r3=R12","benchmark_awfy_list_noopt",450
64,300,3,1,6,candidate,"LOAD_REG_INT(r1,c1) | MKREF_REG_REG(r2,r3) | SETTP_REG_INT(r4,c2)","r1=R13;c1=int:15;r2=R14;r3=R0;r4=R17;c2=int:256","benchmark_awfy_list_noopt",353
65,300,3,1,5,candidate,"MKREF_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r1,c2)","r1=R14;r2=R0;r3=R17;c1=int:256;c2=int:768","benchmark_awfy_list_noopt",356
