crexx-nr04a-kind-index-manifest|2
# Alternating exact-VM comparison. Ten canonical optimized portfolio workloads use their original bounded argv.
# RexxCPS is represented by a separately named optimizer-resistant fixed-count diagnostic because its canonical driver self-calibrates from wall time.
# Fields: id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s|timing_vm|timing_vm_sha256
mandelbrot-opt-stripped-baseline-vm|Mandelbrot-stripped-vm|Mandelbrot|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/mandelbrot-stripped.rxbin||500|PASS: AWFY Mandelbrot|linked;source_TRACE=stripped|2|7|301688b0cfb620b396eee2721660513d5607ee21ce0bbf0f57a8960d08287e8c||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
mandelbrot-opt-stripped-candidate-vm|Mandelbrot-stripped-vm|Mandelbrot|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/mandelbrot-stripped.rxbin||500|PASS: AWFY Mandelbrot|linked;source_TRACE=stripped|2|7|301688b0cfb620b396eee2721660513d5607ee21ce0bbf0f57a8960d08287e8c||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
towers-opt-retained-baseline-vm|Towers-retained-vm|Towers|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/towers-retained.rxbin||10|PASS: AWFY Towers|linked;source_TRACE=retained|2|7|12fd73d57ab734a209c24ef4286eea7cc83edf457ade33e2ec8ebbbbceda4392||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
towers-opt-retained-candidate-vm|Towers-retained-vm|Towers|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/towers-retained.rxbin||10|PASS: AWFY Towers|linked;source_TRACE=retained|2|7|12fd73d57ab734a209c24ef4286eea7cc83edf457ade33e2ec8ebbbbceda4392||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
towers-opt-stripped-baseline-vm|Towers-stripped-vm|Towers|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/towers-stripped.rxbin||10|PASS: AWFY Towers|linked;source_TRACE=stripped|2|7|1d1e0051ffe734abfb6a96d7c1d30378ceb13904cf13a9559f05188ad6a08407||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
towers-opt-stripped-candidate-vm|Towers-stripped-vm|Towers|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/towers-stripped.rxbin||10|PASS: AWFY Towers|linked;source_TRACE=stripped|2|7|1d1e0051ffe734abfb6a96d7c1d30378ceb13904cf13a9559f05188ad6a08407||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
bounce-opt-retained-baseline-vm|Bounce-retained-vm|Bounce|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/bounce-retained.rxbin||100|PASS: AWFY Bounce|linked;source_TRACE=retained|2|7|b237ca979e39216d44bda5efd32623cbb47ec2a672aea85d364e4dfedb86cf86||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
bounce-opt-retained-candidate-vm|Bounce-retained-vm|Bounce|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/bounce-retained.rxbin||100|PASS: AWFY Bounce|linked;source_TRACE=retained|2|7|b237ca979e39216d44bda5efd32623cbb47ec2a672aea85d364e4dfedb86cf86||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
bounce-opt-stripped-baseline-vm|Bounce-stripped-vm|Bounce|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/bounce-stripped.rxbin||100|PASS: AWFY Bounce|linked;source_TRACE=stripped|2|7|5a67f667a694c80bea9df9058d15f1d3aec372d32870d43309bd46ff1da49714||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
bounce-opt-stripped-candidate-vm|Bounce-stripped-vm|Bounce|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/bounce-stripped.rxbin||100|PASS: AWFY Bounce|linked;source_TRACE=stripped|2|7|5a67f667a694c80bea9df9058d15f1d3aec372d32870d43309bd46ff1da49714||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
storage-opt-retained-baseline-vm|Storage-retained-vm|Storage|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/storage-retained.rxbin||10|PASS: AWFY Storage|linked;source_TRACE=retained|2|7|c6c765e6516f848f034f56aff76aa25b0b39012b7299ecf9a160584d228fa959||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
storage-opt-retained-candidate-vm|Storage-retained-vm|Storage|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/storage-retained.rxbin||10|PASS: AWFY Storage|linked;source_TRACE=retained|2|7|c6c765e6516f848f034f56aff76aa25b0b39012b7299ecf9a160584d228fa959||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
storage-opt-stripped-baseline-vm|Storage-stripped-vm|Storage|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/storage-stripped.rxbin||10|PASS: AWFY Storage|linked;source_TRACE=stripped|2|7|9ffde028d9127d034b1653b8f133a8e3de629432c6d9b6c325682368b3b2f0c0||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
storage-opt-stripped-candidate-vm|Storage-stripped-vm|Storage|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/storage-stripped.rxbin||10|PASS: AWFY Storage|linked;source_TRACE=stripped|2|7|9ffde028d9127d034b1653b8f133a8e3de629432c6d9b6c325682368b3b2f0c0||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
list-opt-retained-baseline-vm|List-retained-vm|List|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/list-retained.rxbin||100|PASS: AWFY List|linked;source_TRACE=retained|2|7|58d22c81f971455b474d45cf5a9bf1bb7b33a52ec9e0a65a037f3a183f0c672b||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
list-opt-retained-candidate-vm|List-retained-vm|List|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/list-retained.rxbin||100|PASS: AWFY List|linked;source_TRACE=retained|2|7|58d22c81f971455b474d45cf5a9bf1bb7b33a52ec9e0a65a037f3a183f0c672b||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
list-opt-stripped-baseline-vm|List-stripped-vm|List|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/list-stripped.rxbin||100|PASS: AWFY List|linked;source_TRACE=stripped|2|7|9ccd474df1228306378ab62ca02159adab87fed0e8b5f4fde87b1261cb9a45e6||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
list-opt-stripped-candidate-vm|List-stripped-vm|List|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/list-stripped.rxbin||100|PASS: AWFY List|linked;source_TRACE=stripped|2|7|9ccd474df1228306378ab62ca02159adab87fed0e8b5f4fde87b1261cb9a45e6||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
richards-opt-retained-baseline-vm|Richards-retained-vm|Richards|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/richards-retained.rxbin||1|PASS: AWFY Richards|linked;source_TRACE=retained|2|7|40b64437d766f5f5f968116ff23d58b7a4b25ed1a260ec800e3ebe24f1939fab||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
richards-opt-retained-candidate-vm|Richards-retained-vm|Richards|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/richards-retained.rxbin||1|PASS: AWFY Richards|linked;source_TRACE=retained|2|7|40b64437d766f5f5f968116ff23d58b7a4b25ed1a260ec800e3ebe24f1939fab||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
richards-opt-stripped-baseline-vm|Richards-stripped-vm|Richards|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/richards-stripped.rxbin||1|PASS: AWFY Richards|linked;source_TRACE=stripped|2|7|cbf86dc009316a8f7e1bd0207b9aa7857cd067dc09955131bce5093dd11729ff||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
richards-opt-stripped-candidate-vm|Richards-stripped-vm|Richards|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/richards-stripped.rxbin||1|PASS: AWFY Richards|linked;source_TRACE=stripped|2|7|cbf86dc009316a8f7e1bd0207b9aa7857cd067dc09955131bce5093dd11729ff||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
json-opt-retained-baseline-vm|JSON-retained-vm|JSON|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/json-retained.rxbin||5000|PASS: JSON Parser|linked;source_TRACE=retained|2|7|7f093e4a31b7c0200561451c679f785143b9767cadfeee474db9174158fe992a||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
json-opt-retained-candidate-vm|JSON-retained-vm|JSON|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/json-retained.rxbin||5000|PASS: JSON Parser|linked;source_TRACE=retained|2|7|7f093e4a31b7c0200561451c679f785143b9767cadfeee474db9174158fe992a||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
json-opt-stripped-baseline-vm|JSON-stripped-vm|JSON|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/json-stripped.rxbin||5000|PASS: JSON Parser|linked;source_TRACE=stripped|2|7|94d3149c2a5ba1c9dab894b19bfbec64ded16826ae4d3048e7f35fece5114ba8||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
json-opt-stripped-candidate-vm|JSON-stripped-vm|JSON|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/json-stripped.rxbin||5000|PASS: JSON Parser|linked;source_TRACE=stripped|2|7|94d3149c2a5ba1c9dab894b19bfbec64ded16826ae4d3048e7f35fece5114ba8||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
base64-opt-retained-baseline-vm|Base64-retained-vm|Base64|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/base64-retained.rxbin||500|PASS: Base64 Roundtrip|linked;source_TRACE=retained|2|7|ed8b685a46f6b1232aa42ec4bd7a5b78261ef380fd97236951b2a8799679b1f2||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
base64-opt-retained-candidate-vm|Base64-retained-vm|Base64|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/base64-retained.rxbin||500|PASS: Base64 Roundtrip|linked;source_TRACE=retained|2|7|ed8b685a46f6b1232aa42ec4bd7a5b78261ef380fd97236951b2a8799679b1f2||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
base64-opt-stripped-baseline-vm|Base64-stripped-vm|Base64|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/base64-stripped.rxbin||500|PASS: Base64 Roundtrip|linked;source_TRACE=stripped|2|7|98f483938f6c9066780307b46a9cd9cb023386b0b18ab7a0bae89afc8b6a7b63||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
base64-opt-stripped-candidate-vm|Base64-stripped-vm|Base64|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/base64-stripped.rxbin||500|PASS: Base64 Roundtrip|linked;source_TRACE=stripped|2|7|98f483938f6c9066780307b46a9cd9cb023386b0b18ab7a0bae89afc8b6a7b63||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
rexxcps-opaque-heavy-retained-baseline-vm|RexxCPS-opaque-heavy-retained-vm|RexxCPS opaque fixed 100|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/fixed/rexxcps-opaque-retained.rxbin||A;Off;100;1|PASS: RexxCPS 2.2c cREXX opaque/result-observation diagnostic|linked;source_TRACE=retained;fixed_count=100;averaging=1|3|9|7c20ec8ba3d00913ddc0cb51600dc0ebed5890f5d13c5c8544a4e3fe8757543d||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
rexxcps-opaque-heavy-retained-candidate-vm|RexxCPS-opaque-heavy-retained-vm|RexxCPS opaque fixed 100|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/fixed/rexxcps-opaque-retained.rxbin||A;Off;100;1|PASS: RexxCPS 2.2c cREXX opaque/result-observation diagnostic|linked;source_TRACE=retained;fixed_count=100;averaging=1|3|9|7c20ec8ba3d00913ddc0cb51600dc0ebed5890f5d13c5c8544a4e3fe8757543d||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
rexxcps-opaque-heavy-stripped-baseline-vm|RexxCPS-opaque-heavy-stripped-vm|RexxCPS opaque fixed 100|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/fixed/rexxcps-opaque-stripped.rxbin||A;Off;100;1|PASS: RexxCPS 2.2c cREXX opaque/result-observation diagnostic|linked;source_TRACE=stripped;fixed_count=100;averaging=1|3|9|7661c128cbacc4c553166080cc86459e0e83efe600c2c3646c2b9d842fa1c88f||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
rexxcps-opaque-heavy-stripped-candidate-vm|RexxCPS-opaque-heavy-stripped-vm|RexxCPS opaque fixed 100|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/fixed/rexxcps-opaque-stripped.rxbin||A;Off;100;1|PASS: RexxCPS 2.2c cREXX opaque/result-observation diagnostic|linked;source_TRACE=stripped;fixed_count=100;averaging=1|3|9|7661c128cbacc4c553166080cc86459e0e83efe600c2c3646c2b9d842fa1c88f||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
