crexx-nr04a-kind-index-manifest|2
# Alternating exact-VM comparison. Ten canonical optimized portfolio workloads use their original bounded argv.
# RexxCPS is represented by a separately named optimizer-resistant fixed-count diagnostic because its canonical driver self-calibrates from wall time.
# Fields: id|pair|workload|variant|mode|image|modules|args|expectation|source_trace|warmups|runs|image_sha256|module_sha256s|timing_vm|timing_vm_sha256
sieve-opt-retained-baseline-vm|Sieve-retained-vm|Sieve|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/sieve-retained.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=retained|2|7|2924b1e9274abd017f4b9fc146adb95575a8709ee9bde91d3d07a24f5b1bb18f||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
sieve-opt-retained-candidate-vm|Sieve-retained-vm|Sieve|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/sieve-retained.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=retained|2|7|2924b1e9274abd017f4b9fc146adb95575a8709ee9bde91d3d07a24f5b1bb18f||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
sieve-opt-stripped-baseline-vm|Sieve-stripped-vm|Sieve|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/sieve-stripped.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=stripped|2|7|0d83aa692d035f2e3bf50ae6406c055fd0084ebe5df986bdf042132cc19fbd20||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
sieve-opt-stripped-candidate-vm|Sieve-stripped-vm|Sieve|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/sieve-stripped.rxbin||50|PASS: AWFY Sieve|linked;source_TRACE=stripped|2|7|0d83aa692d035f2e3bf50ae6406c055fd0084ebe5df986bdf042132cc19fbd20||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
permute-opt-retained-baseline-vm|Permute-retained-vm|Permute|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/permute-retained.rxbin||50|PASS: AWFY Permute|linked;source_TRACE=retained|2|7|0e8c018da0cfa1e9ed5ea186f4be08c350e513e247c3571e997d7e53f1ec2a37||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
permute-opt-retained-candidate-vm|Permute-retained-vm|Permute|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/permute-retained.rxbin||50|PASS: AWFY Permute|linked;source_TRACE=retained|2|7|0e8c018da0cfa1e9ed5ea186f4be08c350e513e247c3571e997d7e53f1ec2a37||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
permute-opt-stripped-baseline-vm|Permute-stripped-vm|Permute|baseline|opt-stripped-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/permute-stripped.rxbin||50|PASS: AWFY Permute|linked;source_TRACE=stripped|2|7|614d9b972aa8412560d7911745dccf49c5e704813598f1ef35192d1426ba8451||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
permute-opt-stripped-candidate-vm|Permute-stripped-vm|Permute|candidate|opt-stripped-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/permute-stripped.rxbin||50|PASS: AWFY Permute|linked;source_TRACE=stripped|2|7|614d9b972aa8412560d7911745dccf49c5e704813598f1ef35192d1426ba8451||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
mandelbrot-opt-retained-baseline-vm|Mandelbrot-retained-vm|Mandelbrot|baseline|opt-retained-baseline-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/mandelbrot-retained.rxbin||500|PASS: AWFY Mandelbrot|linked;source_TRACE=retained|2|7|130f6e9b6e94e08d5580e2adab4874213b9510634e0a4589dcb4c67fb99e0b9c||/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/product/bin/rxvm|2e39a5f89e4a8b639f0a269073ebaa15856c92e5769ef42bdacbd5325e9ddc15
mandelbrot-opt-retained-candidate-vm|Mandelbrot-retained-vm|Mandelbrot|candidate|opt-retained-candidate-vm|/Users/adrian/CLionProjects/CREXX-NR04A-baseline-7a599906b/images/opt/mandelbrot-retained.rxbin||500|PASS: AWFY Mandelbrot|linked;source_TRACE=retained|2|7|130f6e9b6e94e08d5580e2adab4874213b9510634e0a4589dcb4c67fb99e0b9c||/Users/adrian/CLionProjects/CREXX/cmake-build-release/bin/rxvm|c4a7be443b8655dc9f6db0565c814544527ee453a4e787cc17e61637e79c6804
