phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,133559.410460414772,7667
recorded,1,5,rxbvml,channel-throughput,accepted,3202.321683220335,79942
recorded,1,6,rxbvml,channel-latency,candidate,127840.199750312109,8010
recorded,1,6,rxbvml,channel-throughput,candidate,3164.948198699404,80886
recorded,1,7,rxtvml,channel-latency,accepted,139909.823746413458,7319
recorded,1,7,rxtvml,channel-throughput,accepted,2746.899008541139,93196
recorded,1,8,rxtvml,channel-latency,candidate,123596.861798430895,8285
recorded,1,8,rxtvml,channel-throughput,candidate,2801.151098029346,91391
recorded,2,9,rxtvml,channel-latency,candidate,129866.835764109070,7885
recorded,2,9,rxtvml,channel-throughput,candidate,2774.977507506531,92253
recorded,2,10,rxtvml,channel-latency,accepted,139718.924819211359,7329
recorded,2,10,rxtvml,channel-throughput,accepted,2746.515894387881,93209
recorded,2,11,rxbvml,channel-latency,candidate,129309.256219219606,7919
recorded,2,11,rxbvml,channel-throughput,candidate,3136.140342280317,81629
recorded,2,12,rxbvml,channel-latency,accepted,142241.978052507300,7199
recorded,2,12,rxbvml,channel-throughput,accepted,3189.554209962373,80262
recorded,3,13,rxbvml,channel-latency,accepted,139130.434782608703,7360
recorded,3,13,rxbvml,channel-throughput,accepted,3048.163362505209,83985
recorded,3,14,rxbvml,channel-latency,candidate,122899.663946231391,8332
recorded,3,14,rxbvml,channel-throughput,candidate,3105.138033089127,82444
recorded,3,15,rxtvml,channel-latency,accepted,138903.960933260998,7372
recorded,3,15,rxtvml,channel-throughput,accepted,2776.121021525782,92215
recorded,3,16,rxtvml,channel-latency,candidate,129685.916919959476,7896
recorded,3,16,rxtvml,channel-throughput,candidate,2769.543674405522,92434
recorded,4,17,rxtvml,channel-latency,candidate,128096.072054040531,7994
recorded,4,17,rxtvml,channel-throughput,candidate,2755.532592783949,92904
recorded,4,18,rxtvml,channel-latency,accepted,138079.827400215756,7416
recorded,4,18,rxtvml,channel-throughput,accepted,2784.242925195224,91946
recorded,4,19,rxbvml,channel-latency,candidate,123910.939012584699,8264
recorded,4,19,rxbvml,channel-throughput,candidate,3144.306471621406,81417
recorded,4,20,rxbvml,channel-latency,accepted,134365.568822989095,7621
recorded,4,20,rxbvml,channel-throughput,accepted,3144.306471621406,81417
recorded,5,21,rxbvml,channel-latency,accepted,139967.195188627666,7316
recorded,5,21,rxbvml,channel-throughput,accepted,3195.606041692673,80110
recorded,5,22,rxbvml,channel-latency,candidate,122283.257702412229,8374
recorded,5,22,rxbvml,channel-throughput,candidate,3098.673380458991,82616
