entry,count_rank,total_time_rank,average_latency_rank,name,count,total_ns,average_ns,min_ns,max_ns,percent,status
lifecycle-retained-baseline,1,6,11,ICOPY_REG_REG,40,19043,476,0,18417,7.712371,complete
lifecycle-retained-baseline,2,1,7,IGT_REG_REG_REG,21,47168,2246,0,46834,19.102930,complete
lifecycle-retained-baseline,2,4,8,BRT_ID_REG,21,27667,1317,0,27416,11.205071,complete
lifecycle-retained-baseline,4,7,9,INC2,20,18416,920,0,18166,7.458437,complete
lifecycle-retained-baseline,4,8,10,BR_ID,20,18208,910,0,17833,7.374198,complete
lifecycle-retained-baseline,4,13,19,IADD_REG_REG_REG,20,374,18,0,83,0.151469,complete
lifecycle-retained-baseline,7,17,18,LOAD_REG_INT,4,83,20,0,42,0.033615,complete
lifecycle-retained-baseline,8,3,3,ENDLIFE_REG,2,32957,16478,11666,21291,13.347508,complete
lifecycle-retained-baseline,9,2,1,BEQ_ID_REG_INT,1,36875,36875,36875,36875,14.934289,complete
lifecycle-retained-baseline,9,5,2,SETNUMFUZ_INT,1,22875,22875,22875,22875,9.264322,complete
lifecycle-retained-baseline,9,9,4,RET_INT,1,9333,9333,9333,9333,3.779843,complete
lifecycle-retained-baseline,9,10,5,SETNUMDGTS_INT,1,9250,9250,9250,9250,3.746228,complete
lifecycle-retained-baseline,9,11,6,SAY_REG,1,3500,3500,3500,3500,1.417492,complete
lifecycle-retained-baseline,9,12,12,SAY_STRING,1,458,458,458,458,0.185489,complete
lifecycle-retained-baseline,9,14,13,ITOS_REG,1,292,292,292,292,0.118259,complete
lifecycle-retained-baseline,9,15,14,SETNUMSTD_INT,1,167,167,167,167,0.067635,complete
lifecycle-retained-baseline,9,16,15,CONCAT_REG_STRING_REG,1,125,125,125,125,0.050625,complete
lifecycle-retained-baseline,9,17,16,SETNUMCAS_INT,1,83,83,83,83,0.033615,complete
lifecycle-retained-baseline,9,19,17,SETNUMFRM_INT,1,41,41,41,41,0.016605,complete
lifecycle-retained-candidate,1,8,18,ICOPY_REG_REG,40,2126,53,0,1542,6.177359,complete
lifecycle-retained-candidate,2,3,11,IGT_REG_REG_REG,21,4125,196,0,3750,11.985704,complete
lifecycle-retained-candidate,2,6,14,BRT_ID_REG,21,2625,125,0,2375,7.627266,complete
lifecycle-retained-candidate,4,7,15,BR_ID,20,2208,110,0,2042,6.415621,complete
lifecycle-retained-candidate,4,9,16,INC2,20,1958,97,0,1750,5.689214,complete
lifecycle-retained-candidate,4,14,19,IADD_REG_REG_REG,20,415,20,0,125,1.205834,complete
lifecycle-retained-candidate,7,16,17,LOAD_REG_INT,4,250,62,41,84,0.726406,complete
lifecycle-retained-candidate,8,1,4,ENDLIFE_REG,2,5167,2583,1625,3542,15.013366,complete
lifecycle-retained-candidate,9,2,1,SETNUMFUZ_INT,1,5125,5125,5125,5125,14.891330,complete
lifecycle-retained-candidate,9,4,2,SAY_REG,1,3417,3417,3417,3417,9.928522,complete
lifecycle-retained-candidate,9,5,3,BEQ_ID_REG_INT,1,2959,2959,2959,2959,8.597745,complete
lifecycle-retained-candidate,9,10,5,SETNUMDGTS_INT,1,1000,1000,1000,1000,2.905625,complete
lifecycle-retained-candidate,9,11,6,RET_INT,1,958,958,958,958,2.783589,complete
lifecycle-retained-candidate,9,12,7,SAY_STRING,1,666,666,666,666,1.935146,complete
lifecycle-retained-candidate,9,13,8,ITOS_REG,1,583,583,583,583,1.693980,complete
lifecycle-retained-candidate,9,15,9,CONCAT_REG_STRING_REG,1,292,292,292,292,0.848443,complete
lifecycle-retained-candidate,9,17,10,SETNUMFRM_INT,1,209,209,209,209,0.607276,complete
lifecycle-retained-candidate,9,18,12,SETNUMCAS_INT,1,167,167,167,167,0.485239,complete
lifecycle-retained-candidate,9,19,13,SETNUMSTD_INT,1,166,166,166,166,0.482334,complete
lifecycle-stripped-baseline,1,7,17,ICOPY_REG_REG,40,2208,55,0,1625,5.508845,complete
lifecycle-stripped-baseline,2,3,10,IGT_REG_REG_REG,21,5123,243,0,4666,12.781617,complete
lifecycle-stripped-baseline,2,6,13,BRT_ID_REG,21,3167,150,0,2792,7.901499,complete
lifecycle-stripped-baseline,4,8,15,INC2,20,2000,100,0,1666,4.989895,complete
lifecycle-stripped-baseline,4,9,16,BR_ID,20,1918,95,0,1709,4.785310,complete
lifecycle-stripped-baseline,4,14,19,IADD_REG_REG_REG,20,541,27,0,250,1.349767,complete
lifecycle-stripped-baseline,7,19,18,LOAD_REG_INT,4,124,31,0,83,0.309374,complete
lifecycle-stripped-baseline,8,2,4,ENDLIFE_REG,2,5750,2875,1917,3833,14.345949,complete
lifecycle-stripped-baseline,9,1,1,SETNUMFUZ_INT,1,6208,6208,6208,6208,15.488636,complete
lifecycle-stripped-baseline,9,4,2,SAY_REG,1,5042,5042,5042,5042,12.579526,complete
lifecycle-stripped-baseline,9,5,3,BEQ_ID_REG_INT,1,3625,3625,3625,3625,9.044186,complete
lifecycle-stripped-baseline,9,10,5,SETNUMDGTS_INT,1,1208,1208,1208,1208,3.013897,complete
lifecycle-stripped-baseline,9,11,6,RET_INT,1,875,875,875,875,2.183079,complete
lifecycle-stripped-baseline,9,12,7,ITOS_REG,1,834,834,834,834,2.080786,complete
lifecycle-stripped-baseline,9,13,8,SAY_STRING,1,583,583,583,583,1.454555,complete
lifecycle-stripped-baseline,9,15,9,CONCAT_REG_STRING_REG,1,375,375,375,375,0.935605,complete
lifecycle-stripped-baseline,9,16,11,SETNUMSTD_INT,1,208,208,208,208,0.518949,complete
lifecycle-stripped-baseline,9,17,12,SETNUMFRM_INT,1,167,167,167,167,0.416656,complete
lifecycle-stripped-baseline,9,18,14,SETNUMCAS_INT,1,125,125,125,125,0.311868,complete
lifecycle-stripped-candidate,1,9,17,ICOPY_REG_REG,40,2124,53,0,1583,5.669745,complete
lifecycle-stripped-candidate,2,3,12,IGT_REG_REG_REG,21,4253,202,0,3834,11.352838,complete
lifecycle-stripped-candidate,2,6,13,BRT_ID_REG,21,2708,128,0,2459,7.228658,complete
lifecycle-stripped-candidate,4,7,15,BR_ID,20,2375,118,0,2125,6.339758,complete
lifecycle-stripped-candidate,4,8,16,INC2,20,2292,114,0,1875,6.118200,complete
lifecycle-stripped-candidate,4,15,19,IADD_REG_REG_REG,20,502,25,0,167,1.340025,complete
lifecycle-stripped-candidate,7,18,18,LOAD_REG_INT,4,166,41,0,83,0.443116,complete
lifecycle-stripped-candidate,8,1,4,ENDLIFE_REG,2,5875,2937,2000,3875,15.682558,complete
lifecycle-stripped-candidate,9,2,1,SETNUMFUZ_INT,1,5417,5417,5417,5417,14.459986,complete
lifecycle-stripped-candidate,9,4,2,SAY_REG,1,3583,3583,3583,3583,9.564359,complete
lifecycle-stripped-candidate,9,5,3,BEQ_ID_REG_INT,1,3375,3375,3375,3375,9.009129,complete
lifecycle-stripped-candidate,9,10,5,RET_INT,1,1125,1125,1125,1125,3.003043,complete
lifecycle-stripped-candidate,9,11,6,SETNUMDGTS_INT,1,1083,1083,1083,1083,2.890929,complete
lifecycle-stripped-candidate,9,12,7,ITOS_REG,1,708,708,708,708,1.889915,complete
lifecycle-stripped-candidate,9,13,8,SAY_STRING,1,667,667,667,667,1.780471,complete
lifecycle-stripped-candidate,9,14,9,CONCAT_REG_STRING_REG,1,542,542,542,542,1.446799,complete
lifecycle-stripped-candidate,9,16,10,SETNUMFRM_INT,1,292,292,292,292,0.779457,complete
lifecycle-stripped-candidate,9,17,11,SETNUMSTD_INT,1,250,250,250,250,0.667343,complete
lifecycle-stripped-candidate,9,19,14,SETNUMCAS_INT,1,125,125,125,125,0.333671,complete
