pair,baseline_entry,candidate_entry,baseline_mode,candidate_mode,baseline_median_ns,candidate_median_ns,delta_ns,delta_percent
lifecycle-retained-vm,lifecycle-retained-baseline,lifecycle-retained-candidate,retained-baseline-vm,retained-candidate-vm,3497000,3497000,0,0.000
lifecycle-stripped-vm,lifecycle-stripped-baseline,lifecycle-stripped-candidate,stripped-baseline-vm,stripped-candidate-vm,3478000,3668000,190000,5.463
