phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,5,rxbvml,channel-latency,accepted,139680.807529668527,7331
recorded,1,5,rxbvml,channel-throughput,accepted,2756.303968647042,92878
recorded,1,6,rxbvml,channel-latency,candidate,147784.673113003315,6929
recorded,1,6,rxbvml,channel-throughput,candidate,2602.763402706467,98357
recorded,1,7,rxtvml,channel-latency,accepted,132883.467427978205,7706
recorded,1,7,rxtvml,channel-throughput,accepted,2332.489020901288,109754
recorded,1,8,rxtvml,channel-latency,candidate,142757.563083786430,7173
recorded,1,8,rxtvml,channel-throughput,candidate,2580.020962670322,99224
recorded,2,9,rxtvml,channel-latency,candidate,133420.195439739415,7675
recorded,2,9,rxtvml,channel-throughput,candidate,2661.925112559919,96171
recorded,2,10,rxtvml,channel-latency,accepted,138210.284788770427,7409
recorded,2,10,rxtvml,channel-throughput,accepted,2707.361697177364,94557
recorded,2,11,rxbvml,channel-latency,candidate,135503.506682545994,7557
recorded,2,11,rxbvml,channel-throughput,candidate,3079.736297579520,83124
recorded,2,12,rxbvml,channel-latency,accepted,138023.992451812926,7419
recorded,2,12,rxbvml,channel-throughput,accepted,3158.232376816601,81058
recorded,3,13,rxbvml,channel-latency,accepted,134878.819810326648,7592
recorded,3,13,rxbvml,channel-throughput,accepted,3051.106025934401,83904
recorded,3,14,rxbvml,channel-latency,candidate,133873.708981566218,7649
recorded,3,14,rxbvml,channel-throughput,candidate,3069.433953215112,83403
recorded,3,15,rxtvml,channel-latency,accepted,133594.259621656878,7665
recorded,3,15,rxtvml,channel-throughput,accepted,2597.956139193619,98539
recorded,3,16,rxtvml,channel-latency,candidate,134825.543120474002,7595
recorded,3,16,rxtvml,channel-throughput,candidate,2554.711746684363,100207
recorded,4,17,rxtvml,channel-latency,candidate,142103.802386899799,7206
recorded,4,17,rxtvml,channel-throughput,candidate,2563.460671907074,99865
recorded,4,18,rxtvml,channel-latency,accepted,136733.876351982908,7489
recorded,4,18,rxtvml,channel-throughput,accepted,2656.152728781905,96380
recorded,4,19,rxbvml,channel-latency,candidate,139414.567733151809,7345
recorded,4,19,rxbvml,channel-throughput,candidate,3031.594903131069,84444
recorded,4,20,rxbvml,channel-latency,accepted,133926.235940360959,7646
recorded,4,20,rxbvml,channel-throughput,accepted,3017.693586222343,84833
recorded,5,21,rxbvml,channel-latency,accepted,135647.105576897593,7549
recorded,5,21,rxbvml,channel-throughput,accepted,3009.604871797886,85061
recorded,5,22,rxbvml,channel-latency,candidate,130712.279805973958,7834
recorded,5,22,rxbvml,channel-throughput,candidate,3064.106860726768,83548
recorded,5,23,rxtvml,channel-latency,accepted,132814.526588845649,7710
recorded,5,23,rxtvml,channel-throughput,accepted,2638.876003752152,97011
recorded,5,24,rxtvml,channel-latency,candidate,137394.337850529992,7453
recorded,5,24,rxtvml,channel-throughput,candidate,2641.598992890384,96911
recorded,6,25,rxtvml,channel-latency,candidate,138359.681124172406,7401
recorded,6,25,rxtvml,channel-throughput,candidate,2625.129461951004,97519
recorded,6,26,rxtvml,channel-latency,accepted,131975.770073463063,7759
recorded,6,26,rxtvml,channel-throughput,accepted,2360.208362144470,108465
recorded,6,27,rxbvml,channel-latency,candidate,136442.371752165229,7505
recorded,6,27,rxbvml,channel-throughput,candidate,3032.744159598161,84412
recorded,6,28,rxbvml,channel-latency,accepted,132453.757599275646,7731
recorded,6,28,rxbvml,channel-throughput,accepted,2990.339800721887,85609
recorded,7,29,rxbvml,channel-latency,accepted,132987.012987012975,7700
recorded,7,29,rxbvml,channel-throughput,accepted,2975.879104911363,86025
recorded,7,30,rxbvml,channel-latency,candidate,134277.471806976129,7626
recorded,7,30,rxbvml,channel-throughput,candidate,3031.810322366707,84438
recorded,7,31,rxtvml,channel-latency,accepted,131181.142710735323,7806
recorded,7,31,rxtvml,channel-throughput,accepted,2617.934899321996,97787
recorded,7,32,rxtvml,channel-latency,candidate,135737.009544008470,7544
recorded,7,32,rxtvml,channel-throughput,candidate,2616.356315025653,97846
recorded,8,33,rxtvml,channel-latency,candidate,132419.500840553461,7733
recorded,8,33,rxtvml,channel-throughput,candidate,2588.970580799142,98881
recorded,8,34,rxtvml,channel-latency,accepted,141553.773845728516,7234
recorded,8,34,rxtvml,channel-throughput,accepted,2579.137198009229,99258
recorded,8,35,rxbvml,channel-latency,candidate,137726.967047747137,7435
recorded,8,35,rxbvml,channel-throughput,candidate,2418.014205833459,105872
recorded,8,36,rxbvml,channel-latency,accepted,136007.437906760519,7529
recorded,8,36,rxbvml,channel-throughput,accepted,3021.433292418091,84728
recorded,9,37,rxbvml,channel-latency,accepted,130829.181039989780,7827
recorded,9,37,rxbvml,channel-throughput,accepted,2963.408846238439,86387
recorded,9,38,rxbvml,channel-latency,candidate,131097.170656766102,7811
recorded,9,38,rxbvml,channel-throughput,candidate,3012.119072832098,84990
recorded,9,39,rxtvml,channel-latency,accepted,132146.083365595550,7749
recorded,9,39,rxtvml,channel-throughput,accepted,2607.986960065200,98160
recorded,9,40,rxtvml,channel-latency,candidate,131670.309888131684,7777
recorded,9,40,rxtvml,channel-throughput,candidate,2601.520263403926,98404
recorded,10,41,rxtvml,channel-latency,candidate,134861.056236006843,7593
recorded,10,41,rxtvml,channel-throughput,candidate,2560.409665546487,99984
recorded,10,42,rxtvml,channel-latency,accepted,138247.603618199006,7407
recorded,10,42,rxtvml,channel-throughput,accepted,2523.758823297449,101436
recorded,10,43,rxbvml,channel-latency,candidate,130213.631739572738,7864
recorded,10,43,rxbvml,channel-throughput,candidate,2936.924947800748,87166
recorded,10,44,rxbvml,channel-latency,accepted,140891.579526692338,7268
recorded,10,44,rxbvml,channel-throughput,accepted,2335.233751425314,109625
recorded,11,45,rxbvml,channel-latency,accepted,131535.003211303789,7785
recorded,11,45,rxbvml,channel-throughput,accepted,2983.439579521484,85807
recorded,11,46,rxbvml,channel-latency,candidate,133263.925039042166,7684
recorded,11,46,rxbvml,channel-throughput,candidate,2826.137354691278,90583
recorded,11,47,rxtvml,channel-latency,accepted,133629.126973770064,7663
recorded,11,47,rxtvml,channel-throughput,accepted,2559.104313490278,100035
recorded,11,48,rxtvml,channel-latency,candidate,129081.053825790994,7933
recorded,11,48,rxtvml,channel-throughput,candidate,2573.019478561521,99494
recorded,12,49,rxtvml,channel-latency,candidate,130728.967190093201,7833
recorded,12,49,rxtvml,channel-throughput,candidate,2334.232985629878,109672
recorded,12,50,rxtvml,channel-latency,accepted,96006.000375023432,10666
recorded,12,50,rxtvml,channel-throughput,accepted,2197.802197802198,116480
recorded,12,51,rxbvml,channel-latency,candidate,135755.004640063649,7543
recorded,12,51,rxbvml,channel-throughput,candidate,2821.434082042013,90734
recorded,12,52,rxbvml,channel-latency,accepted,137523.502551705606,7446
recorded,12,52,rxbvml,channel-throughput,accepted,2215.682880387745,115540
