cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxvm,Sieve,crexx,rxvm,equivalent-port,A,yes,no,5500,normalized_work_per_second,10,1471.630968,1526.976455,1528.644350,1538.292224,1547.099329,7.955375,0.520420,4.936947,no
sieve-rxbvm,Sieve,crexx,rxbvm,equivalent-port,A,yes,no,5500,normalized_work_per_second,10,1284.993288,1446.182455,1452.883498,1457.252023,1474.538342,6.176463,0.425118,13.046129,yes
sieve-oorexx,Sieve,oorexx,oorexx,equivalent-port,A,yes,no,5500,normalized_work_per_second,10,200.409813,203.450177,206.299120,208.365239,209.294080,2.327968,1.128443,4.306498,no
sieve-netrexx,Sieve,netrexx,netrexx,decimal-rexx-port,A,yes,no,5500,normalized_work_per_second,10,733.907738,773.086924,776.055468,781.668022,785.352350,5.213167,0.671752,6.628986,no
permute-rxvm,Permute,crexx,rxvm,equivalent-port,A,yes,no,5000,normalized_work_per_second,10,743.292160,858.272606,866.812215,873.443727,876.968355,8.299711,0.957498,15.421587,yes
permute-rxbvm,Permute,crexx,rxbvm,equivalent-port,A,yes,no,5000,normalized_work_per_second,10,777.535809,911.932077,929.139299,934.921018,937.175854,7.959102,0.856610,17.181498,yes
permute-oorexx,Permute,oorexx,oorexx,equivalent-port,A,yes,no,5000,normalized_work_per_second,10,77.832402,90.610453,91.311058,91.437069,91.781181,0.442070,0.484136,15.276111,yes
permute-netrexx,Permute,netrexx,netrexx,decimal-rexx-port,A,yes,no,5000,normalized_work_per_second,10,1244.775057,1290.903671,1418.394505,1440.136315,1464.479203,30.805904,2.171885,15.489636,yes
bounce-rxvm,Bounce,crexx,rxvm,equivalent-port,A,yes,no,4200,normalized_work_per_second,10,842.138864,1118.535708,1131.241711,1136.717245,1155.701944,6.948904,0.614272,27.718486,yes
bounce-rxbvm,Bounce,crexx,rxbvm,equivalent-port,A,yes,no,4200,normalized_work_per_second,10,1063.999574,1185.953123,1196.906708,1201.482314,1209.392139,7.368437,0.615623,12.147360,yes
bounce-oorexx,Bounce,oorexx,oorexx,equivalent-port,A,yes,no,4200,normalized_work_per_second,10,223.551002,229.040371,229.881566,230.698424,232.579620,0.934885,0.406681,3.927508,no
bounce-netrexx,Bounce,netrexx,netrexx,decimal-rexx-port,A,yes,no,4200,normalized_work_per_second,10,587.917786,591.514823,596.854731,601.433899,607.105388,5.424494,0.908847,3.214786,no
richards-rxvm,Richards,crexx,rxvm,common-state-machine,A,yes,no,20,normalized_work_per_second,10,1.009001,1.029398,1.033190,1.037329,1.045697,0.004401,0.425942,3.551683,no
richards-rxbvm,Richards,crexx,rxbvm,common-state-machine,A,yes,no,20,normalized_work_per_second,10,1.006463,1.024675,1.030033,1.033957,1.046243,0.004606,0.447165,3.861962,no
richards-oorexx,Richards,oorexx,oorexx,common-state-machine,A,yes,no,20,normalized_work_per_second,10,2.971970,3.005949,3.014440,3.023048,3.039630,0.010621,0.352349,2.244502,no
richards-netrexx,Richards,netrexx,netrexx,decimal-rexx-port,A,yes,no,20,normalized_work_per_second,10,5.884068,5.947326,5.976514,6.033693,6.122002,0.051174,0.856250,3.981156,no
base64-rxvm,Base64,crexx,rxvm,equivalent-port,A,yes,no,2500,normalized_work_per_second,10,537.859963,543.347785,546.831860,548.860656,555.149063,2.985145,0.545898,3.161685,no
base64-rxbvm,Base64,crexx,rxbvm,equivalent-port,A,yes,no,2500,normalized_work_per_second,10,473.433650,543.664364,547.000667,551.824738,554.773941,4.064602,0.743071,14.870236,yes
base64-oorexx,Base64,oorexx,oorexx,equivalent-port,A,yes,no,2500,normalized_work_per_second,10,619.480276,622.593394,624.494735,625.967237,630.176268,1.823952,0.292068,1.712743,no
base64-netrexx,Base64,netrexx,netrexx,decimal-rexx-port,A,yes,no,2500,normalized_work_per_second,10,541.357786,660.591178,663.654247,677.134875,682.340110,12.540356,1.889592,21.243339,yes
towers-rxvm,Towers,crexx,rxvm,equivalent-object-port,A,no,no,100,elapsed_ns,10,8604485000.000000,8640610250.000000,8677375500.000000,8735710000.000000,8825120000.000000,48248500.000000,0.556026,2.542647,no
towers-rxbvm,Towers,crexx,rxbvm,equivalent-object-port,A,no,no,100,elapsed_ns,10,8718473000.000000,8764655500.000000,8787721500.000000,8843838250.000000,9167030000.000000,31511000.000000,0.358580,5.104361,no
towers-oorexx,Towers,oorexx,oorexx,equivalent-object-port,A,no,no,100,elapsed_ns,10,4005703000.000000,4023715000.000000,4060909000.000000,4087894500.000000,4106637000.000000,34538000.000000,0.850499,2.485503,no
towers-netrexx,Towers,netrexx,netrexx,binary-object-jvm-control,A,no,no,100,elapsed_ns,10,57575000.000000,60442000.000000,61947500.000000,62069750.000000,63580000.000000,1332000.000000,2.150208,9.693692,no
rexxcps-rxvm,RexxCPS,crexx,rxvm,disclosed-2.2d,A,no,no,1000-clauses,benchmark_rate,10,13394636.000000,13738275.250000,13817652.000000,14183055.750000,14491630.000000,195777.500000,1.416865,7.939077,no
rexxcps-rxbvm,RexxCPS,crexx,rxbvm,disclosed-2.2d,A,no,no,1000-clauses,benchmark_rate,10,13457492.000000,13583744.500000,13864294.500000,14072573.250000,14291605.000000,274082.500000,1.976895,6.016267,no
rexxcps-oorexx,RexxCPS,oorexx,oorexx,canonical-2.2,A,no,no,1000-clauses,benchmark_rate,10,11595662.000000,11796867.000000,11861170.000000,11895037.250000,11944156.000000,39389.500000,0.332088,2.938108,no
rexxcps-regina,RexxCPS,regina,regina,canonical-2.2,A,no,no,1000-clauses,benchmark_rate,10,12395291.000000,12481756.250000,12646678.000000,12694434.000000,12928557.000000,97819.000000,0.773476,4.216649,no
rexxcps-netrexx,RexxCPS,netrexx,netrexx,disclosed-2.2n,A,no,no,1000-clauses,benchmark_rate,10,7532893.000000,7626115.250000,7735307.000000,8104135.000000,8299763.000000,173204.500000,2.239142,9.913892,no
