entry,name,value
runtime-interface-retained-c,schema_version,5
runtime-interface-retained-c,vm_mode,rxvm
runtime-interface-retained-c,result,0
runtime-interface-retained-c,timer_read_min_ns,41
runtime-interface-retained-c,timer_zero_deltas,740
runtime-interface-retained-c,interrupt_polls,19800295
runtime-interface-retained-c,invalid_events,0
runtime-interface-retained-c,counter_overflow,0
runtime-interface-retained-c,procedure_tracking_unavailable,0
runtime-interface-retained-c,allocation_tracking_unavailable,0
runtime-interface-retained-c,census_tracking_unavailable,0
runtime-interface-retained-c,metadata_tracking_unavailable,0
runtime-interface-retained-baseline,schema_version,5
runtime-interface-retained-baseline,vm_mode,rxvm
runtime-interface-retained-baseline,result,0
runtime-interface-retained-baseline,timer_read_min_ns,41
runtime-interface-retained-baseline,timer_zero_deltas,734
runtime-interface-retained-baseline,interrupt_polls,19800295
runtime-interface-retained-baseline,invalid_events,0
runtime-interface-retained-baseline,counter_overflow,0
runtime-interface-retained-baseline,procedure_tracking_unavailable,0
runtime-interface-retained-baseline,allocation_tracking_unavailable,0
runtime-interface-retained-baseline,census_tracking_unavailable,0
runtime-interface-retained-baseline,metadata_tracking_unavailable,0
runtime-interface-stripped-c,schema_version,5
runtime-interface-stripped-c,vm_mode,rxvm
runtime-interface-stripped-c,result,0
runtime-interface-stripped-c,timer_read_min_ns,41
runtime-interface-stripped-c,timer_zero_deltas,742
runtime-interface-stripped-c,interrupt_polls,19800295
runtime-interface-stripped-c,invalid_events,0
runtime-interface-stripped-c,counter_overflow,0
runtime-interface-stripped-c,procedure_tracking_unavailable,0
runtime-interface-stripped-c,allocation_tracking_unavailable,0
runtime-interface-stripped-c,census_tracking_unavailable,0
runtime-interface-stripped-c,metadata_tracking_unavailable,0
runtime-interface-stripped-baseline,schema_version,5
runtime-interface-stripped-baseline,vm_mode,rxvm
runtime-interface-stripped-baseline,result,0
runtime-interface-stripped-baseline,timer_read_min_ns,41
runtime-interface-stripped-baseline,timer_zero_deltas,919
runtime-interface-stripped-baseline,interrupt_polls,19800295
runtime-interface-stripped-baseline,invalid_events,0
runtime-interface-stripped-baseline,counter_overflow,0
runtime-interface-stripped-baseline,procedure_tracking_unavailable,0
runtime-interface-stripped-baseline,allocation_tracking_unavailable,0
runtime-interface-stripped-baseline,census_tracking_unavailable,0
runtime-interface-stripped-baseline,metadata_tracking_unavailable,0
lifecycle-retained-c,schema_version,5
lifecycle-retained-c,vm_mode,rxvm
lifecycle-retained-c,result,0
lifecycle-retained-c,timer_read_min_ns,41
lifecycle-retained-c,timer_zero_deltas,742
lifecycle-retained-c,interrupt_polls,159
lifecycle-retained-c,invalid_events,0
lifecycle-retained-c,counter_overflow,0
lifecycle-retained-c,procedure_tracking_unavailable,0
lifecycle-retained-c,allocation_tracking_unavailable,0
lifecycle-retained-c,census_tracking_unavailable,0
lifecycle-retained-c,metadata_tracking_unavailable,0
lifecycle-retained-baseline,schema_version,5
lifecycle-retained-baseline,vm_mode,rxvm
lifecycle-retained-baseline,result,0
lifecycle-retained-baseline,timer_read_min_ns,41
lifecycle-retained-baseline,timer_zero_deltas,742
lifecycle-retained-baseline,interrupt_polls,159
lifecycle-retained-baseline,invalid_events,0
lifecycle-retained-baseline,counter_overflow,0
lifecycle-retained-baseline,procedure_tracking_unavailable,0
lifecycle-retained-baseline,allocation_tracking_unavailable,0
lifecycle-retained-baseline,census_tracking_unavailable,0
lifecycle-retained-baseline,metadata_tracking_unavailable,0
lifecycle-stripped-c,schema_version,5
lifecycle-stripped-c,vm_mode,rxvm
lifecycle-stripped-c,result,0
lifecycle-stripped-c,timer_read_min_ns,41
lifecycle-stripped-c,timer_zero_deltas,753
lifecycle-stripped-c,interrupt_polls,159
lifecycle-stripped-c,invalid_events,0
lifecycle-stripped-c,counter_overflow,0
lifecycle-stripped-c,procedure_tracking_unavailable,0
lifecycle-stripped-c,allocation_tracking_unavailable,0
lifecycle-stripped-c,census_tracking_unavailable,0
lifecycle-stripped-c,metadata_tracking_unavailable,0
lifecycle-stripped-baseline,schema_version,5
lifecycle-stripped-baseline,vm_mode,rxvm
lifecycle-stripped-baseline,result,0
lifecycle-stripped-baseline,timer_read_min_ns,41
lifecycle-stripped-baseline,timer_zero_deltas,745
lifecycle-stripped-baseline,interrupt_polls,159
lifecycle-stripped-baseline,invalid_events,0
lifecycle-stripped-baseline,counter_overflow,0
lifecycle-stripped-baseline,procedure_tracking_unavailable,0
lifecycle-stripped-baseline,allocation_tracking_unavailable,0
lifecycle-stripped-baseline,census_tracking_unavailable,0
lifecycle-stripped-baseline,metadata_tracking_unavailable,0
json-stripped-c,schema_version,5
json-stripped-c,vm_mode,rxvm
json-stripped-c,result,0
json-stripped-c,timer_read_min_ns,41
json-stripped-c,timer_zero_deltas,815
json-stripped-c,interrupt_polls,145210032
json-stripped-c,invalid_events,0
json-stripped-c,counter_overflow,0
json-stripped-c,procedure_tracking_unavailable,0
json-stripped-c,allocation_tracking_unavailable,0
json-stripped-c,census_tracking_unavailable,0
json-stripped-c,metadata_tracking_unavailable,0
json-stripped-baseline,schema_version,5
json-stripped-baseline,vm_mode,rxvm
json-stripped-baseline,result,0
json-stripped-baseline,timer_read_min_ns,41
json-stripped-baseline,timer_zero_deltas,859
json-stripped-baseline,interrupt_polls,145210032
json-stripped-baseline,invalid_events,0
json-stripped-baseline,counter_overflow,0
json-stripped-baseline,procedure_tracking_unavailable,0
json-stripped-baseline,allocation_tracking_unavailable,0
json-stripped-baseline,census_tracking_unavailable,0
json-stripped-baseline,metadata_tracking_unavailable,0
