rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,3820600,1,1,4,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | RET_REG(r2)","r1=R4;c1=int:18;c2=int:1;r2=R2","benchmark_awfy_list_noopt",209
2,1945400,3,1,4,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4)","r1=R9;r2=R1;r3=R10;r4=R3","benchmark_awfy_list_noopt",555
3,1875200,1,1,5,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2) | IEQ_REG_REG_INT(r2,r2,c2)","c1=label@581;r1=R11;r2=R12;r3=R1;c2=int:0","benchmark_awfy_list_noopt",535
4,1875200,1,1,5,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r3,r4) | BTOI_REG(r3)","r1=R11;r2=R3;c1=label@581;r3=R12;r4=R1","benchmark_awfy_list_noopt",532
5,1875200,1,1,4,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R12;r2=R1;c1=int:0;c2=label@555","benchmark_awfy_list_noopt",538
6,842800,4,1,4,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R2;r2=R3;r3=R4;r4=R5","benchmark_awfy_list_noopt",342
7,565300,4,1,5,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r2) | NULL_REG(r3)","r1=R17;c1=int:18;c2=int:1;r2=R2;r3=R3","benchmark_awfy_list_noopt",336
8,281000,2,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","c1=int:18;c2=int:1;r1=R2;r2=R3;r3=R4","benchmark_awfy_list_noopt",338
9,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | REFVALID_REG_REG(r5,r3) | BRF_ID_REG(c1,r5)","r1=R1;r2=R16;r3=R3;r4=R17;r5=R11;c1=label@581","benchmark_awfy_list_noopt",526
10,280900,1,1,6,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1) | BRF_ID_REG(c1,r3) | REFVALID_REG_REG(r4,r5)","r1=R3;r2=R17;r3=R11;c1=label@581;r4=R12;r5=R1","benchmark_awfy_list_noopt",529
