rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,11793,200,7,2,candidate,"NULL_REG(r1) | NULL_REG(r2)","r1=R28;r2=R29","benchmark_rexxcps_levelb_opt",507
2,11086,265,5,2,candidate,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2)","r1=R15;r2=R14","benchmark_rexxcps_levelb_opt",240
3,8178,53,6,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R22;r2=R18;c1=int:0;c2=label@127","benchmark_rexxcps_levelb_opt",115
4,3402,9,1,5,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R33;r2=R39;r3=R19;r4=R43;c1=int:44","parseExec",209
5,2809,18,6,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R23;r2=R24;r3=R3;c1=label@358","benchmark_rexxcps_levelb_opt",305
6,2772,18,1,4,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1)","r1=R44;r2=R19;c1=int:0;c2=label@190","parseExec",179
7,2732,18,4,4,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R23;r2=R13;r3=R18;c1=label@232","benchmark_rexxcps_levelb_opt",145
8,2663,10,3,5,over_3_symbols,"BRF_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4)","c1=label@920;r1=R60;r2=R50;r3=R48;r4=R56","format",898
9,2520,28,5,4,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R56;r2=R46;c1=int:0;c2=label@646","benchmark_rexxcps_levelb_opt",599
10,2254,12,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R46;r2=R19;r3=R45;r4=R35","parseExec",387
11,2218,17,3,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4)","r1=R20;r2=R52;r3=R21;r4=R38","format",859
12,2156,14,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | IGT_REG_REG_INT(r1,r2,c2)","c1=label@233;r1=R43;r2=R33;c2=int:57","parseExec",226
13,2117,32,4,4,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2)","r1=R10;r2=R14;c1=int:0;r3=R17","_address",8106
14,2030,9,1,3,candidate,"IADD_REG_REG_INT(r1,r1,c1) | BR_ID(c2)","r1=R19;c1=int:1;c2=label@202","parseExec",251
15,1848,12,1,4,over_3_symbols,"IGTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R44;r2=R19;r3=R40;c1=label@274","parseExec",264
16,1770,28,3,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R54;r2=R32;r3=R21;c1=label@787","format",769
17,1744,34,6,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R56;r2=R50;c1=int:1;c2=label@572","benchmark_rexxcps_levelb_opt",562
18,1699,63,5,3,candidate,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3)","r1=R18;r2=R17;r3=R12","benchmark_rexxcps_levelb_opt",107
19,1694,31,4,3,candidate,"ICOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R52;r2=R54;c1=label@824","benchmark_rexxcps_levelb_opt",819
20,1591,26,6,3,candidate,"SCOPY_REG_REG(r1,r2) | BR_ID(c1)","r1=R23;r2=R14;c1=label@240","benchmark_rexxcps_levelb_opt",207
21,1545,14,4,3,candidate,"BRF_ID_REG(c1,r1) | BR_ID(c2)","c1=label@2492;r1=R80;c2=label@2538","benchmark_rexxcps_levelb_opt",2487
22,1428,8,1,5,over_3_symbols,"IADD_REG_REG_REG(r1,r2,r3) | IADD_REG_REG_INT(r4,r4,c1)","r1=R6;r2=R43;r3=R34;r4=R19;c1=int:1","parseExec",247
23,1428,13,1,4,over_3_symbols,"ILTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R47;r2=R45;c1=int:0;c2=label@408","parseExec",396
24,1428,8,1,4,over_3_symbols,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r2,r1,r3)","r1=R43;r2=R6;c1=int:10;r3=R34","parseExec",243
25,1410,5,3,5,over_3_symbols,"BRT_ID_REG(c1,r1) | STRCHAR_REG_REG_REG(r2,r3,r4)","c1=label@1387;r1=R59;r2=R10;r3=R20;r4=R61","format",1288
26,1392,3,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | BCTP_ID_REG(c1,r3)","r1=R8;r2=R84;c1=label@2618;r3=R55","parseExec",3356
27,1308,3,2,3,candidate,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3)","r1=R10;r2=R14;r3=R17","_address",8088
28,1294,2,1,5,over_3_symbols,"IADD_REG_REG_REG(r1,r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R12;r2=R4;r3=R13;r4=R8;c1=int:7","stem",200
29,1294,2,1,2,candidate,"IMOD_REG_REG_REG(r1,r1,r2) | UNLINK_REG(r2)","r1=R12;r2=R13","stem",208
30,1294,2,1,4,over_3_symbols,"IMULT_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r1,r1,r3)","r1=R12;r2=R5;c1=int:31;r3=R4","stem",196
31,1294,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IMOD_REG_REG_REG(r3,r3,r1)","r1=R13;r2=R8;c1=int:7;r3=R12","stem",204
32,1294,2,1,6,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | IMULT_REG_REG_INT(r4,r5,c1)","r1=R4;r2=R6;r3=R9;r4=R12;r5=R5;c1=int:31","stem",192
33,1262,4,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4)","r1=R25;r2=R2;r3=R24;r4=R4","trace",6519
34,1232,8,1,4,over_3_symbols,"BRT_ID_REG(c1,r1) | IGTE_REG_REG_REG(r1,r2,r3)","c1=label@268;r1=R44;r2=R19;r3=R40","parseExec",261
35,1232,8,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)","r1=R37;r2=R19;r3=R6;c1=int:0","parseExec",196
36,1232,8,1,4,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)","r1=R44;r2=R19;r3=R37;c1=label@268","parseExec",257
37,1232,8,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r3,r4)","r1=R6;c1=int:0;r2=R44;r3=R19;r4=R40","parseExec",199
38,1164,45,9,2,candidate,"SETNUMDGTS_INT(c1) | SETNUMFUZ_INT(c2)","c1=int:18;c2=int:0","benchmark_rexxcps_levelb_opt",0
39,1164,45,9,1,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1)","c1=int:1","benchmark_rexxcps_levelb_opt",4
40,1164,45,9,2,candidate,"SETNUMFUZ_INT(c1) | SETNUMFRM_INT(c2)","c1=int:0;c2=int:1","benchmark_rexxcps_levelb_opt",2
41,1143,42,7,1,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1)","c1=int:1","_address",5781
42,1116,14,5,3,candidate,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3)","r1=R21;r2=R9;r3=R23","benchmark_rexxcps_levelb_opt",254
43,1087,15,4,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R8;c1=label@5941;r2=R7","_address",5921
44,1082,10,3,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1)","r1=R38;r2=R41;r3=R52;c1=string@31136","format",836
45,1032,10,5,4,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R42;r2=R53;r3=R44;c1=label@947","benchmark_rexxcps_levelb_opt",932
46,988,23,4,4,over_3_symbols,"SETSTRPOS_REG_REG(r1,r2) | SUBSTRING_REG_REG_REG(r3,r1,r4)","r1=R17;r2=R21;r3=R14;r4=R20","benchmark_rexxcps_levelb_opt",200
47,986,9,2,3,candidate,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3)","r1=R19;r2=R2;r3=R28","_address",14076
48,985,8,4,5,over_3_symbols,"STRCHAR_REG_REG_REG(r1,r2,r3) | INE_REG_REG_INT(r4,r1,c1)","r1=R50;r2=R48;r3=R56;r4=R61;c1=int:57","format",901
49,980,3,1,4,over_3_symbols,"ILTE_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1)","r1=R89;r2=R97;r3=R93;c1=label@4460","parseExec",3964
50,934,14,3,4,over_3_symbols,"SUBSTRING_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r1)","r1=R14;r2=R17;r3=R20;r4=R23","benchmark_rexxcps_levelb_opt",203
51,929,8,2,4,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)","r1=R48;r2=R11;c1=int:0;c2=label@380","format",326
52,927,64,8,4,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)","r1=R22;c1=string@21200;r2=R21;c2=int:1","benchmark_rexxcps_levelb_opt",312
53,910,2,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ISUB_REG_REG_INT(r2,r3,c2)","c1=label@4655;r1=R110;r2=R114;r3=R116;c2=int:1","parseExec",4629
54,910,2,1,5,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | STRCHAR_REG_REG_REG(r3,r4,r1)","r1=R114;r2=R116;c1=int:1;r3=R115;r4=R119","parseExec",4632
55,879,23,3,2,candidate,"UNLINK_REG(r1) | UNLINK_REG(r2)","r1=R7;r2=R6","_address",5841
56,868,7,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILTE_REG_REG_INT(r2,r3,c2)","r1=R44;c1=string@31136;r2=R47;r3=R45;c2=int:0","parseExec",393
57,868,80,4,3,candidate,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1)","r1=R0;c1=int:256;r2=R42","benchmark_rexxcps_levelb_opt",692
