cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
sieve-rxtvm-control,Sieve,crexx,rxtvm,feature-freeze,A,no,startup-included,5500,elapsed_ns,12,1072706000.000000,1077237750.000000,1080212500.000000,1083773000.000000,1103462000.000000,3167000.000000,0.293183,2.847218,no
sieve-rxtvm-candidate,Sieve,crexx,rxtvm,qa-candidate,A,no,startup-included,5500,elapsed_ns,12,1064575000.000000,1078984500.000000,1079810500.000000,1082056500.000000,1088139000.000000,1667500.000000,0.154425,2.182235,no
sieve-rxbvm-control,Sieve,crexx,rxbvm,feature-freeze,A,no,startup-included,5500,elapsed_ns,12,1055674000.000000,1065684500.000000,1067435500.000000,1068679500.000000,1090347000.000000,1640000.000000,0.153639,3.248252,no
sieve-rxbvm-candidate,Sieve,crexx,rxbvm,qa-candidate,A,no,startup-included,5500,elapsed_ns,12,1054928000.000000,1066445000.000000,1069252000.000000,1077872750.000000,1113753000.000000,6028500.000000,0.563805,5.501509,no
permute-rxtvm-control,Permute,crexx,rxtvm,feature-freeze,A,no,startup-included,5000,elapsed_ns,12,1856264000.000000,1922515000.000000,1940133500.000000,1963768250.000000,1987315000.000000,20231500.000000,1.042789,6.754741,no
permute-rxtvm-candidate,Permute,crexx,rxtvm,qa-candidate,A,no,startup-included,5000,elapsed_ns,12,1917676000.000000,1933742000.000000,1939626000.000000,1963497000.000000,1984646000.000000,19701500.000000,1.015737,3.452727,no
permute-rxbvm-control,Permute,crexx,rxbvm,feature-freeze,A,no,startup-included,5000,elapsed_ns,12,1770735000.000000,1789312250.000000,1815763500.000000,1832524750.000000,1957558000.000000,27150500.000000,1.495266,10.288950,yes
permute-rxbvm-candidate,Permute,crexx,rxbvm,qa-candidate,A,no,startup-included,5000,elapsed_ns,12,1784085000.000000,1794139500.000000,1815057500.000000,1833436750.000000,1859007000.000000,19239000.000000,1.059966,4.127803,no
bounce-rxtvm-control,Bounce,crexx,rxtvm,feature-freeze,A,no,startup-included,4200,elapsed_ns,12,1220842000.000000,1240698750.000000,1256988500.000000,1271545250.000000,1378794000.000000,16277000.000000,1.294920,12.565907,yes
bounce-rxtvm-candidate,Bounce,crexx,rxtvm,qa-candidate,A,no,startup-included,4200,elapsed_ns,12,1206277000.000000,1224012750.000000,1245697500.000000,1259739000.000000,1297339000.000000,22391000.000000,1.797467,7.310121,no
bounce-rxbvm-control,Bounce,crexx,rxbvm,feature-freeze,A,no,startup-included,4200,elapsed_ns,12,1196214000.000000,1203285250.000000,1208434500.000000,1213142500.000000,1295801000.000000,5941500.000000,0.491669,8.240993,no
bounce-rxbvm-candidate,Bounce,crexx,rxbvm,qa-candidate,A,no,startup-included,4200,elapsed_ns,12,1204401000.000000,1207949500.000000,1218073500.000000,1226240750.000000,1412521000.000000,9050500.000000,0.743018,17.085997,yes
richards-rxtvm-control,Richards,crexx,rxtvm,feature-freeze,A,no,startup-included,20,elapsed_ns,12,2171509000.000000,2232978000.000000,2265957000.000000,2315730500.000000,2563687000.000000,35934500.000000,1.585842,17.307389,yes
richards-rxtvm-candidate,Richards,crexx,rxtvm,qa-candidate,A,no,startup-included,20,elapsed_ns,12,2166643000.000000,2195606250.000000,2257780000.000000,2363732500.000000,2522563000.000000,68839000.000000,3.048968,15.764158,yes
richards-rxbvm-control,Richards,crexx,rxbvm,feature-freeze,A,no,startup-included,20,elapsed_ns,12,2174074000.000000,2214569500.000000,2268145000.000000,2388209250.000000,2470308000.000000,59806500.000000,2.636802,13.060629,yes
richards-rxbvm-candidate,Richards,crexx,rxbvm,qa-candidate,A,no,startup-included,20,elapsed_ns,12,2192688000.000000,2215968750.000000,2243500000.000000,2303136000.000000,2453452000.000000,42819000.000000,1.908580,11.623089,yes
base64-rxtvm-control,Base64,crexx,rxtvm,feature-freeze,A,no,startup-included,2500,elapsed_ns,12,1617582000.000000,1713374000.000000,1782726500.000000,1863896250.000000,2347814000.000000,81674000.000000,4.581409,40.961527,yes
