dylib_unrestricted	1	38.325
dylib_unrestricted	2	35.177
dylib_unrestricted	3	36.926
dylib_unrestricted	4	37.704
dylib_unrestricted	5	37.684
dylib_unrestricted	6	36.739
dylib_unrestricted	7	37.058
dylib_unrestricted	8	38.020
dylib_unrestricted	9	37.367
dylib_unrestricted	10	37.410
dylib_unrestricted	11	36.482
dylib_unrestricted	12	38.157
dylib_unrestricted	13	38.381
dylib_unrestricted	14	36.617
dylib_unrestricted	15	37.392
dylib_export_filtered	1	37.331
dylib_export_filtered	2	37.439
dylib_export_filtered	3	37.308
dylib_export_filtered	4	38.361
dylib_export_filtered	5	37.524
dylib_export_filtered	6	36.578
dylib_export_filtered	7	37.504
dylib_export_filtered	8	37.986
dylib_export_filtered	9	36.790
dylib_export_filtered	10	36.634
dylib_export_filtered	11	36.258
dylib_export_filtered	12	36.613
dylib_export_filtered	13	38.297
dylib_export_filtered	14	37.711
dylib_export_filtered	15	38.112
static_create_destroy	1	38.965
static_create_destroy	2	38.322
static_create_destroy	3	37.265
static_create_destroy	4	37.690
static_create_destroy	5	37.343
static_create_destroy	6	36.576
static_create_destroy	7	37.487
static_create_destroy	8	37.532
static_create_destroy	9	37.132
static_create_destroy	10	38.042
static_create_destroy	11	38.211
static_create_destroy	12	37.539
static_create_destroy	13	39.002
static_create_destroy	14	38.131
static_create_destroy	15	37.844
saa_dynamic_only	1	24.143
saa_dynamic_only	2	22.680
saa_dynamic_only	3	21.148
saa_dynamic_only	4	21.654
saa_dynamic_only	5	21.141
saa_dynamic_only	6	22.647
saa_dynamic_only	7	22.204
saa_dynamic_only	8	21.706
saa_dynamic_only	9	21.843
saa_dynamic_only	10	21.109
saa_dynamic_only	11	20.659
saa_dynamic_only	12	21.870
saa_dynamic_only	13	21.671
saa_dynamic_only	14	20.771
saa_dynamic_only	15	21.932
saa_public_expanded	1	33.421
saa_public_expanded	2	34.034
saa_public_expanded	3	34.862
saa_public_expanded	4	36.067
saa_public_expanded	5	34.983
saa_public_expanded	6	35.918
saa_public_expanded	7	35.794
saa_public_expanded	8	34.999
saa_public_expanded	9	35.912
saa_public_expanded	10	35.822
saa_public_expanded	11	34.910
saa_public_expanded	12	35.495
saa_public_expanded	13	35.095
saa_public_expanded	14	35.227
saa_public_expanded	15	34.690
