cell_id,workload,runtime,vm,variant,tier,aggregate,lifecycle,work,metric,n,min,q1,median,q3,max,mad,relative_mad_percent,span_percent,rerun_recommended
nbody-rxbvm-opt-control,NBody-rxbvm-opt,crexx,rxbvm,control-rxmath,A,no,startup-included,250000-steps,elapsed_ns,12,1638774000.000000,1641138000.000000,1646120000.000000,1651878000.000000,1661249000.000000,5609500.000000,0.340771,1.365332,no
nbody-rxbvm-opt-candidate,NBody-rxbvm-opt,crexx,rxbvm,candidate-rxfloat,A,no,startup-included,250000-steps,elapsed_ns,12,1624748000.000000,1634371750.000000,1644282500.000000,1650279000.000000,1693085000.000000,7555000.000000,0.459471,4.156038,no
nbody-rxbvm-noopt-control,NBody-rxbvm-noopt,crexx,rxbvm,control-rxmath,A,no,startup-included,250000-steps,elapsed_ns,12,3129064000.000000,3159760250.000000,3162774000.000000,3179009500.000000,3193886000.000000,9785000.000000,0.309380,2.049530,no
nbody-rxbvm-noopt-candidate,NBody-rxbvm-noopt,crexx,rxbvm,candidate-rxfloat,A,no,startup-included,250000-steps,elapsed_ns,12,3145623000.000000,3160739500.000000,3172594500.000000,3185886500.000000,3204064000.000000,13875000.000000,0.437339,1.842057,no
nbody-rxtvm-opt-control,NBody-rxtvm-opt,crexx,rxtvm,control-rxmath,A,no,startup-included,250000-steps,elapsed_ns,12,1701243000.000000,1708443750.000000,1712672000.000000,1725254500.000000,1736588000.000000,7647000.000000,0.446495,2.063734,no
nbody-rxtvm-opt-candidate,NBody-rxtvm-opt,crexx,rxtvm,candidate-rxfloat,A,no,startup-included,250000-steps,elapsed_ns,12,1691638000.000000,1704838500.000000,1712637000.000000,1723903750.000000,1725812000.000000,11550000.000000,0.674399,1.995402,no
nbody-rxtvm-noopt-control,NBody-rxtvm-noopt,crexx,rxtvm,control-rxmath,A,no,startup-included,250000-steps,elapsed_ns,12,3234587000.000000,3271595750.000000,3285984500.000000,3331296500.000000,3371049000.000000,32406500.000000,0.986204,4.152850,no
nbody-rxtvm-noopt-candidate,NBody-rxtvm-noopt,crexx,rxtvm,candidate-rxfloat,A,no,startup-included,250000-steps,elapsed_ns,12,3262151000.000000,3283208750.000000,3302794500.000000,3347962500.000000,3429539000.000000,23845500.000000,0.721980,5.068072,no
cd-rxbvm-opt-control,CD-rxbvm-opt,crexx,rxbvm,control-rxmath,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,82795000.000000,85356250.000000,88997000.000000,90885750.000000,91144000.000000,2022500.000000,2.272549,9.381215,no
cd-rxbvm-opt-candidate,CD-rxbvm-opt,crexx,rxbvm,candidate-rxfloat,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,81231000.000000,86522750.000000,87589000.000000,89989000.000000,90986000.000000,2337500.000000,2.668714,11.137243,yes
cd-rxbvm-noopt-control,CD-rxbvm-noopt,crexx,rxbvm,control-rxmath,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,51775000.000000,55129500.000000,57178500.000000,58991500.000000,61072000.000000,2445500.000000,4.276957,16.259608,yes
cd-rxbvm-noopt-candidate,CD-rxbvm-noopt,crexx,rxbvm,candidate-rxfloat,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,54888000.000000,56328000.000000,58541500.000000,60115000.000000,61044000.000000,2009500.000000,3.432608,10.515617,yes
cd-rxtvm-opt-control,CD-rxtvm-opt,crexx,rxtvm,control-rxmath,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,82831000.000000,86176750.000000,89333500.000000,90233500.000000,94171000.000000,2208500.000000,2.472197,12.694006,yes
cd-rxtvm-opt-candidate,CD-rxtvm-opt,crexx,rxtvm,candidate-rxfloat,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,81892000.000000,84975000.000000,85324000.000000,86437750.000000,94839000.000000,887000.000000,1.039567,15.173925,yes
cd-rxtvm-noopt-control,CD-rxtvm-noopt,crexx,rxtvm,control-rxmath,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,55239000.000000,56936750.000000,59301500.000000,60976500.000000,61029000.000000,1693000.000000,2.854902,9.763665,no
cd-rxtvm-noopt-candidate,CD-rxtvm-noopt,crexx,rxtvm,candidate-rxfloat,A,no,startup-included,10-aircraft-200-frames,elapsed_ns,12,54076000.000000,57872250.000000,59921500.000000,60975250.000000,61063000.000000,1119500.000000,1.868278,11.660256,yes
