phase,round,position,vm,cell,variant,rate_jobs_per_second,elapsed_us
recorded,1,13,rxbvml,spin-w1,accepted,1690.695232372,151417.000
recorded,1,14,rxbvml,spin-w1,candidate,1673.235422917,152997.000
recorded,1,15,rxbvml,spin-w4,accepted,5485.087418581,46672.000
recorded,1,16,rxbvml,spin-w4,candidate,6154.142026059,41598.000
recorded,1,17,rxbvml,channel-latency,accepted,127315.678229516343,8043
recorded,1,17,rxbvml,channel-throughput,accepted,3096.162451773641,82683
recorded,1,18,rxbvml,channel-latency,candidate,137634.408602150535,7440
recorded,1,18,rxbvml,channel-throughput,candidate,3204.446169059570,79889
recorded,1,19,rxtvml,spin-w1,accepted,1268.538752372,201807.000
recorded,1,20,rxtvml,spin-w1,candidate,1340.988140636,190904.000
recorded,1,21,rxtvml,spin-w4,accepted,4878.885479598,52471.000
recorded,1,22,rxtvml,spin-w4,candidate,4905.530218833,52186.000
recorded,1,23,rxtvml,channel-latency,accepted,129178.756149867535,7927
recorded,1,23,rxtvml,channel-throughput,accepted,2730.375426621160,93760
recorded,1,24,rxtvml,channel-latency,candidate,136733.876351982908,7489
recorded,1,24,rxtvml,channel-throughput,candidate,2509.631691942710,102007
recorded,2,25,rxtvml,channel-latency,candidate,136260.811709913512,7515
recorded,2,25,rxtvml,channel-throughput,candidate,2655.491473382847,96404
recorded,2,26,rxtvml,channel-latency,accepted,130745.658835546477,7832
recorded,2,26,rxtvml,channel-throughput,accepted,2672.987167573324,95773
recorded,2,27,rxtvml,spin-w4,candidate,4926.297964053,51966.000
recorded,2,28,rxtvml,spin-w4,accepted,4924.023850741,51990.000
recorded,2,29,rxtvml,spin-w1,candidate,1287.758746447,198795.000
recorded,2,30,rxtvml,spin-w1,accepted,1369.196292473,186971.000
recorded,2,31,rxbvml,channel-latency,candidate,129883.307965499742,7884
recorded,2,31,rxbvml,channel-throughput,candidate,3008.402373817498,85095
recorded,2,32,rxbvml,channel-latency,accepted,137026.629198447743,7473
recorded,2,32,rxbvml,channel-throughput,accepted,2699.112245113131,94846
recorded,2,33,rxbvml,spin-w4,candidate,5167.124172453,49544.000
recorded,2,34,rxbvml,spin-w4,accepted,5498.163699233,46561.000
recorded,2,35,rxbvml,spin-w1,candidate,1593.526299409,160650.000
recorded,2,36,rxbvml,spin-w1,accepted,1632.018156202,156861.000
recorded,3,37,rxbvml,spin-w1,accepted,1702.942898196,150328.000
recorded,3,38,rxbvml,spin-w1,candidate,1779.396534347,143869.000
recorded,3,39,rxbvml,spin-w4,accepted,6045.720763272,42344.000
recorded,3,40,rxbvml,spin-w4,candidate,5991.667836914,42726.000
recorded,3,41,rxbvml,channel-latency,accepted,128514.056224899599,7968
recorded,3,41,rxbvml,channel-throughput,accepted,2972.734451205351,86116
recorded,3,42,rxbvml,channel-latency,candidate,125875.845113706207,8135
recorded,3,42,rxbvml,channel-throughput,candidate,2604.140175982910,98305
recorded,3,43,rxtvml,spin-w1,accepted,1272.049689441,201250.000
recorded,3,44,rxtvml,spin-w1,candidate,1390.088020808,184161.000
recorded,3,45,rxtvml,spin-w4,accepted,4848.668510171,52798.000
recorded,3,46,rxtvml,spin-w4,candidate,4904.214559387,52200.000
recorded,3,47,rxtvml,channel-latency,accepted,132935.220044138638,7703
recorded,3,47,rxtvml,channel-throughput,accepted,2665.722556594540,96034
recorded,3,48,rxtvml,channel-latency,candidate,146369.353916523716,6996
recorded,3,48,rxtvml,channel-throughput,candidate,2679.085343519439,95555
recorded,4,49,rxtvml,channel-latency,candidate,138998.235373964970,7367
recorded,4,49,rxtvml,channel-throughput,candidate,2682.482134249848,95434
recorded,4,50,rxtvml,channel-latency,accepted,137634.408602150535,7440
recorded,4,50,rxtvml,channel-throughput,accepted,2646.432484958753,96734
recorded,4,51,rxtvml,spin-w4,candidate,4673.067795991,54782.000
recorded,4,52,rxtvml,spin-w4,accepted,4591.928251121,55750.000
recorded,4,53,rxtvml,spin-w1,candidate,1271.285339001,201371.000
recorded,4,54,rxtvml,spin-w1,accepted,1347.595384486,189968.000
recorded,4,55,rxbvml,channel-latency,candidate,130562.284839984699,7843
recorded,4,55,rxbvml,channel-throughput,candidate,3091.302090251530,82813
recorded,4,56,rxbvml,channel-latency,accepted,135953.266064790223,7532
recorded,4,56,rxbvml,channel-throughput,accepted,3143.611469269970,81435
recorded,4,57,rxbvml,spin-w4,candidate,5871.559633028,43600.000
recorded,4,58,rxbvml,spin-w4,accepted,6034.177961108,42425.000
recorded,4,59,rxbvml,spin-w1,candidate,1590.605486346,160945.000
recorded,4,60,rxbvml,spin-w1,accepted,1547.360722424,165443.000
recorded,5,61,rxbvml,spin-w1,accepted,1688.387062734,151624.000
recorded,5,62,rxbvml,spin-w1,candidate,1784.979674938,143419.000
recorded,5,63,rxbvml,spin-w4,accepted,5942.708575143,43078.000
