rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,2000000,4,1,3,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2)","r1=R5;c1=label@377;r2=R4","benchmark_awfy_bounce_noopt",336
2,1142600,6,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2)","r1=R9;c1=int:1;r2=R5;r3=R4;c2=int:3","benchmark_awfy_bounce_noopt",305
3,1000000,2,1,3,candidate,"IADD_REG_REG_REG(r1,r2,r3) | UNLINKN_REG_REG(r3,r2)","r1=R5;r2=R3;r3=R4","benchmark_awfy_bounce_noopt",298
4,1000000,2,1,3,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R4;r2=R5;c1=int:500","benchmark_awfy_bounce_noopt",332
5,1000000,2,1,3,candidate,"ILT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)","r1=R6;r2=R7;c1=int:0","benchmark_awfy_bounce_noopt",381
6,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_REG(r3,r4,r1)","r1=R4;r2=R9;c1=int:2;r3=R5;r4=R3","benchmark_awfy_bounce_noopt",294
7,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGT_REG_REG_INT(r3,r1,c2)","r1=R5;r2=R9;c1=int:1;r3=R4;c2=int:500","benchmark_awfy_bounce_noopt",328
8,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILT_REG_REG_INT(r3,r1,c2)","r1=R7;r2=R9;c1=int:1;r3=R6;c2=int:0","benchmark_awfy_bounce_noopt",377
9,1000000,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R3;r2=R9;c1=int:1;r3=R4;c2=int:2","benchmark_awfy_bounce_noopt",290
10,1000000,2,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | ISETATTR1_REG_INT_REG(r3,c1,r4)","r1=R4;r2=R3;r3=R9;c1=int:1;r4=R5","benchmark_awfy_bounce_noopt",302
11,570900,3,1,5,candidate,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R0;c1=int:0;r2=R3;r3=R9;c2=int:1","benchmark_awfy_bounce_noopt",287
