role,runtime,workload,form,path,size_bytes,sha256
product,crexx,toolchain,compiler,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxc,3469248,a3f23426f42a4eedf558f73f53c3fa5236e848ec3c68541ea6665435bb4abab4
product,crexx,toolchain,assembler,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxas,779192,b446a382f07d8d43e50484d6a8aecf1eee40aeb1772c9879eef4d94031dbc281
product,crexx,toolchain,linker,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxlink,162568,28d1be1cefe63889a1687e39a5537a3e8cb675c5d5eafbf0713e4d1d77e65cab
product,crexx,toolchain,disassembler,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxdas,212248,da144b1bee698983e095e719b1c932e1b9af3522a37b73c47e9c33b9ef8cf70f
product,crexx,runtime,selected-executable,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxvm,1379592,6418149c24b316c594b8bd0ef421f6fd3d6b1c81a86448dadea9a5bb7ae0925d
control,crexx,runtime,threaded-executable,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxtvm,1396232,f0454e62144c2f7b83879176fad9a161cf75967073e0039500b795c107e8b10d
control,crexx,runtime,bytecode-executable,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/rxbvm,1379592,6418149c24b316c594b8bd0ef421f6fd3d6b1c81a86448dadea9a5bb7ae0925d
product,crexx,library,linked-rxbin,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/bin/library.rxbin,720593,30918535eab4a855e29e4631e7294061d0842f36b6caf60b0e7140b4c28439ac
benchmark,crexx,Sieve,rxas,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxas,10364,29e173de0f4b3cbe6aa4dea62c4fa5c196f6791a9462a795f57547fb0edbb205
benchmark,crexx,Sieve,rxbin,/var/folders/nr/7ckzqpl91kz80mcy3316h1tr0000gn/T/crexx-stage5.fmZzkgCyGi/build-release/tests/benchmarks/benchmark_awfy_sieve_opt.rxbin,5213,1a88310c1711b47d28f2e9823a398000bff2674af4e6d06a0b755278989abc74
