entry,name,value
list-r1-control,schema_version,5
list-r1-control,vm_mode,rxbvm
list-r1-control,profile_mode,counts
list-r1-control,result,0
list-r1-control,timer_read_min_ns,0
list-r1-control,timer_zero_deltas,0
list-r1-control,interrupt_polls,39276326
list-r1-control,invalid_events,0
list-r1-control,counter_overflow,0
list-r1-control,procedure_tracking_unavailable,0
list-r1-control,allocation_tracking_unavailable,0
list-r1-control,census_tracking_unavailable,0
list-r1-control,branch_tracking_unavailable,0
list-r1-candidate,schema_version,5
list-r1-candidate,vm_mode,rxbvm
list-r1-candidate,profile_mode,counts
list-r1-candidate,result,0
list-r1-candidate,timer_read_min_ns,0
list-r1-candidate,timer_zero_deltas,0
list-r1-candidate,interrupt_polls,35448526
list-r1-candidate,invalid_events,0
list-r1-candidate,counter_overflow,0
list-r1-candidate,procedure_tracking_unavailable,0
list-r1-candidate,allocation_tracking_unavailable,0
list-r1-candidate,census_tracking_unavailable,0
list-r1-candidate,branch_tracking_unavailable,0
list-r2-control,schema_version,5
list-r2-control,vm_mode,rxbvm
list-r2-control,profile_mode,counts
list-r2-control,result,0
list-r2-control,timer_read_min_ns,0
list-r2-control,timer_zero_deltas,0
list-r2-control,interrupt_polls,39276326
list-r2-control,invalid_events,0
list-r2-control,counter_overflow,0
list-r2-control,procedure_tracking_unavailable,0
list-r2-control,allocation_tracking_unavailable,0
list-r2-control,census_tracking_unavailable,0
list-r2-control,branch_tracking_unavailable,0
list-r2-candidate,schema_version,5
list-r2-candidate,vm_mode,rxbvm
list-r2-candidate,profile_mode,counts
list-r2-candidate,result,0
list-r2-candidate,timer_read_min_ns,0
list-r2-candidate,timer_zero_deltas,0
list-r2-candidate,interrupt_polls,31635126
list-r2-candidate,invalid_events,0
list-r2-candidate,counter_overflow,0
list-r2-candidate,procedure_tracking_unavailable,0
list-r2-candidate,allocation_tracking_unavailable,0
list-r2-candidate,census_tracking_unavailable,0
list-r2-candidate,branch_tracking_unavailable,0
list-r12-control,schema_version,5
list-r12-control,vm_mode,rxbvm
list-r12-control,profile_mode,counts
list-r12-control,result,0
list-r12-control,timer_read_min_ns,0
list-r12-control,timer_zero_deltas,0
list-r12-control,interrupt_polls,39276326
list-r12-control,invalid_events,0
list-r12-control,counter_overflow,0
list-r12-control,procedure_tracking_unavailable,0
list-r12-control,allocation_tracking_unavailable,0
list-r12-control,census_tracking_unavailable,0
list-r12-control,branch_tracking_unavailable,0
list-r12-candidate,schema_version,5
list-r12-candidate,vm_mode,rxbvm
list-r12-candidate,profile_mode,counts
list-r12-candidate,result,0
list-r12-candidate,timer_read_min_ns,0
list-r12-candidate,timer_zero_deltas,0
list-r12-candidate,interrupt_polls,27807326
list-r12-candidate,invalid_events,0
list-r12-candidate,counter_overflow,0
list-r12-candidate,procedure_tracking_unavailable,0
list-r12-candidate,allocation_tracking_unavailable,0
list-r12-candidate,census_tracking_unavailable,0
list-r12-candidate,branch_tracking_unavailable,0
base64-b1-control,schema_version,5
base64-b1-control,vm_mode,rxbvm
base64-b1-control,profile_mode,counts
base64-b1-control,result,0
base64-b1-control,timer_read_min_ns,0
base64-b1-control,timer_zero_deltas,0
base64-b1-control,interrupt_polls,46724369
base64-b1-control,invalid_events,0
base64-b1-control,counter_overflow,0
base64-b1-control,procedure_tracking_unavailable,0
base64-b1-control,allocation_tracking_unavailable,0
base64-b1-control,census_tracking_unavailable,0
base64-b1-control,branch_tracking_unavailable,0
base64-b1-candidate,schema_version,5
base64-b1-candidate,vm_mode,rxbvm
base64-b1-candidate,profile_mode,counts
base64-b1-candidate,result,0
base64-b1-candidate,timer_read_min_ns,0
base64-b1-candidate,timer_zero_deltas,0
base64-b1-candidate,interrupt_polls,45358368
base64-b1-candidate,invalid_events,0
base64-b1-candidate,counter_overflow,0
base64-b1-candidate,procedure_tracking_unavailable,0
base64-b1-candidate,allocation_tracking_unavailable,0
base64-b1-candidate,census_tracking_unavailable,0
base64-b1-candidate,branch_tracking_unavailable,0
