entry,window,rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
list-r1-control,2,1,3827800,9,1,2,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2)",r1=R1;r2=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,185
list-r1-control,2,2,3820600,5,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2)",r1=R1;r2=R12,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,569
list-r1-control,2,3,3820600,5,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1)",r1=R12;r2=R9;c1=int:1;r3=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,565
list-r1-control,2,4,2089000,2,1,3,candidate,"REFVALID_REG_REG(r1,r2) | BRF_ID_REG(c1,r1)",r1=R17;r2=R9;c1=label@518,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,500
list-r1-control,2,5,1945400,3,1,3,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)",r1=R9;r2=R1;r3=R10,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,557
list-r1-control,2,6,1945400,3,1,3,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)",r1=R12;r2=R10;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,572
list-r1-control,2,7,1875200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3)",c1=label@585;r1=R11;r2=R12;r3=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,538
list-r1-control,2,8,1875200,1,1,2,candidate,"BTOI_REG(r1) | IEQ_REG_REG_INT(r1,r1,c1)",r1=R12;c1=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,544
list-r1-control,2,9,1875200,1,1,3,candidate,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)",r1=R12;c1=int:0;c2=label@555,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,546
list-r1-control,2,10,1875200,2,1,5,candidate,"LINKREF_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)",r1=R10;r2=R3;r3=R12;r4=R9;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,562
list-r1-control,2,11,1875200,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | BTOI_REG(r1)",r1=R12;r2=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,541
list-r1-control,2,12,1805000,1,1,2,candidate,UNLINK_REG(r1) | BR_ID(c1),r1=R12;c1=label@535,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,581
list-r1-control,2,13,1407600,18,1,3,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1)",r1=R18;c1=int:256;r2=R2,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,413
list-r1-control,2,14,569400,6,1,3,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2)",r1=R5;c1=int:18;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,158
list-r1-control,2,15,284300,2,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG(r1,r2)",c1=int:18;c2=int:1;r1=R8;r2=R9,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,448
list-r1-control,2,16,284300,5,1,6,candidate,"SETTP_REG_INT(r1,c1) | CALL3_REG_FUNC_REG_REG_REG(r2,c2,r3,r4,r1)",r1=R15;c1=int:768;r2=R2;c2=func@21608;r3=R18;r4=R14,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,368
list-r1-control,2,17,281000,2,1,6,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | NULLN_REG_REG_REG_REG(r1,r2,r3,r4)",c1=int:18;c2=int:1;r1=R8;r2=R2;r3=R3;r4=R4,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,334
list-r1-control,2,18,280900,1,1,4,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4)",r1=R1;r2=R15;r3=R3;r4=R16,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,529
list-r1-control,2,19,280900,1,1,3,candidate,"COPY_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r1)",r1=R3;r2=R16;r3=R11,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,532
list-r1-control,2,20,280900,1,1,3,candidate,"NULLN_REG_REG(r1,r2) | COPY_REG_REG(r1,r3)",r1=R1;r2=R3;r3=R15,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,526
list-r1-control,2,21,280900,1,1,4,candidate,"NULLN_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)",r1=R11;r2=R16;r3=R35;c1=int:256,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,605
list-r1-control,2,22,280900,1,1,6,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG(r5,r6)",r1=R21;r2=R22;r3=R23;r4=R6;r5=R11;r6=R16,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,600
list-r1-control,2,23,280900,5,1,7,candidate,"SETTP_REG_INT(r1,c1) | CALL4_REG_FUNC_REG_REG_REG_REG(r2,c2,r3,r4,r5,r1)",r1=R4;c1=int:256;r2=R8;c2=func@23568;r3=R18;r4=R2;r5=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,422
list-r1-control,2,24,210700,1,1,2,candidate,ENDLIFE_REG(r1) | ENDLIFE_REG(r2),r1=R9;r2=R10,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,588
list-r1-control,2,25,210700,1,1,2,candidate,ENDLIFE_REG(r1) | RET_INT(c1),r1=R10;c1=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,590
list-r1-control,2,26,210700,1,1,2,candidate,"UNLINKN_REG_REG(r1,r2) | ENDLIFE_REG(r2)",r1=R10;r2=R9,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,585
list-r1-control,2,27,71100,2,1,3,candidate,"UNLINK_REG(r1) | SETTP_REG_INT(r2,c1)",r1=R3;r2=R1;c1=int:256,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,190
list-r1-control,2,28,70200,1,1,3,candidate,"BRF_ID_REG(c1,r1) | RET_INT(c2)",c1=label@555;r1=R12;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,550
list-r1-control,2,29,70200,1,1,3,candidate,"BRF_ID_REG(c1,r1) | UNLINK_REG(r2)",c1=label@746;r1=R7;r2=R28,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,623
list-r1-control,2,30,6200,2,1,5,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2)",r1=R4;r2=R11;c1=int:2;r3=R6;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,272
list-r1-control,2,31,6200,2,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2)",r1=R6;r2=R11;c1=int:1;r3=R5;r4=R4;c2=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,276
list-r1-control,2,32,6200,2,1,4,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3)",r1=R5;r2=R4;r3=R6;c1=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,280
list-r1-control,2,33,4100,2,1,4,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r1,r2,c2)",c1=int:18;c2=int:1;r1=R0;r2=R5,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,160
list-r1-control,2,34,3400,1,1,4,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R11;r2=R21;c1=int:0;c2=label@466,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,455
list-r1-control,2,35,3400,1,1,5,candidate,"NULLN_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r4,c1)",r1=R8;r2=R9;r3=R11;r4=R21;c1=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,452
list-r1-control,2,36,3300,3,1,3,candidate,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2)",r1=R6;c1=int:0;c2=string@9,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,71
list-r1-control,2,37,3200,2,1,3,candidate,"LINKREF_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1)",r1=R6;r2=R8;c1=int:256,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,434
list-r1-control,2,38,3100,1,1,3,candidate,"COPY_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3)",r1=R5;r2=R9;r3=R4,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,291
list-r1-control,2,39,3100,1,1,3,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2)",r1=R6;r2=R5;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,262
list-r1-control,2,40,3100,1,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2)",r1=R11;c1=int:1;r2=R6;r3=R4;c2=int:2,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,268
list-r1-control,2,41,3100,1,1,3,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | RET_REG(r1)",r1=R1;c1=int:2;r2=R4,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,152
list-r1-control,2,42,3100,1,1,5,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | SETTP_REG_INT(r3,c2)",r1=R16;r2=R21;c1=int:1;r3=R20;c2=int:256,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,466
list-r1-control,2,43,3100,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c1)",r1=R5;r2=R11;c1=int:1;r3=R6,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,258
list-r1-control,2,44,3100,1,1,4,candidate,"LINKREF_REG_REG(r1,r2) | REFVALID_REG_REG(r3,r4)",r1=R7;r2=R8;r3=R17;r4=R9,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,497
list-r1-control,2,45,3100,1,1,3,candidate,"MKREF_REG_REG(r1,r2) | UNLINKN_REG_REG(r2,r3)",r1=R2;r2=R8;r3=R7,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,312
list-r1-control,2,46,3100,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2)",c1=int:18;c2=int:1;r1=R1;c3=int:2;r2=R4,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,148
list-r1-control,2,47,3100,1,1,4,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | NUMSCI_INT_INT_INT(c2,c3,c3)",r1=R1;c1=string@10;c2=int:18;c3=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,145
list-r1-control,2,48,3100,1,1,5,candidate,"SETTP_REG_INT(r1,c1) | CALL2_REG_FUNC_REG_REG(r2,c2,r1,r3)",r1=R5;c1=int:256;r2=R8;c2=func@15416;r3=R21,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,487
list-r1-control,2,49,3100,1,1,5,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)",r1=R5;r2=R4;r3=R7;r4=R11;c1=int:2,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,294
list-r1-control,2,50,3100,1,1,3,candidate,"UNLINKN_REG_REG(r1,r2) | RET_REG(r3)",r1=R8;r2=R7;r3=R2,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,315
list-r1-control,2,51,3100,1,1,4,candidate,"UNLINK_REG(r1) | CALL1_REG_FUNC_REG(r2,c1,r3)",r1=R6;r2=R9;c1=func@9192;r3=R12,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,285
list-r1-control,2,52,3100,1,1,4,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3)",r1=R5;r2=R11;c1=int:1;r3=R6,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,266
list-r1-control,2,53,3100,1,1,3,candidate,"UNLINK_REG(r1) | MKREF_REG_REG(r2,r3)",r1=R9;r2=R2;r3=R8,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,310
list-r1-control,2,54,2800,1,1,4,candidate,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3)",c1=label@518;r1=R17;r2=R18;r3=R9,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,503
list-r1-control,2,55,2800,1,1,5,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1)",r1=R18;r2=R9;r3=R16;r4=R7;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,506
list-r1-control,2,56,2800,1,1,2,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r1)",r1=R16;r2=R18,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,513
list-r1-control,2,57,2800,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3)",r1=R16;r2=R7;c1=int:1;r3=R18,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,509
list-r1-control,2,58,2800,1,1,2,candidate,UNLINK_REG(r1) | RET_REG(r2),r1=R16;r2=R8,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,516
list-r1-control,2,59,1100,3,1,4,candidate,"SETTP_REG_INT(r1,c1) | CALL1_REG_FUNC_REG(r2,c2,r1)",r1=R5;c1=int:256;r2=R2;c2=func@6096,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,80
list-r1-control,2,60,1000,1,1,3,candidate,"BTOI_REG(r1) | BNE_ID_REG_INT(c1,r1,c2)",r1=R3;c1=label@181;c2=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,173
list-r1-control,2,61,1000,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | REFVALID_REG_REG(r3,r1)",r1=R0;r2=R5;c1=int:1;r3=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,164
list-r1-control,2,62,1000,1,1,2,candidate,"REFVALID_REG_REG(r1,r2) | UNLINK_REG(r2)",r1=R3;r2=R0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,168
list-r1-control,2,63,1000,1,1,2,candidate,UNLINK_REG(r1) | BTOI_REG(r2),r1=R0;r2=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,171
list-r1-control,2,64,900,1,1,2,candidate,"IADD_REG_REG_INT(r1,r1,c1) | RET_REG(r1)",r1=R3;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,199
list-r1-control,2,65,900,1,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r3)",r1=R3;r2=R5;c1=int:1;r3=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,181
list-r1-control,2,66,900,1,1,2,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r2)",r1=R1;r2=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,187
list-r1-control,2,67,300,1,1,3,candidate,"BRF_ID_REG(c1,r1) | NULL_REG(r2)",c1=label@466;r1=R11;r2=R12,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,459
list-r1-control,2,68,300,3,1,4,candidate,"LOAD_REG_INT(r1,c1) | MKREF_REG_REG(r2,r3)",r1=R14;c1=int:15;r2=R15;r3=R7,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,359
list-r1-control,2,69,300,3,1,4,candidate,"MKREF_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1)",r1=R15;r2=R7;r3=R18;c1=int:256,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,362
list-r1-control,2,70,300,1,1,1,candidate,NULL_REG(r1) | RET_REG(r1),r1=R12,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,462
list-r1-control,2,71,300,3,1,4,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)",r1=R18;c1=int:256;r2=R15;c2=int:768,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,365
list-r1-control,2,72,101,1,1,4,candidate,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1)",r1=R3;r2=R4;r3=R1;c1=label@119,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,64
list-r1-control,2,73,100,1,1,4,candidate,"BNE_ID_REG_INT(c1,r1,c2) | RET_INT(c3)",c1=label@181;r1=R3;c2=int:0;c3=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,175
list-r1-control,2,74,100,1,1,4,candidate,"BRT_ID_REG(c1,r1) | SETATTRS_REG_INT(r2,c2)",c1=label@119;r1=R3;r2=R6;c2=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,68
list-r1-control,2,75,100,1,1,4,candidate,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1)",r1=R7;r2=R10;r3=R14;c1=int:15,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,356
list-r1-control,2,76,100,1,1,3,candidate,"COPY_REG_REG(r1,r2) | SETTP_REG_INT(r1,c1)",r1=R5;r2=R6;c1=int:256,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,77
list-r1-control,2,77,100,1,1,4,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R8;r2=R2;c1=int:10;c2=label@116,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,87
list-r1-control,2,78,100,1,1,4,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | COPY_REG_REG(r3,r1)",r1=R10;c1=int:1;r2=R1;r3=R7,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,352
list-r1-control,2,79,100,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1)",r1=R1;c1=int:0;r2=R10;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,349
list-r1-control,2,80,100,1,1,6,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | SETATTRS_REG_INT(r5,c1)",r1=R8;r2=R2;r3=R3;r4=R4;r5=R10;c1=int:3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,338
list-r1-control,2,81,100,1,1,3,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | COPY_REG_REG(r2,r1)",r1=R6;c1=string@9;r2=R5,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,74
list-r1-control,2,82,100,1,1,4,candidate,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2)",r1=R10;c1=string@8;r2=R1;c2=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,346
list-r1-control,2,83,1,1,1,2,candidate,"APPEND_REG_REG(r1,r2) | SAY_REG(r1)",r1=R10;r2=R2,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,133
list-r1-control,2,84,1,1,1,5,candidate,"BRF_ID_REG(c1,r1) | MINLINKATTR1_REG_REG_INT(r2,r3,c2)",c1=label@39;r1=R4;r2=R5;r3=R0;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,27
list-r1-control,2,85,1,1,1,4,candidate,"BRTPANDT_ID_REG_INT(c1,r1,c2) | COPY_REG_REG(r2,r1)",c1=label@13;r1=R12;c2=int:512;r2=R0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,4
list-r1-control,2,86,1,1,1,4,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | SCONCAT_REG_REG_STRING(r1,r1,c2)",r1=R10;c1=string@8344;r2=R1;c2=string@8496,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,123
list-r1-control,2,87,1,1,1,3,candidate,"COPY_REG_REG(r1,r2) | BR_ID(c1)",r1=R0;r2=R12;c1=label@16,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,8
list-r1-control,2,88,1,1,1,2,candidate,ENDLIFE_REG(r1) | ITOS_REG(r2),r1=R5;r2=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,119
list-r1-control,2,89,1,1,1,4,candidate,"GETATTRS_REG_REG_INT(r1,r2,c1) | IGTE_REG_REG_INT(r1,r1,c2)",r1=R4;r2=R0;c1=int:0;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,19
list-r1-control,2,90,1,1,1,3,candidate,"IGETUNLINK_REG_REG(r1,r2) | ILT_REG_REG_INT(r2,r1,c1)",r1=R1;r2=R5;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,36
list-r1-control,2,91,1,1,1,3,candidate,"IGTE_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1)",r1=R4;c1=int:1;c2=label@39,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,23
list-r1-control,2,92,1,1,1,4,candidate,"ILT_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1)",r1=R5;r2=R1;c1=int:1;c2=label@58,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,39
list-r1-control,2,93,1,1,1,2,candidate,"ITOS_REG(r1) | APPEND_REG_REG(r2,r1)",r1=R2;r2=R10,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,131
list-r1-control,2,94,1,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1)",r1=R1;r2=R10;c1=string@8344,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,121
list-r1-control,2,95,1,1,1,5,candidate,"LOAD_REG_INT(r1,c1) | GETATTRS_REG_REG_INT(r2,r3,c2)",r1=R1;c1=int:1;r2=R4;r3=R0;c2=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,16
list-r1-control,2,96,1,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r1,r3)",r1=R4;c1=int:1;r2=R3;r3=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,61
list-r1-control,2,97,1,1,1,4,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2)",r1=R2;c1=int:0;r2=R4;c2=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,58
list-r1-control,2,98,1,1,1,3,candidate,"MINLINKATTR1_REG_REG_INT(r1,r2,c1) | STOI_REG(r1)",r1=R5;r2=R0;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,30
list-r1-control,2,99,1,1,1,5,candidate,"NUMSCI_INT_INT_INT(c1,c2,c2) | BRTPANDT_ID_REG_INT(c3,r1,c4)",c1=int:18;c2=int:1;c3=label@13;r1=R12;c4=int:512,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,0
list-r1-control,2,100,1,1,1,2,candidate,SAY_REG(r1) | SAY_STRING(c1),r1=R10;c1=string@8904,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,136
list-r1-control,2,101,1,1,1,2,candidate,SAY_STRING(c1) | RET_INT(c2),c1=string@8904;c2=int:0,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,138
list-r1-control,2,102,1,1,1,3,candidate,"SCONCAT_REG_REG_STRING(r1,r1,c1) | ITOS_REG(r2)",r1=R10;c1=string@8496;r2=R2,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,127
list-r1-control,2,103,1,1,1,2,candidate,"STOI_REG(r1) | IGETUNLINK_REG_REG(r2,r1)",r1=R5;r2=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,34
list-r1-control,3,1,3820600,5,1,4,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1) | UNLINK_REG(r1)",r1=R12;r2=R9;c1=int:1;r3=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,565
list-r1-control,3,2,1945400,3,1,4,candidate,"COPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1)",r1=R1;r2=R12;r3=R10;c1=int:1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,569
list-r1-control,3,3,1945400,3,1,4,candidate,"LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKREF_REG_REG(r3,r4)",r1=R9;r2=R1;r3=R10;r4=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,557
list-r1-control,3,4,1945400,3,1,4,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r1)",r1=R12;r2=R10;c1=int:1;r3=R3,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,572
list-r1-control,3,5,1945400,3,1,3,candidate,"UNLINK_REG(r1) | LINKREF_REG_REG(r1,r2) | UNLINK_REG(r3)",r1=R9;r2=R1;r3=R10,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,555
list-r1-control,3,6,1875200,1,1,4,candidate,"BRF_ID_REG(c1,r1) | REFVALID_REG_REG(r2,r3) | BTOI_REG(r2)",c1=label@585;r1=R11;r2=R12;r3=R1,/tmp/crexx-perf2-05-sa1.MzdvHT/poc-images/control/list.rxas,538
