rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,5040000,6,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R52;r2=R11;r3=R40;r4=R5;r5=R56;r6=R42","benchmark_rexxcps_levelb_opt",886
2,4980000,4,1,3,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r3,r1) | STOD_REG(r3)","r1=R65;r2=R4;r3=R72","benchmark_rexxcps_levelb_opt",535
3,4200000,5,1,6,candidate,"PARSEWORDS3_REG_REG_REG_REG(r1,r2,r3,r4) | SCOPY_REG_REG(r5,r1) | SCOPY_REG_REG(r6,r2)","r1=R11;r2=R5;r3=R42;r4=R47;r5=R52;r6=R40","benchmark_rexxcps_levelb_opt",881
4,4200000,5,1,6,candidate,"SCOPY_REG_REG(r1,r2) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r1) | SCOPY_REG_REG(r6,r3)","r1=R47;r2=R60;r3=R11;r4=R5;r5=R42;r6=R52","benchmark_rexxcps_levelb_opt",878
5,3360000,2,1,5,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | STEMGET_REG_REG_REG(r3,r4,r1) | SCOPY_REG_REG(r1,r3)","r1=R72;c1=string@34264;r2=R51;r3=R65;r4=R4","benchmark_rexxcps_levelb_opt",531
6,3360000,4,1,6,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | PARSEWORDS3_REG_REG_REG_REG(r3,r4,r5,r2)","r1=R60;c1=string@51432;r2=R47;r3=R11;r4=R5;r5=R42","benchmark_rexxcps_levelb_opt",875
7,3360000,4,1,6,candidate,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_STRING(r5,c1)","r1=R61;r2=R13;r3=R62;r4=R6;r5=R90;c1=string@50592","benchmark_rexxcps_levelb_opt",838
8,3300000,3,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | STEMSET_REG_REG_REG(r3,r4,r1)","r1=R76;r2=R79;r3=R4;r4=R75","benchmark_rexxcps_levelb_opt",621
9,2520000,3,1,5,candidate,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | SCOPY_REG_REG(r4,r3)","r1=R56;r2=R42;r3=R60;c1=string@53856;r4=R48","benchmark_rexxcps_levelb_opt",892
10,1680400,2,2,4,candidate,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r1,r2) | BR_ID(c2)","r1=R72;c1=int:0;r2=R71;c2=label@566","benchmark_rexxcps_levelb_opt",558
11,1680001,3,2,6,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3)","r1=R90;c1=string@50592;r2=R91;c2=string@17520;r3=R92;c3=string@50792","benchmark_rexxcps_levelb_opt",844
12,1680000,1,1,6,candidate,"BRF_ID_REG(c1,r1) | CONCAT_REG_STRING_REG(r2,c2,r3) | CONCAT_REG_STRING_REG(r4,c2,r3)","c1=label@641;r1=R72;r2=R75;c2=string@34264;r3=R51;r4=R79","benchmark_rexxcps_levelb_opt",597
13,1680000,1,1,7,candidate,"BRT_ID_REG(c1,r1) | CONCAT_REG_STRING_REG(r2,c2,r3) | STEMGET_REG_REG_REG(r4,r5,r2)","c1=label@647;r1=R67;r2=R72;c2=string@34264;r3=R51;r4=R65;r5=R4","benchmark_rexxcps_levelb_opt",528
14,1680000,2,1,6,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | CONCAT_REG_REG_STRING(r3,r1,c2) | STEMGET_REG_REG_REG(r1,r4,r3)","r1=R76;r2=R41;c1=string@42520;r3=R81;c2=string@17520;r4=R8","benchmark_rexxcps_levelb_opt",665
15,1680000,2,1,5,candidate,"CONCAT_REG_REG_STRING(r1,r2,c1) | STEMGET_REG_REG_REG(r2,r3,r1) | REQ_REG_REG_STRING(r1,r2,c2)","r1=R81;r2=R76;c1=string@17520;r3=R8;c2=string@1272","benchmark_rexxcps_levelb_opt",669
16,1680000,1,1,6,candidate,"CONCAT_REG_STRING_REG(r1,c1,r2) | CONCAT_REG_STRING_REG(r3,c1,r2) | STEMGET_REG_REG_REG(r4,r5,r3)","r1=R75;c1=string@34264;r2=R51;r3=R79;r4=R71;r5=R4","benchmark_rexxcps_levelb_opt",600
17,1680000,1,1,3,candidate,"DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R79;c1=decimal@40368;r2=R76","benchmark_rexxcps_levelb_opt",617
18,1680000,1,1,4,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | LOAD_REG_INT(r3,c1)","r1=R71;r2=R25;r3=R72;c1=int:0","benchmark_rexxcps_levelb_opt",553
19,1680000,1,1,3,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1)","r1=R72;r2=R25;c1=string@39024","benchmark_rexxcps_levelb_opt",579
20,1680000,1,1,7,candidate,"DGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | CONCAT_REG_STRING_REG(r4,c2,r5)","r1=R67;r2=R25;r3=R68;c1=label@647;r4=R72;c2=string@34264;r5=R51","benchmark_rexxcps_levelb_opt",524
21,1680000,1,1,7,candidate,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRF_ID_REG(c2,r1) | CONCAT_REG_STRING_REG(r3,c3,r4)","r1=R72;r2=R25;c1=decimal@39576;c2=label@641;r3=R75;c3=string@34264;r4=R51","benchmark_rexxcps_levelb_opt",593
22,1680000,1,1,3,candidate,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | STRLEN_REG_REG(r2,r1)","r1=R71;r2=R72;c1=int:0","benchmark_rexxcps_levelb_opt",556
23,1680000,1,1,3,candidate,"DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R72;c1=string@39024;c2=label@593","benchmark_rexxcps_levelb_opt",582
24,1680000,1,1,6,candidate,"DTOS_REG(r1) | STEMSET_REG_REG_REG(r2,r3,r1) | DEQ_REG_REG_DECIMAL(r4,r5,c1)","r1=R76;r2=R4;r3=R75;r4=R79;r5=R25;c1=decimal@40800","benchmark_rexxcps_levelb_opt",624
25,1680000,1,1,4,candidate,"ISUB_REG_REG_INT(r1,r1,c1) | ILT_REG_INT_REG(r1,c2,r1) | BRF_ID_REG(c3,r1)","r1=R72;c1=int:1;c2=int:17;c3=label@579","benchmark_rexxcps_levelb_opt",566
26,1680000,2,1,12,candidate,"NULLN_REG_REG_REG_REG(r1,r2,r3,r4) | NULLN_REG_REG_REG_REG(r5,r6,r7,r8) | NULLN_REG_REG_REG_REG(r9,r10,r11,r12)","r1=R13;r2=R11;r3=R10;r4=R9;r5=R7;r6=R6;r7=R5;r8=R3;r9=R2;r10=R0;r11=R42;r12=R43","benchmark_rexxcps_levelb_opt",461
27,1680000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1)","r1=R79;r2=R71;c1=decimal@40368","benchmark_rexxcps_levelb_opt",612
28,1680000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DGT_REG_REG_REG(r1,r3,r1)","r1=R72;r2=R65;r3=R25","benchmark_rexxcps_levelb_opt",539
29,1680000,2,1,4,candidate,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R90;c1=int:768;r2=R91;r3=R92","benchmark_rexxcps_levelb_opt",856
30,1680000,2,1,5,candidate,"STEMGET_REG_REG_REG(r1,r2,r3) | REQ_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R76;r2=R8;r3=R81;c1=string@1272;c2=label@688","benchmark_rexxcps_levelb_opt",673
31,1680000,1,1,7,candidate,"STEMSET_REG_REG_REG(r1,r2,r3) | DEQ_REG_REG_DECIMAL(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R4;r2=R75;r3=R76;r4=R79;r5=R25;c1=decimal@40800;c2=label@641","benchmark_rexxcps_levelb_opt",626
32,1680000,1,1,3,candidate,"STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1)","r1=R79;c1=decimal@40368;r2=R76","benchmark_rexxcps_levelb_opt",615
33,1680000,1,1,3,candidate,"STOD_REG(r1) | DGT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1)","r1=R72;r2=R25;c1=label@553","benchmark_rexxcps_levelb_opt",542
34,1620000,2,1,5,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2)","c1=label@736;r1=R79;r2=R75;c2=string@44192;r3=R72","benchmark_rexxcps_levelb_opt",703
35,1620000,2,1,3,candidate,"DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R72;c1=decimal@35632;r2=R76","benchmark_rexxcps_levelb_opt",721
